,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,305,2,86,6,0
Light_T1,12,0,372,10,0
Light_XM,2,0,388,5,0
Sensor,11,0,345,49,0
Socket,0,0,0,0,395
