,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,361,0,0,1,0
Light_T1,2,98,196,67,0
Light_XM,3,92,254,16,0
Sensor,1,73,21,268,0
Socket,0,0,0,0,363
