,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,625,5,89,69,9
Light_T1,1,235,509,45,0
Light_XM,0,122,637,30,0
Sensor,0,73,442,289,0
Socket,0,0,0,0,801
