,precision,recall,f1-score,support
Camera,1.0,1.0,1.0,119.0
Light_T1,0.7674418604651163,0.8319327731092437,0.7983870967741935,119.0
Light_XM,0.7946428571428571,0.7542372881355932,0.7739130434782608,118.0
Sensor,0.8706896551724138,0.8416666666666667,0.8559322033898306,120.0
Socket,1.0,1.0,1.0,122.0
accuracy,0.8862876254180602,0.8862876254180602,0.8862876254180602,0.8862876254180602
macro avg,0.8865548745560774,0.8855673455823008,0.885646468728457,598.0
weighted avg,0.8872511658175513,0.8862876254180602,0.8863573044370293,598.0
