,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,119,0,0,0,0
Light_T1,0,99,12,8,0
Light_XM,0,22,89,7,0
Sensor,0,8,11,101,0
Socket,0,0,0,0,122
