replicate,r2_M0,r2_M1,r2_M0_sub,r2_M2,dr2_M1_vs_M0,dr2_M2_vs_M0sub,beta_M1_d_recall_Camera,beta_M1_d_recall_Light_T1,beta_M1_d_recall_Light_XM,beta_M1_d_recall_Sensor,beta_M1_d_recall_Socket,beta_M1_d_recall_l2,beta_M1_d_recall_max,beta_M1_cpd_y,beta_M2_d_recall_Camera,beta_M2_d_recall_Light_T1,beta_M2_d_recall_Light_XM,beta_M2_d_recall_Sensor,beta_M2_d_recall_Socket,beta_M2_d_recall_l2,beta_M2_d_recall_max,beta_M2_cpd_dir_strict
1604,0.1735238476833365,0.17629350782410236,0.7132322770619128,0.7257421021599837,0.0027696601407658505,0.01250982509807086,-0.3465208950646185,0.19736493196547505,-0.12053084498142136,0.18474995235399672,-0.18458113963686523,1.5859096649415203,-1.1253988691314651,-0.17863522027475834,2.1488983226032743,0.5032645579838366,-2.2204024654983328,0.7960802407201917,-4.274358644806853e-15,0.3757864706427552,-1.1383815756416715,-0.1637417644063881
1605,0.14002464498064138,0.177057734689805,0.6405747937315409,0.7372235330515358,0.037033089709163636,0.09664873931999485,-0.22107665678786925,0.10300068584879009,-0.0610917884175238,0.10177664635260986,-0.03321421183083187,0.9915912041837592,-0.2556989597972325,-0.4841411314835977,-0.46677233123381856,-0.8841581375891461,-1.0671023799034582,-0.05224949431758316,-4.163336342344337e-17,0.6699774076450868,0.6665554735465866,-0.6840656839078536
1606,0.21170849809381176,0.21184736015611405,0.6133615031459261,0.6606598778376255,0.0001388620623022918,0.047298374691699396,-0.3466631247436942,0.203532025430788,-0.24302858008647932,0.16210389804866526,-0.07559821328164343,1.5206608332364835,-0.9776636110374864,-0.042408578244654875,0.5378163227358884,-1.4076868550132362,-1.8887019589154692,0.22583094322541944,2.220446049250313e-16,0.04249881111723822,0.992842058624845,-0.27834635615100356
1607,0.13422389312401017,0.14420952285662225,0.5610382551933091,0.7223673722788244,0.009985629732612078,0.16132911708551534,-0.3118120474575622,-0.2085428213337769,-0.22862646292319366,0.06927193978531551,-0.1971547615897001,1.6029345286383578,-0.8533353107599174,-0.2869090028474936,-0.8624053825888031,-1.37710730445446,-1.8247369819450532,0.3877731419408077,1.9872992140790302e-14,0.9646167032905607,0.6740460638638988,-0.9209773087031335
1608,0.1353851462241319,0.14543991983459936,0.7924418747681532,0.8711719247274194,0.010054773610467471,0.07873004995926625,-0.2620052194210333,-0.10149255042750749,-0.03468358602132941,0.13641122007913273,0.06637904742010574,1.4047930521339929,-0.6758953470781653,-0.3009731847555289,0.17152126360855013,-0.7605452966776692,-0.18560798811287083,-0.6218059430457479,2.1094237467877974e-15,0.012178890505240098,1.2229992084809311,-0.40098539136688566
1609,0.3259708248233344,0.34634553644533184,0.8886033592855327,0.963035765325841,0.020374711621997443,0.07443240604030832,-0.38686275376714285,-0.03934417044374561,-0.4325266432943176,0.2023627990311999,0.23967960706329167,1.1194964044913753,-0.7458508446256807,0.633770781027563,0.5675191815192397,-1.4168101417990895,-1.3977014445197198,0.025097482098341062,-2.220446049250313e-16,-0.3771176988909447,1.8618013314650381,-0.3070233572673216
1610,0.14002464498064093,0.1770577346898048,0.640574793731541,0.7372235330515358,0.03703308970916386,0.09664873931999474,-0.2210766567878698,0.10300068584878955,-0.061091788417524634,0.10177664635260929,-0.033214211830831925,0.99159120418376,-0.25569895979723245,-0.48414113148359667,-0.46677233123381934,-0.8841581375891463,-1.0671023799034585,-0.05224949431758355,-4.718447854656915e-15,0.6699774076450875,0.6665554735465873,-0.6840656839078525
1611,0.19258053058300528,0.20008354323121247,0.576375244902355,0.6844064556507317,0.007503012648207186,0.10803121074837663,-0.30343068114275507,-0.12124595185264353,-0.2057727519973488,-0.027633648095028482,0.2032280135231177,1.3583303685948582,-0.3029751426035555,-0.3002040825537339,-0.9205783613866132,-1.5548711656261784,-1.86025023558281,0.3404063034023621,-5.551115123125783e-16,0.9463431676298831,1.1343375744889044,-0.7498808591208419
1612,0.2122536241676649,0.21625529077325734,0.8484960456823134,0.9455044844688786,0.004001666605592424,0.09700843878656518,-0.10657813606283334,0.04154867538621937,-0.3552249882512174,0.04530054695847537,-0.20149451821649927,1.2212664364062473,-0.5767061664286846,-0.22012899767999267,0.1923332820121218,-0.5283892177254943,-0.6237471902704383,-0.32295992703403203,3.3306690738754696e-16,-0.060499896343489956,0.8469090261845303,-0.4642442030513545
1613,0.1725051689303535,0.17250559487277373,0.8417978072647305,0.9228063016863706,4.259424202235351e-07,0.08100849442164004,-0.16841608163416588,0.03053619308276223,-0.30289559194214055,0.05155944400315278,-0.2104366677643506,1.0303610127658547,-0.5916897401488694,-0.002245979485532859,0.17249553722362743,-0.6155608470179483,-0.6490040234598397,-0.2877071782782108,1.3877787807814457e-16,-0.018155562876600695,0.899083789186813,-0.4253372700332232
1614,0.09420197897280969,0.1183557589572366,0.602933603290442,0.72987030089536,0.024153779984426915,0.126936697604918,-0.35496263471724454,-0.20394540565505553,-0.1429734865312975,0.020333655020077612,-0.11367051287067381,1.57275821642662,-0.6557770738291178,-0.41286453674114276,-0.7553234043271992,-1.2029652584982427,-1.6939123985604088,0.28264904200701707,-1.1102230246251565e-14,0.992817996971564,0.651522086763118,-0.854797885455694
1615,0.16836899144809547,0.27865496677133095,0.7021842909059217,0.7311266054172894,0.11028597532323547,0.02894231451136764,-0.20362033607626065,0.01712677195632415,-0.115275052748939,0.23387043499706175,-0.11233397268325326,1.3856830034996712,-0.5375071719388337,-0.7569745272219165,-0.5212014056846956,-0.93484766907459,-0.9112800090360241,-0.12963873847344118,-1.8596235662471372e-15,0.5851685988955284,0.3607273519372128,-0.6495024457673344
1616,0.14799470284587557,0.14874180179619734,0.8672077284816618,0.8742981077217091,0.0007470989503217673,0.007090379240047295,-0.19032846373957862,0.023907739660001613,-0.2421585532873294,0.12354863745758399,-0.06594968513594289,0.8474548626993692,-0.3319443086817088,-0.0869439876730548,-0.06623718150424396,-0.9863350724725011,-0.886112299359384,-0.3091210698067501,-1.1102230246251565e-15,0.45989493887411115,1.3607467176193957,-0.25578742292464274
1617,0.14799470284587568,0.14874180179619723,0.8672077284816618,0.8742981077217091,0.0007470989503215453,0.007090379240047295,-0.19032846373957868,0.02390773966000146,-0.24215855328732894,0.12354863745758397,-0.06594968513594285,0.8474548626993704,-0.33194430868170954,-0.08694398767305533,-0.06623718150424612,-0.9863350724725001,-0.886112299359384,-0.30912106980674847,2.220446049250313e-16,0.4598949388741119,1.3607467176193944,-0.25578742292464346
1618,0.21459491677386566,0.22701891605376023,0.7047462420545039,0.7992647423310826,0.012423999279894571,0.09451850027657871,-0.21888265363817427,0.17022313807447087,-0.1758407107326595,0.16583728454250224,-0.1197168515305462,1.6379847433828552,-0.9673570776193012,-0.39086157141919114,0.5839092089858161,-0.5472866804068028,-1.0723265049646942,-0.11158171508800112,1.1657341758564144e-15,-0.005339116853718684,0.544359709651344,-0.4347862033752381
1619,0.1342528733442464,0.17718916565599552,0.41957879080196026,0.6005980699396357,0.042936292311749114,0.18101927913767546,-0.2311552848971492,0.08906915221411262,-0.09208054725660696,0.14484752448084692,-0.026336964433867988,1.2890369901740848,-0.5271499368332837,-0.5301506880996297,-0.8232587381756405,-1.5212716190212348,-1.6274902289836901,0.2890852893145278,3.4416913763379853e-15,0.8692159070922967,0.48595104884227547,-0.7810575455589719
1620,0.16478074323953185,0.19059268391773931,0.5332277715301463,0.695954677913481,0.025811940678207468,0.16272690638333465,-0.24927173542594605,0.10027865928557309,-0.0990975278712986,0.09681080026569344,0.061134740096593844,1.3122675282558809,-0.47580203267577276,-0.44822717390224903,-0.21929259256209477,-0.7443363847812167,-0.5642953918540049,-0.32129412015089037,2.4424906541753444e-15,0.18605107534483067,1.0219818259611557,-0.48874979835780613
1621,0.376505730508247,0.37971018153849,0.6134380022546355,0.792842070710898,0.0032044510302430274,0.17940406845626244,-0.09970659710931559,0.21818026851666245,-0.45358753185103173,0.2550278959766975,0.06914028697681183,1.8651631189055289,-1.1401732932776194,-0.2362132078984335,0.42217090044548033,-1.5476196965488376,-1.568235290222469,-0.002092865951927328,4.440892098500626e-16,-0.15572510837645917,1.659525389926086,-0.49475721825667296
1622,0.10947502640245454,0.22725791489294422,0.7534092939976024,0.7810228185977037,0.11778288849048968,0.027613524600101358,-0.25035084069090674,-0.30757987155324107,0.005112018332858043,0.1088820101380531,-0.20447389514744255,1.9815289779585459,-0.9494186339340567,-0.7730573427874958,-0.6406754325144604,-1.0723454847553653,-1.497837761734712,0.18055899590887917,0.0,1.1200530562731843,0.40752410582710596,-0.7837650764724753
1623,0.1255553220525938,0.15360197918626406,0.5416788599475564,0.6216267506754357,0.028046657133670272,0.07994789072787933,-0.28640335008810147,0.019039144816874822,-0.02975265165335577,0.16466550777310626,-0.19344929435294325,1.5711309858621736,-0.9271322393543192,-0.45999283926395085,-0.3996449409638551,-0.9799112749684962,-0.535963271041137,-0.40681537900787457,0.0,0.12918772328994066,0.9090515655302825,-0.4047350244429726
1624,0.14626001788752552,0.1633901148630037,0.3561767848121101,0.5554278389431864,0.017130096975478182,0.19925105413107624,-0.21472489254468208,0.06719961020148071,-0.13783310961003384,0.08587815550152512,0.06949169583131928,1.1945834267067033,-0.38573494094207156,-0.4085402551153169,-1.2721908205267525,-2.2462672353434683,-2.4217430176886547,0.739935243657785,-1.432187701766452e-14,1.3327774300989428,0.5319271827385661,-0.9407685304151574
1625,0.13659232752970785,0.1591841482723928,0.4571687961733978,0.6273714667803666,0.022591820742684954,0.1702026706069688,-0.299423274496052,-0.03656011748468273,-0.09520940709316283,-0.034043473742948235,0.11719170536349223,1.2015958086429612,-0.21681967445507694,-0.44077149377717856,-1.1182682242362065,-1.7145629490882361,-2.097743477125751,0.5261928454809031,-3.552713678800501e-15,1.2894435218451763,0.5998047071945692,-0.8988847623761416
1626,0.13450310413066502,0.1571984194866729,0.6596590790911196,0.7398111747482438,0.022695315356007884,0.08015209565712411,-0.21628518363410332,0.036250007905460624,-0.05531397484572492,0.17226940181185296,-0.1782043496836892,1.403420145503852,-0.8123555475956787,-0.4231791075191404,-0.3410171158240549,-0.8967803410906706,-0.5431050011376044,-0.4397589084103869,-5.551115123125783e-17,0.0713337134066272,1.0928050336049038,-0.41104601501583327
1627,0.14938919797984596,0.14949703860732555,0.6537824845969435,0.6751831561835151,0.000107840627479594,0.02140067158657155,-0.3175442688441851,0.07958837499979929,-0.2196016529524772,0.1253886504214428,-0.1842184431206856,1.2979813792220354,-0.8568658669041279,-0.03378773364665421,0.5299284632453077,-1.2555219006256553,-1.811275350048481,0.21144783673616888,-1.3322676295501878e-15,0.16454274950411646,0.6695682374308586,-0.19899798752911407
1628,0.3575666016864313,0.35844359229693534,0.7783518572720283,0.9863847708359177,0.0008769906105040581,0.20803291356388942,0.013942202927055503,0.06425575880075599,-0.6173374403882178,0.17867612166569966,0.03956732029736202,1.577888724035352,-0.8296700494600604,-0.12736097125041296,0.43117923594600827,-0.6733821681322739,-0.8976304666039867,-0.3418818622456408,2.498001805406602e-16,-0.3331915353528092,1.259671749927135,-0.5870451723102463
1629,0.2219575795126597,0.22212950719199154,0.6655781187262115,0.7726856789224618,0.00017192767933182918,0.10710756019625023,-0.29180700464954534,0.14990627934545442,-0.2870492679550357,0.13477936388737805,-0.07075472027565533,1.453448030781492,-0.8754480211100719,-0.048404783247834565,0.3550630501135428,-1.2254024509395176,-1.3770389922642587,0.002370020653562427,-2.220446049250313e-16,-0.008135955435964098,1.1598991788493587,-0.394665873110092
1630,0.10479851130539641,0.1489634804459371,0.8534451640696811,0.8832311010585887,0.04416496914054069,0.029785936988907635,-0.17832971336993664,-0.21221491464243075,0.03370992931501044,0.1340204668575437,0.03865512374982247,1.4566194583514118,-0.5972960380371318,-0.5367284469134538,0.2838970970123692,-0.6413094948092499,-0.001131414514918494,-0.7169941460104128,2.220446049250313e-16,0.12757747750672901,1.0841033358445455,-0.2928163227655108
1631,0.10837678433333142,0.11675873367996015,0.5812425454950241,0.7020146634693052,0.008381949346628725,0.12077211797428111,-0.37651129314299514,-0.14542011304567995,-0.16972862276543024,-0.03680393265065456,0.02738283189414248,1.3316563642970145,-0.3885957891878513,-0.27343444691140745,-0.8153064292005474,-1.3506176528298521,-1.745310363763931,0.28605808272720135,-2.4147350785597155e-15,0.9255595592663529,0.9314846324015014,-0.7992478934299379
1632,0.21017652472751958,0.25400201180956494,0.4995944214231237,0.6527745663752198,0.04382548708204537,0.1531801449520961,-0.17310734334421757,0.2532993641342851,-0.07536984686512178,0.23691505011023045,0.05312709734659915,1.759183039783914,-0.9607391814315609,-0.6446374777812426,-0.2322837099122554,-0.8270885180984711,-0.3072961157306066,-0.541404018027468,-2.942091015256665e-15,-0.0036570136427995226,0.9825216608330688,-0.5066227622297705
1633,0.14908349495917617,0.14919100034384913,0.5423454566787065,0.6737007163395325,0.00010750538467296789,0.13135525966082606,-0.3213026309348851,-0.08006062516896398,-0.28398785105481283,0.01818782777085632,0.03337059053536834,1.12066540215457,-0.42905987793307643,0.03815095949487349,-0.9046774431767801,-1.7078346577693848,-1.8229830120330712,0.3494400011701007,-2.220446049250313e-16,0.8436040167787847,1.1640646500703242,-0.8377850725404393
1634,0.33083763847594905,0.33226513456898565,0.665944177654171,0.8081005892261789,0.0014274960930366065,0.14215641157200787,-0.21501288045568875,0.13084952648133868,-0.31462915053502194,0.22107885866026325,0.1663449148082667,1.6446139826080974,-0.9261941554247145,-0.14289180851203456,-0.02581586824659654,-0.9523593400442241,-0.4684913178676953,-0.525924372300626,4.218847493575595e-15,0.15029990320657524,1.433443258523578,-0.460440428986507
1635,0.20251742831839814,0.21537720525997528,0.6836946240165136,0.7279128478292134,0.012859776941577139,0.0442182238126998,-0.26960267812412414,0.22268248578909802,-0.1185331400386136,0.20747818111768526,-0.10785540820296104,1.7062036438244987,-1.0844578026118654,-0.38572112387530416,1.612101048332215,-0.06199838950100112,-2.0143287398324583,0.5055240475409712,6.8833827526759706e-15,0.21616198913768225,-0.350690551347403,-0.2933593741979752
1636,0.12396089636428576,0.12605567095889947,0.8605186071642141,0.8626885418580608,0.002094774594613713,0.0021699346938466313,-0.24404473637950658,-0.02254898126963624,-0.15504344232470602,0.0982158826204054,0.005627437369146162,0.8783998361390569,-0.27793249736765024,-0.13447882805531164,-0.014342801068891298,-0.986259421188148,-0.9137322850256456,-0.3326390976425413,-2.7755575615628914e-17,0.3648750916500475,1.6527043887189508,-0.14090148559562604
1637,0.1524288333809769,0.1576022814664073,0.763584898764951,0.8816746478246922,0.00517344808543041,0.11808974905974123,-0.2729652609988034,0.06787739760646311,-0.12115863145829507,0.14474722895359085,-0.09156698548493421,1.3864037421965265,-0.7934718498309961,-0.23337164762284948,0.06882614632240813,-0.7041630526239375,-0.21290235091777246,-0.6452208064401598,-8.326672684688674e-17,-0.09194291339917515,1.207487546519849,-0.4770677412842189
1638,0.17769909407174056,0.17785140441302605,0.7923094811289079,0.8375388684076741,0.0001523103412854887,0.04522938727876624,-0.2714464216374221,0.0168199445454717,-0.26229979357656313,0.12513577220801989,0.034820942498002716,1.0794361474061338,-0.5206300573883389,0.0418595665690787,-0.07711376642375956,-1.0842055743019618,-0.8160546514826551,-0.3461033669962593,1.9984014443252818e-15,0.3550292843231687,1.51196782421199,-0.3172670715087453
1639,0.19188670999928148,0.19599642103331139,0.7250820771258084,0.8031601696242752,0.004109711034029906,0.07807809249846676,-0.1912627750363831,0.08023898127984412,-0.26856003881823276,0.13242074353481836,-0.12987373626624993,1.3139039315645207,-0.7186389447438064,-0.21595262678875565,0.29257363399034053,-1.1110861692235185,-1.3167675000417567,-0.03473717927051173,-4.440892098500626e-16,0.058808620025085356,0.9846319937144918,-0.36605180070371
1640,0.14698219497118292,0.15361792570217847,0.48696345659660656,0.6841446880419138,0.006635730730995548,0.1971812314453072,-0.28411660184201226,0.07498179982477321,-0.15847839098228586,0.11415090208150855,-0.06726969087371004,1.291935825462692,-0.6333696384242833,-0.24541251908390055,-0.21337558895410047,-0.7647748203418757,-0.5706321543050416,-0.3438116034199548,-7.771561172376096e-16,0.15620431849120975,0.969321366371349,-0.5144277115199272
1641,0.125555322052594,0.15360197918626395,0.5416788599475564,0.6216267506754356,0.02804665713366994,0.07994789072787922,-0.28640335008810247,0.01903914481687523,-0.02975265165335568,0.1646655077731067,-0.19344929435294306,1.5711309858621734,-0.9271322393543182,-0.45999283926395085,-0.39964494096385583,-0.9799112749684985,-0.53596327104114,-0.40681537900787396,2.7755575615628914e-16,0.12918772328993933,0.9090515655302875,-0.4047350244429724
1642,0.12046557712680894,0.13459509204327347,0.5160235131446448,0.6766934157664962,0.014129514916464525,0.16066990262185143,-0.3409765768083121,-0.05804143152049928,-0.10251060185616834,0.018404714570141225,0.020888452087586957,1.3631195980280322,-0.47571149240689425,-0.3340885377684543,-0.26883341661298854,-0.818319767097853,-0.6857048818538938,-0.2564415072025405,1.6653345369377348e-16,0.18826773757190018,1.0950272777168797,-0.4835543624674786
1643,0.13134576006232146,0.14009112129982793,0.34776782166375286,0.5630987573109363,0.008745361237506466,0.21533093564718342,-0.33798713334809183,0.05100191760456413,-0.1288397740223136,0.08228363615685286,-0.060528609648910714,1.389735610793465,-0.6641076747588125,-0.27730652448739984,-0.24917959591147132,-0.8271871411175373,-0.574072976774389,-0.29168549863605125,-6.522560269672795e-16,0.1881142050249147,0.8071487652733134,-0.5077922320787708
1644,0.08426972781206865,0.12080221181396511,0.4864368357006985,0.6606357413400962,0.03653248400189646,0.17419890563939766,-0.38265199433583885,-0.12455038974920252,-0.06741721359036221,-0.012050321211270441,-0.08484843723366917,1.4271853690964926,-0.4905226073654261,-0.4871178288163525,-1.0019559219233518,-1.4848138909123205,-1.9283904546156252,0.4557301411252245,4.440892098500626e-16,1.2394246093685664,0.39559318430850504,-0.913381933109531
1645,0.1970121011497289,0.19740333078422267,0.7164205098023668,0.7888908168943596,0.0003912296344937838,0.07247030709199276,-0.2283850138681608,0.08618000527261785,-0.33507709988577566,0.11752099081973756,-0.06594599828605312,1.1396265304823903,-0.66052284778176,0.07376232768151268,0.34959776876804305,-1.3048834459008793,-1.4253124743872396,0.03787653231717968,5.995204332975845e-15,0.05920812477415449,1.077968499774545,-0.360595170005725
1646,0.15434452393819165,0.17289716377595787,0.47821909894177583,0.6106847311648695,0.018552639837766227,0.1324656322230937,-0.319383190290212,0.15303768036367832,-0.040074726020350684,0.14580485323996203,-0.05850381968101535,1.6122941596808968,-0.8908275396747529,-0.4197822521679889,-0.29503648721989384,-0.8847295372094646,-0.3792712133370538,-0.47281647463731064,-5.551115123125783e-16,0.04512859819081491,0.9609383131401297,-0.4711055039422099
1647,0.13449713514780204,0.17384841857910582,0.5640465128278183,0.6504541739947451,0.039351283431303785,0.08640766116692689,-0.24432440311270476,0.10326178959204255,-0.011265170737161441,0.17560762842048266,-0.12988179349991735,1.4781369492689898,-0.7984760964714591,-0.5328804604299537,-0.3521990811293364,-0.9311672987285496,-0.47917398659083493,-0.4545860074321887,4.371503159461554e-16,0.1001464730380599,0.9244807001379074,-0.4185972399332692
1648,0.23390341216864907,0.2621383866534629,0.6274148876457962,0.687778873437713,0.028234974484813824,0.06036398579191682,-0.08790167976364133,0.18416873872513725,-0.29167089433586385,0.3129773910876184,0.02478313604036346,1.7610452484467762,-0.9980693980634667,-0.5456504788745712,0.49147467161014313,-1.6414433542170834,-2.0902298513062214,0.1552241065650916,-3.3306690738754696e-16,0.009498696795745193,1.0867160475275721,-0.3245220286142013
1649,0.16039934862641247,0.162897810318528,0.7163375938171732,0.7307458251904746,0.002498461692115539,0.014408231373301383,-0.18959974383366218,0.07556172376034785,-0.31774460385303605,0.10451421483847709,-0.07243450651468258,0.7997362228684802,-0.49250426234437344,0.2084441738236172,-0.21467331271690915,-2.542079580130916,-2.633699133890388,0.7098229736788605,2.0816681711721685e-16,0.8020967786317511,0.7294881680129979,-0.593230013606496
1650,0.10388774436359849,0.17759444686781667,0.5281520986190736,0.6789487162645342,0.07370670250421818,0.1507966176454606,-0.3408685958820319,-0.10717138418691297,0.028407808037077258,-0.15150741864845307,0.10719481594924024,1.1840318342642733,-0.02812676754528548,-0.6494163142232352,-1.0555887285640766,-1.480540177097554,-2.0462661345194424,0.5082992689046575,-9.992007221626409e-16,1.4237648960349831,0.3542816056222479,-0.9319871640724882
1651,0.2493262138487583,0.2768212020722084,0.5828900973165854,0.7099129293765063,0.02749498822345009,0.12702283205992093,-0.2146294435004087,0.10762017342776961,-0.0651184600049271,0.11910994164108582,0.18640646228667476,1.6883149706145353,-0.7329767156313297,-0.5415272840364536,-0.28149032919946937,-0.9353339570991771,-0.46620775662030906,-0.4163366515665872,2.220446049250313e-16,0.05732842768540766,1.2783259276088592,-0.4830551811680826
1652,0.13450310413066457,0.1571984194866728,0.6596590790911196,0.7398111747482436,0.022695315356008217,0.080152095657124,-0.2162851836341022,0.036250007905460124,-0.05531397484572462,0.17226940181185296,-0.1782043496836888,1.4034201455038515,-0.8123555475956786,-0.4231791075191407,-0.34101711582405525,-0.8967803410906741,-0.543105001137607,-0.4397589084103868,-2.636779683484747e-16,0.07133371340662847,1.0928050336049067,-0.4110460150158308
1653,0.22110120904459074,0.2220585782494885,0.8815578495965652,0.8870374913540556,0.0009573692048977511,0.005479641757490383,-0.1381304388816923,0.04632560783267886,-0.3465962651616338,0.17058672587239823,0.078339234379329,1.0752099826123875,-0.4342782410103345,-0.1149273902769035,-0.026882931921462794,-1.1631633463643334,-0.8019257893908979,-0.3027739114850945,-2.220446049250313e-16,0.7279633195699546,1.2352029681526775,-0.2104945127622894
1654,0.10104648808876238,0.2009913068230179,0.7628525194183619,0.7764586587509004,0.09994481873425554,0.013606139332538514,-0.20473524684652422,-0.04988533956409872,0.0807511685114205,0.13011801713473561,-0.16935362087875733,1.175983953723653,-0.3976945441935726,-0.6731609719009298,-0.53050593328435,-0.9895368420641306,-1.0275697806428323,-0.13244471216166503,9.71445146547012e-16,0.8093846339664321,0.6842951940912141,-0.5178445645556478
1655,0.17433708579621643,0.2124263298576219,0.8855672953520962,0.8924994769353597,0.03808924406140546,0.006932181583263475,-0.04488265180583251,-0.0803707475872023,-0.10789933096584342,0.2165864548813345,-0.2620865940086186,1.0918027851817846,-0.5563234063890219,-0.49661819442582283,0.16951717243049885,-0.4473363000067817,-0.173363733010802,-0.6474276264806827,-3.3306690738754696e-16,0.24308876658939016,0.6589556148299409,-0.3803613516945684
1656,0.1892460551211419,0.34945774687619224,0.743378611134982,0.8340788250030886,0.16021169175505034,0.09070021386810656,-0.2124780729979363,-0.34987330904642694,-0.29827886326286196,0.35274170658678605,-0.22163742359332606,1.652789370607343,-0.6930700878314019,-0.836159297210335,-0.6672341381681557,0.34329182342125786,-5.678950213483422,5.237037552292851,1.3322676295501878e-15,1.3505443654410034,-1.2011297661694305,-3.2749170962356664
1657,0.21668520815650028,0.2210865349936847,0.8019937856438024,0.829786036319829,0.004401326837184416,0.02779225067602653,-0.22624506838520775,0.03179699090915239,-0.1952880235020889,0.1378496470802295,0.15928427090031883,1.2269605297132364,-0.47978803370681733,-0.20866986737396687,-0.05724507597196077,-1.068819055849894,-0.8716016314358341,-0.3226380056578108,-6.661338147750939e-16,0.4086119655195616,1.6039382571878422,-0.24984520403200886
1658,0.17653258095029312,0.18332033768329103,0.7243617341187647,0.7593600655555347,0.006787756732997918,0.03499833143677,-0.16159145292582167,0.00967526730147987,-0.13999744800937414,0.1520730311234244,-0.2736116937611032,1.347219747577321,-0.9383119283107292,-0.2587252060102716,0.5731766589427196,-0.47823421919504516,-1.136059850525738,-0.026830076302273395,2.220446049250313e-16,0.16097756376840433,0.2721785727162762,-0.28341085079345013
1659,0.20824146983237102,0.21968349162585743,0.4705812432497407,0.6425041365853607,0.011442021793486412,0.17192289333561994,-0.2839795027348416,-0.05195194528688892,-0.172771249936908,0.012921793813697284,0.1928357890351571,1.4088698070005985,-0.39781278055519437,-0.3327844309847232,-0.2785705032225604,-0.905345233697535,-0.7698754190117282,-0.18825463129154055,2.9976021664879227e-15,0.25012550897520586,1.177359091416132,-0.470084715765082
1660,0.16478074323953174,0.19059268391773931,0.5332277715301466,0.6959546779134809,0.02581194067820758,0.1627269063833343,-0.24927173542594683,0.10027865928557197,-0.09909752787129895,0.09681080026569278,0.06113474009659392,1.3122675282558824,-0.4758020326757737,-0.44822717390224853,-0.2192925925620941,-0.7443363847812179,-0.5642953918540056,-0.3212941201508894,3.3306690738754696e-16,0.18605107534482979,1.0219818259611555,-0.4887497983578083
1661,0.13178856873570755,0.17941244869813133,0.8574462837267035,0.8574494614357153,0.04762387996242379,3.177709011814578e-06,-0.2118253993333474,0.035597478139462346,0.022451245002905993,-0.01689624134240112,0.029011147613518664,0.6722195011971374,0.17548386151476392,-0.5106428813163307,0.0893294724591398,-0.8758054387557705,-0.7080045237310649,-0.42964744750039774,4.440892098500626e-15,0.3180810754680391,1.7745810992959445,-0.0066451264080804595
1662,0.11133888832526373,0.2138401582725895,0.5143869082654584,0.5856725202093547,0.10250126994732578,0.07128561194389627,-0.23829592132404345,0.06245120107197981,0.1132225707463313,0.012703814567558293,0.08836925404542417,1.3990173857038506,-0.38701042706796934,-0.7788659652655536,-0.38939338299793824,-0.965884334958425,-0.47813865853491244,-0.41388115946572146,5.551115123125783e-17,0.1863986095617597,0.8607878105386562,-0.4027933153658817
1663,0.14599120746835104,0.16499865486504994,0.8173907683315126,0.8808193332802522,0.019007447396698907,0.06342856494873961,-0.15577383003395473,0.030537011403669656,-0.09883898545613266,0.16589922610006128,-0.17252637802752385,1.2559344921705053,-0.6775808688853744,-0.3994126413732659,0.10354577722363117,-0.5875828048145901,-0.17657638819396493,-0.6748527794233574,5.551115123125783e-17,-0.04117040447539527,1.0580497780855387,-0.39005946173444417
1664,0.11331960094484728,0.12926085358044537,0.4356041535157916,0.6425288550525059,0.01594125263559809,0.20692470153671427,-0.35965461794985465,-0.12464094749870133,-0.16467126571321372,0.07294735343709385,-0.20288396518431226,1.5375744091434858,-0.7936075011986772,-0.34924919974003454,-1.054704208859672,-1.6744488808188462,-2.0270017031024588,0.5325872132728274,-1.3322676295501878e-15,1.1456068216370725,0.47030637350806176,-0.938275228321066
1665,0.151550982138834,0.18096584952987615,0.8028755322039498,0.8651426413165557,0.029414867391042154,0.06226710911260591,-0.2156362786118472,-0.1437384440807487,0.04616231585769295,0.10014100250488304,0.19347259664175057,1.4076583043050481,-0.4974677128881705,-0.48011777892866236,0.34897597757146187,-0.6156592325443286,0.2617259636801577,-0.7860350086898841,-7.771561172376096e-16,0.06287268839259832,0.9174314387014468,-0.3798734968483028
