variant,cpd_dir_variant,cpd_dir_role,model,n,k_predictors,r2,adj_r2,cv_mse_pooled_loeo,design_rank,design_n_params,design_rank_deficient,zero_variance_terms,n_boot_degenerate_replicates_this_model,n_boot_replicates,r2_boot_ci_lo,r2_boot_ci_hi,baseline_model,delta_r2,delta_r2_boot_ci_lo,delta_r2_boot_ci_hi,cohens_f2,cv_mse_improvement_vs_baseline,cv_mse_rel_improvement
sens_ref_random,strict,parallel_reported,M0,150,7,0.13570554648668998,0.09309948187687889,0.008115368368208403,7,8,True,d_recall_Socket,10000,10000,0.06316748230405556,0.3306560355439999,,,,,,,
sens_ref_random,strict,parallel_reported,M1,150,8,0.14519705863343646,0.09669760096724844,0.008424910191871708,8,9,True,d_recall_Socket,10000,10000,0.10516578850814429,0.34028882333519794,M0,0.009491512146746484,1.8452717763572934e-05,0.10220903928245184,0.011103742965100838,-0.00030954182366330595,-0.03814267074750696
sens_ref_random,strict,parallel_reported,M0_sub,14,7,0.8726788154814462,0.7241374335431334,0.017040261561454016,7,8,True,d_recall_Socket,9815,10000,0.8541785517417894,1.0,,,,,,,
sens_ref_random,strict,parallel_reported,M2,14,8,0.9152090134715383,0.7795434350259995,0.056641174754345304,8,9,True,d_recall_Socket,9815,10000,0.9084476846828187,1.0,M0_sub,0.042530197990092056,0.0,0.10232865661629564,0.501588667986732,-0.03960091319289129,-2.323961580640914
sens_ref_random,lenient,primary,M0,150,7,0.13570554648668998,0.09309948187687889,0.008115368368208403,7,8,True,d_recall_Socket,10000,10000,0.06316748230405556,0.3306560355439999,,,,,,,
sens_ref_random,lenient,primary,M1,150,8,0.14519705863343646,0.09669760096724844,0.008424910191871708,8,9,True,d_recall_Socket,10000,10000,0.10516578850814429,0.34028882333519794,M0,0.009491512146746484,1.8452717763572934e-05,0.10220903928245184,0.011103742965100838,-0.00030954182366330595,-0.03814267074750696
sens_ref_random,lenient,primary,M0_sub,94,7,0.04816456294596194,-0.029310414488669112,0.011842310330670958,7,8,True,d_recall_Socket,10000,10000,0.021209852523462747,0.40352923464634105,,,,,,,
sens_ref_random,lenient,primary,M2,94,8,0.16325100087502042,0.08449815389855175,0.014253269704916418,8,9,True,d_recall_Socket,10000,10000,0.10485122384076073,0.5046619939211323,M0_sub,0.11508643792905848,0.02354099230912487,0.2974031929676404,0.13753997680237295,-0.00241095937424546,-0.20358859943073798
