replicate,r2_M0,r2_M1,r2_M0_sub,r2_M2,dr2_M1_vs_M0,dr2_M2_vs_M0sub,beta_M1_d_recall_Camera,beta_M1_d_recall_Light_T1,beta_M1_d_recall_Light_XM,beta_M1_d_recall_Sensor,beta_M1_d_recall_Socket,beta_M1_d_recall_l2,beta_M1_d_recall_max,beta_M1_cpd_y,beta_M2_d_recall_Camera,beta_M2_d_recall_Light_T1,beta_M2_d_recall_Light_XM,beta_M2_d_recall_Sensor,beta_M2_d_recall_Socket,beta_M2_d_recall_l2,beta_M2_d_recall_max,beta_M2_cpd_dir_lenient
2476,0.3237696745891414,0.32704941745330973,0.21017662543238713,0.26884103901151246,0.0032797428641683224,0.05866441357912533,-0.23942413200615936,0.14005978361763083,-0.27186208642133036,0.16456631059132962,0.15901111132536466,1.7075687232505008,-0.8976547131831359,-0.21172710057475275,-0.24196663342301572,-0.37813297418668,-0.1293584471916709,-0.3192449446384946,0.15864736196358553,0.3815805547198473,0.5526536565957576,-0.2663445274199528
2477,0.20811755138977817,0.22578310833552562,0.14659123530931017,0.2953825331687078,0.01766555694574745,0.1487912978593976,-0.0728861948451971,0.08766815853019187,-0.35099958983028745,0.2695496389074558,0.015120202504735964,1.5414527481590206,-0.7722116954982469,-0.4649780071198081,0.08209155268299478,-0.5664268200319791,-0.6244950689065905,-0.07145832361688695,-0.06487794588068642,-0.3266445324381054,0.7197337940511115,-0.47332488773300707
2478,0.19214553903723053,0.19427923235281852,0.2424732400930779,0.2737524898908189,0.0021336933155879922,0.03127924979774099,-0.2172144716756443,0.11321291921047522,-0.21728911018056082,0.047487566614818996,-0.22750898561166205,1.3615474344656484,-0.8201114072566653,-0.16656304833715405,-0.331921343262998,0.24929290681771452,0.19423428351284033,-0.5310157900318456,-0.5628003569459932,0.3047036241278015,0.10822682274996673,-0.19358053833369135
2479,0.1455776310080502,0.15808951727137266,0.23697520242696812,0.31356590058002676,0.012511886263322447,0.07659069815305863,-0.15058131031325517,-0.0412471388738751,-0.1045462355690661,0.1907680663925877,-0.17337768376350216,1.3051616494881717,-0.795076863487255,-0.3289855955297165,-0.26847800748834055,-0.22825542318446568,-0.014993084924310241,-0.31900481699108807,-0.3880890731945641,0.08885742246036847,0.4906661904878123,-0.2851692707250755
2480,0.3075593683814568,0.33326657486846745,0.362051908840623,0.3702177665427654,0.025707206487010636,0.008165857702142398,-0.32158066311666333,-0.1108918994771041,-0.4520193747559288,0.19482612207757583,0.27877711293753016,0.8580721549312434,-0.5646434871686933,0.7253063996104481,-0.470272981633672,-0.7455043013849766,0.3319319103999294,-0.5109538878967874,0.3107169526438761,0.4521214773828363,0.9515651257824704,-0.105333748689429
2481,0.2645288839357659,0.2690503260198934,0.20528502897035417,0.3284473596083557,0.004521442084127525,0.12316233063800153,-0.0039995354886755985,0.00994302898630356,-0.5303525318946101,0.20570766381495859,0.02598366294613207,1.5209900797017464,-0.7291474458748508,-0.2933988958430875,0.07660301974683537,-0.5122740685321437,-0.7631097797610735,0.06082309998115053,-0.10478992703989468,-0.334109935095369,0.6729227996546747,-0.4503748096688955
2482,0.16711237741467277,0.1705555093514627,0.2723179680814021,0.4223625994788527,0.0034431319367899116,0.1500446313974506,-0.27892758123313033,-0.12803353326451228,-0.2590311512462345,0.10676804534302947,-0.30059366238547935,1.4628186391591231,-0.9482139937484846,-0.18049323663583347,-0.4798776953310979,-0.7878280947180611,-0.14530140186417023,-0.581938164339864,-0.3186433926143353,0.031205837531755543,0.8858791454970192,-0.461431230290882
2483,0.13050719614756057,0.24084579721204846,0.22053637695958572,0.5106818887402785,0.1103386010644879,0.2901455117806928,-0.3413368278455846,-0.26704758009130297,-0.016425611616537154,0.14173936103614365,-0.2980216656912858,2.056172227821349,-1.1023729312166388,-0.7627265428332621,-0.5106583026509905,-0.6993201490523308,-0.2892218130508283,-0.2983041555694355,-0.5275723470132861,0.8037882444660465,-0.21604710037697883,-0.6140485929417321
2484,0.14698219497118292,0.15361792570217858,0.10321657145427654,0.17804701999034367,0.006635730730995659,0.07483044853606713,-0.2841166018420123,0.07498179982477321,-0.1584783909822864,0.1141509020815086,-0.06726969087371057,1.291935825462692,-0.6333696384242831,-0.24541251908390027,-0.31465728724249964,-0.25928792192141603,-0.12730862137150206,-0.23868105699792574,-0.16722591520717092,0.05701323891700277,0.5781857425890207,-0.2956072579944085
2485,0.14626001788752563,0.16339011486300403,0.09701400135679583,0.2810534100753439,0.017130096975478404,0.18403940871854807,-0.2147248925446808,0.06719961020148016,-0.1378331096100344,0.08587815550152562,0.06949169583131906,1.1945834267066993,-0.38573494094206956,-0.408540255115316,-0.3051055128725738,-0.5884211971771222,-0.31946390633064187,-0.4825004855136132,0.029719725772506488,-0.08218897032747502,0.8366454869735086,-0.5481482349486495
2486,0.16867702435533016,0.1840840642500563,0.16699990016719235,0.23033712247674532,0.015407039894726138,0.06333722230955297,-0.21490049262544475,0.06971592595944114,-0.09596521581279083,0.19042396356682673,-0.237883102223916,1.477070840347839,-0.97596668684565,-0.3724784442945536,-0.32744571196112854,-0.33619415488967525,-0.06436213828809167,-0.2675581871325946,-0.36287989528923903,0.2525288634712266,0.3329921277020108,-0.2659539419194077
2487,0.18409885356419664,0.20954103258495704,0.0891266575879015,0.21039420957364452,0.025442179020760403,0.12126755198574302,-0.21480548500428784,0.15475861886163866,-0.15608192661763443,0.17069880333814286,0.03467965256653633,1.5033341758802807,-0.710001698198075,-0.47236989492812437,-0.19526406861560053,-0.16872989722563522,-0.26529124350737193,-0.10211706461533494,0.0004698874649782655,0.2155106637163035,0.2711693017340531,-0.3860149540891378
2488,0.14698219497118292,0.15361792570217847,0.10321657145427643,0.17804701999034334,0.006635730730995548,0.07483044853606691,-0.2841166018420122,0.0749817998247736,-0.15847839098228578,0.11415090208150891,-0.06726969087371043,1.2919358254626907,-0.6333696384242826,-0.24541251908390077,-0.31465728724249964,-0.25928792192141703,-0.12730862137150198,-0.2386810569979258,-0.1672259152071715,0.05701323891700273,0.5781857425890213,-0.2956072579944087
2489,0.16478074323953185,0.19059268391773954,0.09951123495267722,0.21987676425939207,0.02581194067820769,0.12036552930671485,-0.2492717354259455,0.100278659285572,-0.09909752787129869,0.0968108002656925,0.06113474009659392,1.312267528255882,-0.47580203267577326,-0.4482271739022486,-0.25441825107697436,-0.1301323229215037,-0.21016135457347365,-0.13144694927405834,0.02270201959178399,0.13267074026945494,0.37488635397563663,-0.37850418160709837
