replicate,r2_M0,r2_M1,r2_M0_sub,r2_M2,dr2_M1_vs_M0,dr2_M2_vs_M0sub,beta_M1_d_recall_Camera,beta_M1_d_recall_Light_T1,beta_M1_d_recall_Light_XM,beta_M1_d_recall_Sensor,beta_M1_d_recall_Socket,beta_M1_d_recall_l2,beta_M1_d_recall_max,beta_M1_cpd_y,beta_M2_d_recall_Camera,beta_M2_d_recall_Light_T1,beta_M2_d_recall_Light_XM,beta_M2_d_recall_Sensor,beta_M2_d_recall_Socket,beta_M2_d_recall_l2,beta_M2_d_recall_max,beta_M2_cpd_dir_lenient
3807,0.27858718263788607,0.32536811701142654,0.17891796859036546,0.295382657219741,0.04678093437354047,0.11646468862937553,-0.03332266462584066,0.23854339230248678,-0.25916346339884744,0.35486217152087274,0.03465729455118899,2.074435241118034,-1.2422439459206371,-0.7481821206099071,0.05131283928527386,-0.24239756451149705,-0.5640140250873167,0.1794023988801974,-0.05303350394912415,0.4304929582394105,-0.1131027864345127,-0.37720216770775616
3808,0.17769909407174078,0.17785140441302605,0.1341488193126903,0.18889142952510285,0.00015231034128526666,0.05474261021241256,-0.27144642163742055,0.01681994454547489,-0.26229979357655714,0.1251357722080216,0.03482094249800355,1.079436147406132,-0.5206300573883379,0.041859566569071964,-0.33867486342184266,-0.21096375600346895,-0.10553269678269775,-0.19616539386943857,-0.08519206452471653,-0.11319287568430175,0.719290131659916,-0.2687933422545913
3809,0.2634608727505596,0.2729140631810504,0.1336378846740951,0.23158999923038615,0.009453190430490754,0.09795211455629105,-0.18587515801082577,0.1353766509217735,-0.2989865775524134,0.19036635406178715,0.06878810592755147,1.6049136667638177,-0.8009499254931964,-0.33647966641117455,-0.28896448153154314,-0.010930155937993624,-0.281910629226827,0.011439063073322951,-0.018825448244074353,0.33448613540440414,0.046158636485170046,-0.34421342179148523
3810,0.13586020298916912,0.15200197278244787,0.11680597012734095,0.23387994334306494,0.01614176979327875,0.11707397321572399,-0.20882499906259555,0.0251672197683932,-0.1401856027024777,0.1332903308242844,-0.14473751494471948,1.0838248968418158,-0.47294204682410984,-0.34659607113416213,-0.3015031812442303,-0.20657323934464256,-0.1954763487983793,-0.14192374826900328,-0.2604644427649935,-0.03925256925861159,0.4637161345586094,-0.38369165896282864
3811,0.18409885356419664,0.20954103258495704,0.08912665758790161,0.2103942095736444,0.025442179020760403,0.1212675519857428,-0.2148054850042827,0.15475861886164344,-0.15608192661763415,0.1706988033381478,0.03467965256653696,1.5033341758802772,-0.7100016981980838,-0.4723698949281208,-0.1952640686156,-0.1687298972256347,-0.26529124350737193,-0.10211706461533449,0.00046988746497839346,0.21551066371630306,0.2711693017340529,-0.3860149540891377
3812,0.13075828325624572,0.14690507965429012,0.299289365689001,0.4534124707181585,0.016146796398044394,0.1541231050291575,-0.27639761924481543,-0.3980923487384473,-0.17973549301605019,0.06707204955052888,0.00987445219619569,1.7697856660307787,-0.8067271341406137,-0.35044878649078903,-0.3252819194541954,-0.586291287948936,-0.1525877800745886,-0.39218766728134125,-0.1631392397854993,0.298958861659079,0.4828320097244574,-0.47692123076162646
3813,0.1797270872610397,0.22434488213318782,0.1594826096134504,0.28488353540892764,0.04461779487214812,0.12540092579547724,-0.18313736853132467,0.0905146572952017,-0.005293006892601593,0.12574549746601452,0.12069962326399417,1.3686106647877396,-0.49459600669680764,-0.5882059487847299,-0.3229799024501516,-0.09166157949808112,-0.19475259955603377,-0.1438608800589986,0.04047335323679627,0.02664687441545471,0.5055040196215201,-0.3778604261893579
3814,0.10259357347657327,0.12585906789314738,0.12176034133377345,0.26147993736499275,0.023265494416574106,0.1397195960312193,-0.26316096394162347,-0.004669808592263198,-0.06780224754303121,0.08718980374570254,-0.09959672299015639,1.0766782589895822,-0.38047566393450777,-0.38745023543104984,-0.34189701357983937,-0.26712255629293297,-0.16148939224758932,-0.23689070298946333,-0.2120267976000027,-0.09287280716985787,0.6067386038940864,-0.4264002291265244
3815,0.13669727313369318,0.13742820014900947,0.16041827058467495,0.22032052722632145,0.0007309270153162961,0.0599022566416465,-0.2614327861853538,-0.007273941621755618,-0.19960116085612395,0.12193266741895015,-0.07983880414172081,1.1330858672069974,-0.5920411480528585,-0.08375495123174323,-0.3107617655991688,-0.23811007664548778,-0.04624928903214816,-0.25929227904166285,-0.213240083875796,-0.006578723114271667,0.6196246788406032,-0.27128743810999123
3816,0.15083151665444938,0.151637585140876,0.30645289426154554,0.3728677450388066,0.0008060684864266143,0.06641485077726106,-0.2839162878425265,-0.01214128000809208,-0.27750334733401516,0.0847111851303581,-0.19931559459252474,1.1765365647062387,-0.7905928426910749,0.0944687494692399,-0.4043336791261372,-0.6404351659310191,0.1270638809863043,-0.6360757979607221,-0.12619175469046054,0.10047912887581595,1.0074163437718968,-0.2893474026387805
3817,0.14698219497118303,0.15361792570217858,0.10321657145427643,0.17804701999034345,0.006635730730995548,0.07483044853606702,-0.2841166018420125,0.07498179982477363,-0.15847839098228575,0.11415090208150902,-0.06726969087371029,1.2919358254626911,-0.6333696384242831,-0.24541251908390088,-0.31465728724249914,-0.2592879219214168,-0.12730862137150212,-0.23868105699792522,-0.16722591520717128,0.05701323891700266,0.5781857425890203,-0.2956072579944087
3818,0.13022861015690523,0.13172785067315962,0.13026587832265335,0.22572671127990018,0.0014992405162543854,0.09546083295724683,-0.2507374087976075,0.026367338566586997,-0.2036364420176007,0.0958018813810631,-0.06895485233237639,0.9975203104480115,-0.4316681760815382,-0.12023175129109433,-0.34085479067041236,-0.2865839978049359,-0.16611154777760287,-0.2618148011144556,-0.17337425227267173,-0.31182618059242684,0.8875190233252638,-0.3697553953181736
3819,0.27450756528598275,0.3050421201614072,0.20823871613058198,0.35445302476184526,0.030534554875424447,0.14621430863126328,0.008989398677458516,0.02999911817641998,-0.4694820437248451,0.26324333898561314,-0.018500818479594394,1.8520188006067273,-0.9327003534588791,-0.6070610818616212,0.05055510092436055,-0.44533500856721436,-0.7826118761126495,0.17480202034561745,-0.12708718421157386,0.23237661719820973,0.12273210922953993,-0.43435693212572657
3820,0.15949482264673231,0.15952985439755585,0.15398673686063646,0.19998154807812085,3.503175082353316e-05,0.04599481121748439,-0.24372310178409168,0.050956709410706624,-0.2488357792850125,0.10371466282548353,-0.17556007467893064,1.1597526253753807,-0.7253861412452595,-0.019720775483046328,-0.30558012867825324,-0.33017376905501017,-0.07035969005094224,-0.3178183933517258,-0.28341254533848736,-0.006260832814708989,0.6694484015029698,-0.23513240263503904
3821,0.2260183085841122,0.23178678730018443,0.11766329988780377,0.20939183653902782,0.005768478716072223,0.09172853665122405,-0.2091285125465503,0.10476036228850225,-0.2743950018069294,0.1521187392325869,0.08120478306931567,1.4206310693642525,-0.651574523171707,-0.25664260981049936,-0.25826394685216825,-0.16655802606226128,-0.259183517866838,-0.11881459096399329,0.02026128389743939,0.09428531787133732,0.4469940034941492,-0.33862861709430936
3822,0.15939676537566494,0.1620978507755012,0.3055209335878861,0.34519349072529715,0.002701085399836267,0.039672557137411024,-0.31770701428852166,-0.17171390114763171,-0.2600656411272165,0.08270749123839885,0.10624328942197622,1.100040825016603,-0.5110894721954864,0.1742450080606759,-0.2946179948961494,-0.6831447048840698,0.032031983855493024,-0.4580774374589194,0.08491601041686962,0.02959075873853026,1.0424012408580106,-0.23387433696624105
3823,0.12258586252355674,0.12542236433747622,0.2604112278459013,0.37129743867267506,0.0028365018139194786,0.11088621082677375,-0.35389577276697215,-0.3224538483365115,-0.20863737854859954,0.005149208303315653,0.1079804126086858,1.4871479722513752,-0.5394554573579646,-0.16272516305211404,-0.39712930651456235,-0.5295075199151889,-0.12894591693283985,-0.426944133102735,-0.05783118775459206,-0.028276519893687624,0.8774474835389414,-0.4299698110251456
3824,0.19810500420426613,0.23739946986549632,0.13430454966444627,0.3362242243029472,0.03929446566123018,0.2019196746385009,-0.11789914389861889,0.03262267576075226,-0.2648435564910081,0.15924365031057597,-0.07480570376299472,1.2968162252423183,-0.45135042896335054,-0.5677773958076171,-0.2776599115266372,-0.10272937417253872,-0.468452453959964,0.08661149363022964,-0.12892556426949398,0.439992433413383,-0.14350712402267818,-0.5408440493587646
3825,0.2339476931675305,0.23408767034343558,0.14397217672642848,0.1739226901567168,0.00013997717590508163,0.029950513430288317,-0.2201891468057679,0.10598803724861613,-0.357471742393319,0.08706641529987007,-0.10172733699044198,1.3598170527601725,-0.7490286946790146,-0.04512508165929431,-0.20053195426023745,0.034644521760916556,-0.1262840148933552,-0.3166507864996426,-0.34565500513683955,0.16617738551854833,0.2603366732159226,-0.19338462832297149
3826,0.30721383974216077,0.30815629992275606,0.16553129962403512,0.2696908317225597,0.0009424601805952948,0.10415953209852458,-0.015191252695369556,0.1437863714933333,-0.43012208424206866,0.2305577215269889,0.1018568102213805,1.3783825962479266,-0.7539093011918695,-0.13602821750623953,-0.02377146550968723,-0.69366003053372,-0.3720674160558025,-0.3281178988252879,0.0622911234088771,-0.32188596448279627,1.2401289122532373,-0.4078309529836965
3827,0.15949482264673254,0.15952985439755607,0.15398673686063657,0.19998154807812085,3.503175082353316e-05,0.04599481121748428,-0.24372310178409146,0.05095670941070725,-0.24883577928501227,0.10371466282548333,-0.17556007467893045,1.1597526253753807,-0.7253861412452597,-0.0197207754830461,-0.3055801286782531,-0.3301737690550101,-0.0703596900509417,-0.317818393351726,-0.28341254533848736,-0.006260832814709516,0.6694484015029698,-0.23513240263503882
3828,0.2260183085841122,0.23178678730018432,0.11766329988780388,0.20939183653902793,0.005768478716072112,0.09172853665122405,-0.20912851254655107,0.1047603622885023,-0.27439500180692855,0.15211873923258673,0.08120478306931556,1.4206310693642519,-0.6515745231717069,-0.256642609810499,-0.25826394685216864,-0.1665580260622614,-0.2591835178668386,-0.11881459096399338,0.02026128389743924,0.09428531787133729,0.44699400349414875,-0.33862861709430925
3829,0.19652107066266,0.19691855519888735,0.1303144404155404,0.17259890695534796,0.0003974845362273438,0.04228446653980755,-0.3121329883874104,0.07047811327620233,-0.2229496369950797,0.13251892527344222,0.0208233663299823,1.341236772866448,-0.7026391150065995,-0.06779708890691064,-0.31099882142922486,-0.1883201060320297,-0.07729713590648779,-0.21438699438563216,-0.0974625906642464,0.15989850482733947,0.4797581208343964,-0.22294098271755883
3830,0.31351673214293185,0.322170313029557,0.2346625661477184,0.3693077428860658,0.008653580886625156,0.13464517673834742,0.09180629839939286,-0.015783579740661177,-0.650514867463661,0.13789342147933997,-0.053826645395057125,1.6458278765806897,-0.7400477744119868,-0.373958886639348,0.04956495988257334,-0.5034748435788676,-0.8695773658741195,0.12987904253330557,-0.14023312236739519,0.023524679813726072,0.37702859601353095,-0.4554712108898527
3831,0.16973300265907354,0.1706682030225628,0.31320809990464415,0.34654987591456965,0.0009352003634892636,0.033341776009925495,-0.34666633606294345,-0.09076534441109112,-0.21259308798094284,0.10488845503551636,0.07792734834954818,1.241469929952538,-0.6473576367409529,0.10276002871871884,-0.23825307786667332,-0.7244765893887584,0.08724855081956792,-0.49672063474709705,0.11716342577383805,0.12015025234726306,1.0262513751005902,-0.20109238111441724
3832,0.1679239109249001,0.18424399929203583,0.10862260277255009,0.16386147583471466,0.01632008836713572,0.05523887306216457,-0.2810557864553691,0.15328243034589395,-0.0788061947819855,0.15476519471622197,-0.06450618910985825,1.5552670689636878,-0.8549176249526353,-0.4016412545140019,-0.29566308057767837,-0.21406268809308812,-0.09082464521350261,-0.22177856643213012,-0.18345414846730015,0.3496317192984353,0.3069335237632361,-0.24543684850062664
3833,0.1327896192777871,0.1332190998254028,0.20861833440647604,0.3317587722780426,0.00042948054761571264,0.12314043787156659,-0.2749505479039201,-0.009326370347562951,-0.28737291616993255,0.08446451594747974,-0.186347425659087,1.0603693857997665,-0.6682073532781243,0.07239574539129665,-0.40392909368853835,-0.8224383570061643,-0.14603850974859722,-0.6455958819382327,-0.19124654358123264,-0.36863389629531035,1.3896527261817138,-0.4535168549674505
3834,0.24388757140248984,0.24850851550202324,0.20950452133595665,0.2476521144685193,0.004620944099533397,0.03814759313256266,-0.3282785061376454,0.102962326452951,-0.37549145957645114,0.11125548087934077,-0.001358670812059093,1.2637184208954986,-0.7820673090446926,0.2715956576493142,-0.3650207283471609,-0.667453385699065,0.05131564755617689,-0.6076623158052346,0.012707237486703663,0.13943476018544654,1.1620777248297953,-0.22259142214648292
3835,0.12241195295006091,0.1958757054926109,0.20809785639067313,0.3982471516445797,0.07346375254255,0.19014929525390656,-0.07652711853704611,-0.14419664643740823,0.030658599046325084,0.2328068965263062,-0.17759178735763217,1.2997646590325849,-0.628177716156479,-0.6185891328436096,-0.19729841346226148,-0.30519191663932344,-0.14766569304627727,-0.11438326876000429,-0.3988363333930509,0.1972822945089152,0.1695603821035777,-0.47997004121941994
3836,0.22710265899799198,0.24420862716997194,0.17296578026153075,0.26845437812325723,0.017105968171979957,0.09548859786172648,-0.26615535686260383,0.017420417647826536,-0.13316407375814793,0.05459767542970634,0.1854919866261033,1.5315852366225124,-0.5417136675912985,-0.4044102264464294,-0.2316837043375668,-0.3426031785382949,-0.14348571238252206,-0.3081321521832488,0.17453534241768065,0.22715533962840728,0.6024158518626951,-0.33367294283293153
3837,0.18447350473483137,0.22889870890199748,0.10221814218320524,0.20903034795441822,0.04442520416716611,0.10681220577121298,-0.20499445018841422,0.17286385225077164,-0.03209645985300727,0.15103807926129298,0.07301390684038013,1.5483151402310922,-0.6914357664802114,-0.6113076442498417,-0.16907234999527854,-0.07755017904611765,-0.1796638763607894,-0.06760842035336026,0.04484046228428407,0.35733057038054694,0.10787417423217788,-0.3495893915393578
3838,0.16973300265907365,0.17066820302256314,0.31320809990464427,0.34654987591456965,0.0009352003634894857,0.033341776009925383,-0.3466663360629436,-0.09076534441109146,-0.21259308798094298,0.10488845503551554,0.0779273483495482,1.24146992995254,-0.6473576367409534,0.10276002871871845,-0.238253077866675,-0.7244765893887581,0.08724855081956809,-0.49672063474709616,0.1171634257738382,0.12015025234726516,1.0262513751005884,-0.20109238111441885
3839,0.1719725391098169,0.2727328736051756,0.24290596778738383,0.5058360875379374,0.1007603344953587,0.2629301197505536,-0.4052469120471851,-0.265714617659707,-0.06047347707709848,0.19028441207660007,-0.3899762941001445,2.172698057186065,-1.2860103633507216,-0.7527997067893518,-0.560131090987072,-0.755825909432281,-0.2858890587918095,-0.3110639598504352,-0.5792100951697332,0.7698370817622325,-0.22413514609713364,-0.5830083289026881
3840,0.21459491677386555,0.22701891605376023,0.12912388940233865,0.17442595421281926,0.012423999279894682,0.0453020648104806,-0.2188826536381745,0.17022313807447192,-0.175840710732658,0.16583728454250238,-0.11971685153054645,1.6379847433828552,-0.9673570776193016,-0.39086157141919076,-0.24651451571869526,-0.17856779176298715,-0.21218907252618713,-0.13115921020969903,-0.30089584618353205,0.3724587902900207,0.1375310163138936,-0.22331327627613956
3841,0.2516515169992495,0.28112824113322,0.1671271227864788,0.29647903865427494,0.02947672413397051,0.12935191586779615,-0.05873172856731956,0.11197636782545006,-0.3672144213621207,0.29054554605370125,0.007299821324678081,1.83320539527569,-0.9918887542279624,-0.5762899146065892,0.07055512993321572,-0.3846330296080681,-0.6528781017620133,0.1267759380294204,-0.07692444024108135,0.14838026686802555,0.19681837136863561,-0.40411567960928746
3842,0.30561313310025373,0.30581112074920525,0.16379005218123877,0.22756785717175876,0.00019798764895151422,0.06377780499051999,-0.19439440063944974,0.07060225921918482,-0.3446137052736751,0.20339884681075754,0.1807246652985375,1.4424309785560652,-0.7598716597020782,-0.052580865433778184,-0.31047542266028644,-0.07738513723360524,-0.19919962027442475,-0.0388338250553004,0.10432879292086676,0.18461733632525312,0.2739671942666621,-0.2794538124076154
3843,0.1797790958160036,0.22689291369086118,0.1378848826186777,0.3163363320869793,0.04711381787485758,0.1784514494683016,-0.11516186288622604,0.05969231301832102,-0.26705817130860754,0.31874073133238773,-0.03309363776871592,1.6194608496654042,-0.8543054968861811,-0.6043961070928977,0.08844582132077139,-0.512867731626142,-0.5946229674890745,-0.043281374026158975,-0.06538283639737989,-0.11660376855726495,0.4008165501957004,-0.506788952694412
3844,0.20148383321276353,0.21315951973301972,0.13299687311731268,0.29769684847394295,0.01167568652025619,0.16469997535663028,-0.1392718776058618,0.05063302490746053,-0.3153907360986115,0.1544166827008406,-0.005930884721801921,1.2214877904411914,-0.4521261330213253,-0.3530854867990417,-0.3366247675454853,-0.0926870309332469,-0.4005749992896218,0.023471301141254286,-0.07188896057245411,0.08850063094827415,0.24066931215577042,-0.5106153124633982
3845,0.13090433090025266,0.20258963562324628,0.1857107667956427,0.37531592726255614,0.07168530472299361,0.18960516046691345,-0.16787598796696068,-0.11809756775265395,0.004407526174021058,0.21396322175441262,-0.2461832836822014,1.4717768450950035,-0.7960407385782651,-0.6208133395376928,-0.2874924206320407,-0.33751607492346425,-0.14227920774957215,-0.14216476851287763,-0.40953794826292533,0.3424139707620647,0.05375362998798579,-0.4702829216704374
3846,0.33761940056913353,0.33960791482154684,0.16868172810071203,0.2676762674147791,0.0019885142524133093,0.0989945393140671,-0.0796100280945154,0.21467996620406243,-0.4156060546866523,0.259778644328056,0.08992441202371329,1.6428974597048935,-0.9876411563916294,-0.18315174198706297,-0.026124407212437722,-0.676471322724447,-0.3559752335546593,-0.32660099171158186,0.08542364620990905,-0.08144020867783391,1.0867645834881,-0.4018137374086529
3847,0.15949482264673231,0.15952985439755596,0.15398673686063657,0.19998154807812096,3.503175082364418e-05,0.04599481121748439,-0.2437231017840915,0.05095670941070707,-0.24883577928501194,0.10371466282548396,-0.17556007467893017,1.1597526253753818,-0.7253861412452598,-0.01972077548304694,-0.305580128678253,-0.3301737690550098,-0.07035969005094186,-0.31781839335172596,-0.28341254533848703,-0.00626083281471021,0.6694484015029704,-0.2351324026350391
3848,0.1603993486264127,0.162897810318528,0.17424663945453633,0.27550435154657926,0.002498461692115317,0.10125771209204293,-0.1895997438336633,0.0755617237603475,-0.31774460385303654,0.10451421483847666,-0.07243450651468335,0.7997362228684816,-0.4925042623443744,0.20844417382361757,-0.28933034607831953,-0.8090418326049666,-0.20589193602680822,-0.5856732247581589,-0.10360694452516264,-0.5735548213665959,1.5863267114948894,-0.43376282414286976
3849,0.13050719614756034,0.24084579721204835,0.22053637695958583,0.5106818887402785,0.110338601064488,0.2901455117806927,-0.3413368278455847,-0.2670475800913023,-0.016425611616536714,0.1417393610361436,-0.29802166569128563,2.056172227821348,-1.1023729312166393,-0.762726542833261,-0.5106583026509892,-0.6993201490523294,-0.2892218130508264,-0.2983041555694358,-0.5275723470132837,0.8037882444660478,-0.21604710037698086,-0.6140485929417318
3850,0.1788514661146149,0.19173968178428646,0.17459225720058313,0.22430135649833338,0.012888215669671577,0.04970909929775025,-0.1518870902234135,0.04139332623953951,-0.14332483665160944,0.15049504088430932,-0.24100269287865922,1.341044093732589,-0.8292046148732575,-0.35208681417370075,-0.27624909761381106,-0.19253450795779598,-0.10021111716950518,-0.18771611995173482,-0.4141599731895227,0.268617806795427,0.1719513417164926,-0.2335202305221607
3851,0.2219575795126595,0.22212950719199143,0.1129641978540935,0.14744916312359257,0.0001719276793319402,0.03448496526949907,-0.29180700464954523,0.14990627934545542,-0.2870492679550341,0.13477936388737893,-0.07075472027565485,1.4534480307814959,-0.875448021110075,-0.04840478324783651,-0.2660949836051425,-0.28075929307554603,-0.1473568441964297,-0.2528074808611354,-0.18551493875133487,0.17801336298588483,0.5182850113142163,-0.2010085050051872
3852,0.26263753888579455,0.27696202140312376,0.2444020257916808,0.3765699697722191,0.014324482517329207,0.13216794398053833,-0.18640711796704582,-0.26025691408765184,-0.055456208722273206,0.07279493913467532,0.44499007599972706,1.413020787859398,-0.3862994789227906,-0.35360004733541445,-0.26034931784837034,-0.3346387276801528,-0.07615455203499688,-0.15783693324746992,0.32014802238716333,-0.02628144252019854,0.6058926429101137,-0.41890773552579635
3853,0.23952026470971066,0.25384194303466034,0.13480552029155124,0.238482993004014,0.014321678324949683,0.10367747271246275,-0.23026212785492606,0.1653134173870639,-0.18451697094832228,0.1564455899336157,0.10581876909876756,1.6395009890666796,-0.7984642651259023,-0.3962554291834039,-0.20366074548297775,-0.37941501598953764,-0.1830660084497494,-0.32104633403647664,0.11869317746991653,0.24254211119580898,0.6123930378980991,-0.36537265893992965
3854,0.19198071228777547,0.2235143926205292,0.27983023457869827,0.400150767605852,0.03153368033275372,0.12032053302715373,0.0028190152319014228,-0.15002860483357186,-0.10289236657582104,0.2651490209010655,-0.2736141923487353,1.2854228907362146,-0.8332453536086732,-0.4658729922167111,-0.2883007373747274,-0.23632993315432713,-0.11095153892019652,-0.1568839571937908,-0.5572740614097574,0.19907883679152874,0.11919532382279399,-0.35821353091138464
3855,0.20828424749731278,0.23320670350489003,0.3855827378330905,0.41414821719314654,0.024922456007577254,0.028565479360056045,-0.2558771404824345,-0.22929043340606078,-0.47047727606669965,0.10759053542507735,0.1658624827214869,0.5085900816182103,-0.30725563162399594,0.7650224720008628,-0.5685993537486616,-0.8521227847150216,0.11635959602929685,-0.32806777538647597,0.23904343454605512,0.16193851424894803,1.1310961531157027,-0.2883513034957216
3856,0.13022861015690523,0.1317278506731594,0.13026587832265346,0.2257267112799004,0.0014992405162541633,0.09546083295724694,-0.25073740879760775,0.026367338566586587,-0.20363644201760053,0.09580188138106321,-0.06895485233237592,0.9975203104480145,-0.4316681760815395,-0.12023175129109524,-0.3408547906704129,-0.28658399780493643,-0.16611154777760292,-0.26181480111445576,-0.17337425227267175,-0.31182618059242584,0.8875190233252633,-0.3697553953181745
3857,0.27452706144603445,0.29348691142148087,0.24802779600170743,0.3798900365313269,0.01895984997544642,0.13186224052961948,-0.15107612316219315,-0.19464621486275047,-0.01768715339398219,0.11359191858029764,0.42980132562503337,1.4239828997232642,-0.4612891144632713,-0.40465195226841794,-0.2027167974661364,-0.3657054046991013,-0.04462384517556699,-0.12884426151075473,0.37148700262737383,0.05000428010789764,0.539209310392877,-0.4085455587675319
3858,0.17590251804397472,0.17935993738276113,0.16175382808128957,0.21449822025041365,0.003457419338786405,0.05274439216912408,-0.13142975722927863,0.04979238854930377,-0.3620376144230403,0.10904686127226217,-0.07098628944104274,0.6916357537850206,-0.41617642566080476,0.2398929603525951,-0.1404586296842234,-0.4247040845465534,-0.2758277239208308,-0.2281249832022187,-0.19324869044549797,-0.750860363164241,1.3033056822734326,-0.2939624733519099
3859,0.1534464793816147,0.2284645104251557,0.0811944038755612,0.23986059287718153,0.07501803104354099,0.15866618900162033,-0.1801122464332643,0.20374434520432994,-0.00021574628540221852,0.22206099970892854,0.00999185762854056,1.5799938956480102,-0.803460817696756,-0.7074348920542783,-0.06446444520965297,-0.06180487337001756,-0.229576781805525,-0.010601767923878389,0.028061447903046835,0.3201328651691623,-0.040936724237138525,-0.4482239375290178
3860,0.1948968950337875,0.19692886249945885,0.24290345731726404,0.3006656617823297,0.0020319674656713582,0.057762204465065636,-0.3012787811905092,-0.13306610289185988,-0.10576626679356774,0.0952147397860761,0.21521552567863944,1.345562142354277,-0.5504156689386398,-0.14082381564491228,-0.23624257318112235,-0.5563932202428842,0.0025614606154935327,-0.3783688384832251,0.16352709065940219,0.0822108040647992,0.8790555810499172,-0.2622354493110991
3861,0.30947455628294995,0.3100945523661799,0.31063714298331546,0.33033841493289995,0.0006199960832299345,0.019701271949584487,-0.4108588539538953,0.20865031336699782,-0.3316193972007182,0.12185473386969632,-0.04232032967878467,1.7084970335284664,-1.0994956697841765,0.11234658734027024,-0.5385969942949378,0.6097091478414489,0.355931029775794,-0.7406990732539489,-0.4334324538901827,0.6763985806560967,-0.1712515106298895,-0.15218256179605533
3862,0.18409885356419675,0.20954103258495715,0.08912665758790161,0.21039420957364452,0.025442179020760403,0.1212675519857429,-0.21480548500428331,0.15475861886164388,-0.1560819266176342,0.17069880333814724,0.034679652566537204,1.503334175880279,-0.7100016981980837,-0.4723698949281213,-0.19526406861560003,-0.16872989722563433,-0.2652912435073718,-0.10211706461533496,0.0004698874649788397,0.21551066371630173,0.27116930173405335,-0.38601495408913783
3863,0.1343180872488131,0.14854326369851556,0.21583569271284198,0.3518725069581764,0.014225176449702448,0.13603681424533443,-0.36485473336169194,-0.34989418152530505,-0.12623945038330014,-0.05712120174670707,0.219101185589959,1.5808610301655628,-0.40577540586368716,-0.34969691579202883,-0.3983303938773398,-0.4295234083149766,-0.16612462584884902,-0.3817337854358131,0.015499534980839835,-0.045976550424436685,0.8036220917530328,-0.4719883649829518
3864,0.1645446065682833,0.16461546240525238,0.17873149166774016,0.2475816925386365,7.085583696908593e-05,0.06885020087089633,-0.3386161981178224,-0.01158413315916873,-0.2430265605445279,0.05083957889250234,0.024494278209288012,1.2576517629699528,-0.5515508154661255,-0.028031246539139812,-0.35759934643879565,-0.5638619357606598,-0.08007544613720277,-0.4924576549165599,-0.00944065002903638,-0.02302449227230749,1.0655507296202367,-0.29514317372078414
3865,0.1451675533085709,0.14653127872067806,0.35856442598052085,0.40551435780079215,0.001363725412107164,0.046949931820271296,-0.2766209571080655,-0.06821701296351537,-0.13127736484490982,0.14729702124460803,-0.04088835118187663,1.3638400450257193,-0.8046235721258643,-0.12032646548894027,-0.18031105174585693,-0.687945002375779,0.12048697425888549,-0.542912479370312,0.03741731216998634,0.07790955583987427,1.003344415078534,-0.22988591146126763
3866,0.33175950837174706,0.3318596422669452,0.2086885837547795,0.30439374734874225,0.00010013389519814009,0.09570516359396275,0.04255355607182282,0.011014113592602438,-0.6368168099884897,0.17342222294255133,0.05271278453536546,1.386121938162941,-0.6989461416543395,-0.04562544793214707,0.03807407093396385,-0.41341923592787666,-0.7251971288418275,0.05776270670093585,-0.0983342635192704,-0.2242198934524754,0.624789474806772,-0.37888641092413006
3867,0.3592486731378237,0.36399812188689407,0.2734682931355087,0.338320324092075,0.004749448749070351,0.06485203095656633,-0.2148625426335426,0.210477304254759,-0.2590057249135299,0.2533593221331942,0.15445331730510886,1.8642052128238618,-1.1233141233942556,-0.27875746970196547,-0.4779867223305832,0.02167037600484556,-0.20698235361006267,-0.2017596529112719,-0.03016040999620743,0.3722394138363589,0.29317995645730227,-0.2729269046097034
3868,0.11864370045669448,0.13798361463747177,0.10988388256773496,0.24480739128611306,0.019339914180777296,0.1349235087183781,-0.2694513352430622,0.011274491614208335,-0.10993426044128861,0.11875238011143108,-0.1485850448323624,1.21549243132193,-0.5683408643084367,-0.36893937274855715,-0.3285504155936738,-0.3564627331735093,-0.18795440994025886,-0.2560243122651206,-0.2466315595163432,-0.05456753034651419,0.5723242149078277,-0.41705396884666074
3869,0.18579186429245642,0.18760147321656573,0.2415137762784848,0.2809988968555499,0.0018096089241093072,0.0394851205770651,-0.03414737102764209,-0.0626959833843469,-0.3188440629955989,0.028807150990717137,-0.32867841209335885,0.8382652201208786,-0.41962844967430785,-0.13381343269200494,-0.15239563150537436,-0.0857684934575779,-0.14228352161632293,-0.28599145319468,-0.49874817958222295,-0.19042849360160463,0.4306528247482332,-0.25781635423922955
3870,0.10937288076098717,0.2506304392856388,0.08178488753834157,0.3217816530503981,0.1412575585246516,0.2399967655120565,-0.27709936178827144,0.048689306347388314,0.12743547980650055,0.011927652799922084,-0.0562004772421168,0.9653750507612506,-0.06542531299467058,-0.7470040125608219,-0.1698158220685047,-0.2065099129570001,-0.20413358527832018,-0.10457877235711295,-0.11139251161845541,0.1548028622573656,0.1171965932921738,-0.5673767978593062
3871,0.2339476931675306,0.2340876703434357,0.14397217672642837,0.1739226901567169,0.00013997717590508163,0.02995051343028854,-0.2201891468057684,0.10598803724861619,-0.3574717423933187,0.08706641529987055,-0.10172733699044141,1.3598170527601734,-0.749028694679015,-0.04512508165929563,-0.2005319542602378,0.034644521760916674,-0.12628401489335495,-0.3166507864996431,-0.3456550051368399,0.16617738551854852,0.2603366732159228,-0.19338462832297176
