variant,cpd_dir_variant,cpd_dir_role,stat,boot_mean,boot_sd,ci_lo,ci_hi,n_finite,B,seed,n_degenerate_replicates_any_model,n_degenerate_replicates_by_model,md5
sens_ref_random,strict,parallel_reported,beta_M2_cpd_dir_strict,-1.397268197538399,3.105366965532932,-10.553310060320328,5.798843440012601,9815,10000,42,10000,M0=10000;M1=10000;M0_sub=9815;M2=9815,7ccef16eee0e737df8bab70a55b8b65e
sens_ref_random,lenient,primary,r2_M0,0.1695568954026785,0.06983832129702205,0.06316748230405556,0.3306560355439999,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,r2_M1,0.19236399744781388,0.06000530035775925,0.10516578850814429,0.34028882333519794,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,r2_M0_sub,0.13918213151932438,0.10091150521121402,0.021209852523462747,0.40352923464634105,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,r2_M2,0.2940425492484009,0.10220269813181367,0.10485122384076073,0.5046619939211323,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,dr2_M1_vs_M0,0.022807102045135388,0.027757486909647227,1.8452717763572934e-05,0.10220903928245184,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,dr2_M2_vs_M0sub,0.15486041772907655,0.07611757552276441,0.02354099230912487,0.2974031929676404,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_Camera,-0.6738573513122703,0.4496822727035974,-1.7459761624784662,-0.019483685550366496,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_Light_T1,-0.3894939958382871,0.3671054470048125,-1.2707163322842994,0.1932805000467525,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_Light_XM,-0.49083165306895055,0.4082643768197503,-1.4138752772832035,0.22052840209615834,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_Sensor,-0.22884444804613172,0.3114973288590462,-0.9352035883513022,0.35796801802417466,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_Socket,-2.355904100276307e-17,3.2327533951089915e-15,-4.440892098500626e-15,4.551914400963142e-15,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_l2,2.8802600173422763,1.3285885282867596,0.8275840791418646,6.086412913917286,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_d_recall_max,-1.1456231981418716,0.5713826987362584,-2.408694188678809,-0.10068362152078376,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M1_cpd_y,-0.46060064623551017,0.32441185036415904,-1.0011998665834776,0.23700710804244154,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_Camera,-0.3587150123605437,0.30795356808450397,-0.9272475963622462,0.33500376660297015,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_Light_T1,-0.3029541230418103,0.4160830211562558,-1.1708379699070466,0.21606754776344247,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_Light_XM,-0.22804307734970872,0.296170288647819,-0.9429353869054511,0.26536300161930304,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_Sensor,-0.2656782637607679,0.5334426831972044,-1.3929191798002416,0.44713705997953324,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_Socket,1.071308162623949e-17,1.1500393710779597e-15,-1.554398970649018e-15,1.7208456881689926e-15,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_l2,0.7389379193317087,0.9399676574006087,-0.9630496286790624,2.492968069461894,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_d_recall_max,-0.10989465069871114,0.5820325402040746,-1.2851849675964324,1.1144135835186928,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_ref_random,lenient,primary,beta_M2_cpd_dir_lenient,-0.45358235132793395,0.1123333804048766,-0.6442484954295126,-0.20149806057448635,10000,10000,42,10000,M0=10000;M1=10000;M0_sub=10000;M2=10000,12c61d6818300a91066db061775ff4f6
sens_recall_3model,strict,parallel_reported,r2_M0,0.18756172727857634,0.06771263238318444,0.10637389156417343,0.36731463915321705,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,r2_M1,0.19115656761408936,0.06866713001985665,0.10721342721456528,0.37406808039907746,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,r2_M0_sub,0.7160309866499894,0.1553432960805533,0.43702195063308624,0.9910512928930846,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,r2_M2,0.7880976446994861,0.10850057709864484,0.6087126192491279,1.0,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,dr2_M1_vs_M0,0.0035948403355130147,0.006276308195101284,3.870094693270154e-06,0.020544875097213925,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,dr2_M2_vs_M0sub,0.07206665804949651,0.06802630078696026,1.060868141111726e-05,0.19613596879192374,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_Camera,-0.01225407993293031,0.15260344044609642,-0.28508776119310864,0.3062609045855408,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_Light_T1,0.036074531252071294,0.1145748872439104,-0.1723145562959595,0.27307159095088285,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_Light_XM,-0.30791816136856204,0.15702788182364005,-0.7147071272108825,-0.07601902864527052,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_Sensor,0.08357434471711749,0.10228945072069612,-0.07394278633411573,0.3065215548933178,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_Socket,-0.16116173107021833,0.096664789829953,-0.3454532994862774,0.010609144054346105,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_l2,0.689760856437658,0.43087844315027585,-0.1628937783313706,1.4281520841461934,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_d_recall_max,-0.4045894126811874,0.28457415291802285,-0.9548542815247064,0.17233052364387644,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M1_cpd_y,0.07659729522433063,0.19474075049744652,-0.209160407467954,0.6017436216838559,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_Camera,-0.05394486796350977,1.6355509333290894,-0.9546610117786399,0.6887782062910773,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_Light_T1,-1.7015498723561773,8.49555935457237,-2.3412195853833,0.034876821065091275,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_Light_XM,-0.6282147496760144,2.471646193533668,-3.604791275585434,0.03236444562535216,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_Sensor,-0.36309019283417915,2.651642101083501,-1.9555288614087165,2.9537982321753584,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_Socket,0.21602895903996586,0.6232394330758206,-0.15355402609504074,2.2220963091304116,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_l2,-0.37277842454627397,2.9199644075902005,-1.76858167899899,0.32493288938577647,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_d_recall_max,2.4078389055777794,12.675781115384082,-4.350546778561014,4.452495781102854,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,strict,parallel_reported,beta_M2_cpd_dir_strict,-0.5028001680558651,3.1192808388472404,-2.43812980756404,1.6191276825930463,10000,10000,42,89,M0=0;M1=0;M0_sub=89;M2=89,588ce542665a5f110b088c4de86839cb
sens_recall_3model,lenient,primary,r2_M0,0.18756172727857634,0.06771263238318444,0.10637389156417343,0.36731463915321705,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,r2_M1,0.19115656761408936,0.06866713001985665,0.10721342721456528,0.37406808039907746,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,r2_M0_sub,0.22314847337626456,0.06719591625307367,0.1406538793301252,0.38245587830324457,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,r2_M2,0.25178145830495924,0.06986474962079423,0.1433142657491301,0.41950726528059656,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,dr2_M1_vs_M0,0.0035948403355130147,0.006276308195101284,3.870094693270154e-06,0.020544875097213925,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,dr2_M2_vs_M0sub,0.02863298492869461,0.02508413643715285,0.000694242250808298,0.0839648340626632,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_Camera,-0.01225407993293031,0.15260344044609642,-0.28508776119310864,0.3062609045855408,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_Light_T1,0.036074531252071294,0.1145748872439104,-0.1723145562959595,0.27307159095088285,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_Light_XM,-0.30791816136856204,0.15702788182364005,-0.7147071272108825,-0.07601902864527052,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_Sensor,0.08357434471711749,0.10228945072069612,-0.07394278633411573,0.3065215548933178,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_Socket,-0.16116173107021833,0.096664789829953,-0.3454532994862774,0.010609144054346105,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_l2,0.689760856437658,0.43087844315027585,-0.1628937783313706,1.4281520841461934,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_d_recall_max,-0.4045894126811874,0.28457415291802285,-0.9548542815247064,0.17233052364387644,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M1_cpd_y,0.07659729522433063,0.19474075049744652,-0.209160407467954,0.6017436216838559,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_Camera,-0.20415902877958936,0.09936618334885382,-0.362389983097656,0.054500025774156635,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_Light_T1,-0.1843276885460397,0.18084946899743892,-0.582049648882781,0.13154940810558202,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_Light_XM,-0.09775887735879632,0.20032353926274402,-0.5704278566094018,0.299424485732987,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_Sensor,-0.24543034639291172,0.2371160292472765,-0.7576573434690913,0.12697866960736298,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_Socket,-0.19262077921505488,0.12146501901252586,-0.41397196253361573,0.02680819797977773,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_l2,0.16687708380810384,0.2802984077634972,-0.34652149397258214,0.8130463723971153,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_d_recall_max,0.3333233303120972,0.2310154284590182,-0.11973324834801594,0.8072252488607676,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
sens_recall_3model,lenient,primary,beta_M2_cpd_dir_lenient,-0.20622419932548838,0.1038945582641822,-0.4206041839798845,-0.0374773562839156,10000,10000,42,0,M0=0;M1=0;M0_sub=0;M2=0,5bd8e3dae32a6d2667d81963fcc61ba0
