task,n_sources,source_envs,target_env,dv_gain_absolute,recall_src_iid_Camera,recall_tgt_Camera,d_recall_Camera,recall_src_iid_Light_T1,recall_tgt_Light_T1,d_recall_Light_T1,recall_src_iid_Light_XM,recall_tgt_Light_XM,d_recall_Light_XM,recall_src_iid_Sensor,recall_tgt_Sensor,d_recall_Sensor,recall_src_iid_Socket,recall_tgt_Socket,d_recall_Socket,d_recall_l2,d_recall_max,cpd_y,cpd_dir_strict,cpd_dir_lenient,n_ref,n_ref_dir_defined,per_ref_cpd_y,per_ref_cpd_dir,dir_included_rows,_diag_d_recall_max_abs,variant
g0_R3_R5_to_R7,2,R3;R5,R7,0.0487840283558413,0.9908673894912428,0.002512562814070352,0.9883548266771724,0.9636363636363636,0.9974747474747475,-0.03383838383838389,0.8907347714687164,0.0,0.8907347714687164,0.9220183486238532,0.06516290726817042,0.8568554413556828,0.995575221238938,1.0,-0.004424778761061954,1.5829148930969759,0.9883548266771724,1.6904891479232376,,,2,0,1.6932781717258474;1.687700124120628,nan;nan,|,0.9883548266771724,primary
g0_R3_R6_to_R7,2,R3;R6,R7,-0.154411856094083,0.9829545454545454,0.957286432160804,0.025668113293741412,0.7966101694915254,0.8333333333333334,-0.03672316384180796,0.6456329210566498,0.5888324873096447,0.05680043374700516,0.6698751691983758,0.7669172932330827,-0.09704212403470691,0.995575221238938,1.0,-0.004424778761061954,0.1211217758320622,0.05680043374700516,0.352963467752896,,0.46779215953845166,2,1,0.3740365916038068;0.3318903439019852,nan;0.46779215953845166,|Light_T1;Light_XM;Sensor,0.09704212403470691,primary
g0_R4_R5_to_R7,2,R4;R5,R7,-0.0052738025524959,0.9526778013016546,0.9221105527638191,0.030567248537835434,0.7909090909090909,0.027777777777777776,0.7631313131313131,0.9175979983319433,0.9035532994923858,0.014044698839557501,0.908256880733945,0.7167919799498746,0.1914649007840703,1.0,1.0,0.0,0.7875022663855918,0.7631313131313131,0.7385737445150912,,0.224923301681986,2,1,0.6112768576886914;0.8658706313414909,0.224923301681986;nan,Light_T1|,0.7631313131313131,primary
g0_R4_R6_to_R7,2,R4;R6,R7,-0.0493735244919729,0.9447649572649572,0.9673366834170855,-0.022571726152128213,0.6238828967642527,0.601010101010101,0.022872795754151687,0.6724961479198768,0.8121827411167513,-0.1396865931968745,0.6561137013084675,0.8320802005012531,-0.17596649919278562,1.0,1.0,0.0,0.2269563851584959,0.022872795754151687,0.2684031769499436,0.26870737979655973,0.26870737979655973,2,2,0.12304097861632227;0.4137653752835649,0.023877363007937937;0.5135373965851815,Light_T1|Light_T1;Light_XM;Sensor,0.17596649919278562,primary
g0_R5_R6_to_R7,2,R5;R6,R7,-0.1915756126449741,0.9829128440366972,0.9623115577889447,0.02060128624775248,0.760246533127889,0.6035353535353535,0.15671117959253555,0.6264577826154564,0.7385786802030457,-0.11212089758758936,0.7111595728681005,0.8822055137844611,-0.1710459409163606,1.0,1.0,0.0,0.2584774968622135,0.15671117959253555,0.35488967251767034,,0.4167671354747404,2,1,0.30767888722051984;0.4021004578148209,nan;0.4167671354747404,|Light_T1;Light_XM;Sensor,0.1710459409163606,primary
g0_R2_R3_R4_to_R7,3,R2;R3;R4,R7,-0.0928007146277684,0.9684796684796685,0.907035175879397,0.061444492600271516,0.851209341117598,0.7272727272727273,0.12393661384487076,0.9184548184548186,0.6903553299492385,0.22809948850558004,0.9082568807339451,0.7744360902255639,0.13382079050838114,0.9970501474926253,1.0,-0.002949852507374673,0.2984657303290412,0.22809948850558004,0.27834791202925635,,0.20443803769050672,3,1,0.25448605864875;0.32019294984341024;0.2603647275956088,nan;nan;0.20443803769050672,||Light_T1,0.22809948850558004,primary
g0_R2_R3_R5_to_R7,3,R2;R3;R5,R7,-0.2197062624108896,0.9939115929941619,0.5954773869346733,0.39843420605948854,0.9421184320266889,0.8737373737373737,0.06838105828931518,0.8877625749185382,0.027918781725888325,0.8598437931926498,0.944954128440367,0.8095238095238095,0.13543031891655744,0.9970501474926253,1.0,-0.002949852507374673,0.959743302813102,0.8598437931926498,0.8923605741761689,,,3,0,0.8402729313320139;0.9241551910237764;0.9126536001727162,nan;nan;nan,||,0.8598437931926498,primary
g0_R2_R3_R6_to_R7,3,R2;R3;R6,R7,-0.1503583984369418,0.9886363636363636,0.949748743718593,0.03888761991777068,0.83076763593013,0.8181818181818182,0.0125858177483118,0.7243613413104938,0.5786802030456852,0.14568113826480855,0.7768586754900486,0.8195488721804511,-0.042690196690402527,0.9970501474926253,1.0,-0.002949852507374673,0.15724121075810088,0.14568113826480855,0.3368579850371263,,0.5805948488870327,3,1,0.2924482045408643;0.36438333279032004;0.3537424177801945,nan;nan;0.5805948488870327,||Light_T1;Light_XM;Sensor,0.14568113826480855,primary
g0_R2_R4_R5_to_R7,3,R2;R4;R5,R7,0.0459293089596464,0.9684518675344362,0.8618090452261307,0.10664282230830557,0.8269669168751738,0.03787878787878788,0.7890881289963859,0.9056713928273562,0.868020304568528,0.037651088258828236,0.9357798165137615,0.8421052631578947,0.09367455335586683,1.0,1.0,0.0,0.8026364639526372,0.7890881289963859,0.6967046416952566,,0.15153604941904844,3,1,0.7374067290675781;0.5471413942274989;0.8055658017906931,nan;0.15153604941904844;nan,|Light_T1|,0.7890881289963859,primary
g0_R2_R4_R6_to_R7,3,R2;R4;R6,R7,-0.0468814363472518,0.9631766381766381,0.9597989949748744,0.0033776432017637026,0.715616120778615,0.6212121212121212,0.09440399956649381,0.7422701592193118,0.7944162436548223,-0.0521460844355105,0.767684363563443,0.899749373433584,-0.13206500987014091,1.0,1.0,0.0,0.17054003800194484,0.09440399956649381,0.27150315789272794,,0.2775926142181349,3,2,0.2447209643334597;0.13807548693252233;0.4317130224122018,nan;0.11697111049076563;0.4382141179455042,|Light_T1|Light_T1;Light_XM;Sensor,0.13206500987014091,primary
g0_R2_R5_R6_to_R7,3,R2;R5;R6,R7,-0.1798028550622017,0.9886085626911315,0.9522613065326633,0.03634725615846823,0.8065252116877059,0.6818181818181818,0.12470702986952409,0.7115779156830314,0.7055837563451777,0.005994159337853744,0.8043816112698652,0.9097744360902256,-0.10539282482036039,1.0,1.0,0.0,0.16738143206135628,0.12470702986952409,0.3060733350659708,,0.3032133561782874,3,1,0.24177404139517986;0.2702645851151527;0.40618137868757975,nan;nan;0.3032133561782874,||Light_T1;Light_XM;Sensor,0.12470702986952409,primary
g0_R3_R4_R5_to_R7,3,R3;R4;R5,R7,-0.1358133265349604,0.9654215645041333,0.9195979899497487,0.04582357455438457,0.8606060606060607,0.6893939393939394,0.17121212121212126,0.9150353021912655,0.7436548223350253,0.17138047985624016,0.8990825688073395,0.6591478696741855,0.23993469913315402,0.9970501474926253,1.0,-0.002949852507374673,0.3440378188347655,0.23993469913315402,0.3259059797079264,,0.010706029955666902,3,1,0.3526019300491468;0.24525941352882583;0.37985659554580653,nan;0.010706029955666902;nan,|Light_T1|,0.23993469913315402,primary
g0_R3_R4_R6_to_R7,3,R3;R4;R6,R7,-0.1187254752003494,0.9601463351463352,0.9698492462311558,-0.009702911084820576,0.7492552645095018,0.7171717171717171,0.032083547337784624,0.7516340685832211,0.7182741116751269,0.033359956908094235,0.7309871158570211,0.7869674185463659,-0.05598030268934473,0.9970501474926253,1.0,-0.002949852507374673,0.07334086948769851,0.033359956908094235,0.2825123089014205,,0.14297401294414686,3,2,0.28774831265163636;0.22309174807359167;0.33669686597903337,nan;0.1532459324671942;0.13270209342109948,|Light_T1|Light_T1;Light_XM;Sensor,0.05598030268934473,primary
g0_R3_R5_R6_to_R7,3,R3;R5;R6,R7,-0.129439690077926,0.9855782596608286,0.9472361809045227,0.03834207875630591,0.8401643554185926,0.8207070707070707,0.01945728471152186,0.7209418250469408,0.6065989847715736,0.11434284027536723,0.767684363563443,0.7619047619047619,0.005779601658681188,0.9970501474926253,1.0,-0.002949852507374673,0.12233189068712387,0.11434284027536723,0.35137008927547725,,0.42325494364867416,3,1,0.3633225284557536;0.36276037232756114;0.32802736704311697,nan;nan;0.42325494364867416,||Light_T1;Light_XM;Sensor,0.11434284027536723,primary
g0_R4_R5_R6_to_R7,3,R4;R5;R6,R7,-0.0721564784837197,0.960118534201103,0.964824120603015,-0.0047055864019119875,0.7250128402670776,0.5580808080808081,0.1669320321862695,0.7388506429557588,0.8045685279187818,-0.065717884963023,0.7585100516368376,0.87468671679198,-0.11617666515514236,1.0,1.0,0.0,0.2137856492934144,0.1669320321862695,0.30543453708420404,,0.3269025404834578,3,2,0.1400328022181855;0.34275387010943875;0.4335169389249878,0.02862045654946242;nan;0.6251846244174531,Light_T1||Light_T1;Light_XM;Sensor,0.1669320321862695,primary
g0_R3_to_R2,1,R3,R2,-0.0142578583795565,0.990909090909091,0.8535911602209945,0.1373179306880965,1.0,0.17079889807162535,0.8292011019283747,0.9099099099099099,0.7397260273972602,0.1701838825126497,0.8807339449541285,0.02203856749311295,0.8586953774610155,0.9911504424778761,1.0,-0.008849557522123908,1.2136017886176769,0.8586953774610155,1.1592535044752041,,,1,0,1.1592535044752041,nan,,0.8586953774610155,sens_dv_a_arm
g0_R4_to_R2,1,R4,R2,-0.1482575702456489,0.9145299145299145,0.6988950276243094,0.21563488690560506,0.6545454545454545,0.9641873278236914,-0.3096418732782369,0.9636363636363636,0.3452054794520548,0.6184308841843088,0.8532110091743119,0.8071625344352618,0.04604847473905016,1.0,1.0,0.0,0.7259157765724807,0.6184308841843088,0.7329121568763437,,,1,0,0.7329121568763437,nan,,0.6184308841843088,sens_dv_a_arm
g0_R5_to_R2,1,R5,R2,-0.0334118246290847,0.9908256880733946,0.40331491712707185,0.5875107709463228,0.9272727272727272,0.013774104683195593,0.9134986225895316,0.8715596330275229,0.8657534246575342,0.005806208369988686,0.963302752293578,0.8870523415977961,0.07625041069578187,1.0,1.0,0.0,1.0888050682458386,0.9134986225895316,0.8337504312826175,,,1,0,0.8337504312826175,nan,,0.9134986225895316,sens_dv_a_arm
g0_R6_to_R2,1,R6,R2,-0.0891181576228752,0.975,0.9834254143646409,-0.008425414364640949,0.5932203389830508,0.29476584022038566,0.29845449876266517,0.3813559322033898,0.5698630136986301,-0.18850708149524031,0.45901639344262296,0.8016528925619835,-0.3426364991193605,1.0,1.0,0.0,0.4920170380601817,0.29845449876266517,0.6792354873479834,1.4393436294372945,1.4393436294372945,1,1,0.6792354873479834,1.4393436294372945,Light_T1;Light_XM;Sensor,0.3426364991193605,sens_dv_a_arm
g0_R7_to_R2,1,R7,R2,-0.3691402043758562,1.0,1.0,0.0,0.6890756302521008,0.3939393939393939,0.2951362363127069,0.7288135593220338,0.6465753424657534,0.08223821685628041,0.8083333333333333,0.581267217630854,0.22706611570247937,1.0,1.0,0.0,0.3813496337965232,0.2951362363127069,0.7466363522933309,1.8962325243239355,1.8962325243239355,1,1,0.7466363522933309,1.8962325243239355,Light_T1;Light_XM;Sensor,0.2951362363127069,sens_dv_a_arm
g0_R3_R4_to_R2,2,R3;R4,R2,-0.019263761556353,0.9527195027195028,0.9033149171270718,0.049404585592430994,0.8272727272727273,0.6143250688705234,0.21294765840220387,0.9367731367731368,0.7972602739726027,0.1395128628005341,0.8669724770642202,0.7272727272727273,0.1396997497914929,0.995575221238938,1.0,-0.004424778761061954,0.2945962592128968,0.21294765840220387,0.30851048626677563,,0.16478091605763887,2,1,0.3735501197844855;0.24347085274906577,nan;0.16478091605763887,|Light_T1,0.21294765840220387,sens_dv_a_arm
g0_R3_R5_to_R2,2,R3;R5,R2,-0.0594145148818524,0.9908673894912428,0.93646408839779,0.054403301093452705,0.9636363636363636,0.325068870523416,0.6385674931129477,0.8907347714687164,0.8547945205479452,0.03594025092077113,0.9220183486238532,0.06336088154269973,0.8586574670811535,0.995575221238938,1.0,-0.004424778761061954,1.0720690689073973,0.8586574670811535,1.0531870270403956,,,2,0,1.05070572957616;1.0556683245046314,nan;nan,|,0.8586574670811535,sens_dv_a_arm
g0_R3_R6_to_R2,2,R3;R6,R2,-0.0943827143016828,0.9829545454545454,0.919889502762431,0.06306504269211444,0.7966101694915254,0.3415977961432507,0.4550123733482747,0.6456329210566498,0.7917808219178082,-0.14614790086115836,0.6698751691983758,0.4903581267217631,0.17951704247661265,0.995575221238938,1.0,-0.004424778761061954,0.514410940438231,0.4550123733482747,0.5850739481573708,,0.8719409496806062,2,1,0.6958124779307316;0.47433541838400994,nan;0.8719409496806062,|Light_T1;Light_XM;Sensor,0.4550123733482747,sens_dv_a_arm
g0_R3_R7_to_R2,2,R3;R7,R2,-0.0958893284772668,0.9954545454545455,0.8756906077348067,0.11976393771973881,0.8445378151260504,0.36363636363636365,0.48090145148968677,0.8193617346159718,0.8136986301369863,0.005663104478985548,0.8445336391437309,0.5234159779614325,0.32111766118229845,0.995575221238938,1.0,-0.004424778761061954,0.5905741346906743,0.48090145148968677,0.5760796742146985,,0.990895668548526,2,1,0.6606682815127414;0.4914910669166556,nan;0.990895668548526,|Light_T1;Light_XM;Sensor,0.48090145148968677,sens_dv_a_arm
g0_R4_R5_to_R2,2,R4;R5,R2,-0.0148840606315502,0.9526778013016546,0.9723756906077348,-0.019697889306080185,0.7909090909090909,0.5730027548209367,0.21790633608815424,0.9175979983319433,0.7534246575342466,0.16417334079769674,0.908256880733945,0.8539944903581267,0.05426239037581826,1.0,1.0,0.0,0.27886998940089014,0.21790633608815424,0.29662355867363016,,0.2559510454142139,2,1,0.21902737162833166;0.37421974571892863,0.2559510454142139;nan,Light_T1|,0.21790633608815424,sens_dv_a_arm
g0_R4_R6_to_R2,2,R4;R6,R2,-0.0139267283419576,0.9447649572649572,0.9419889502762431,0.0027760069887141636,0.6238828967642527,0.977961432506887,-0.35407853574263437,0.6724961479198768,0.34794520547945207,0.3245509424404247,0.6561137013084675,0.8705234159779615,-0.214409714669494,1.0,1.0,0.0,0.5260077524828612,0.3245509424404247,0.6408844896436254,,0.869193710636136,2,1,0.6889628854448187;0.5928060938424321,nan;0.869193710636136,|Light_XM;Sensor,0.35407853574263437,sens_dv_a_arm
g0_R4_R7_to_R2,2,R4;R7,R2,-0.0458699081022078,0.9572649572649572,0.787292817679558,0.16997213958539914,0.6718105423987777,0.9559228650137741,-0.2841123226149964,0.8462249614791988,0.4301369863013699,0.4160879751778289,0.8307721712538226,0.8815426997245179,-0.0507705284706953,1.0,1.0,0.0,0.5341509054056779,0.4160879751778289,0.5779779903468993,,0.7826072936257594,2,1,0.6298958091066392;0.5260601715871595,nan;0.7826072936257594,|Light_XM;Sensor,0.4160879751778289,sens_dv_a_arm
g0_R5_R6_to_R2,2,R5;R6,R2,-0.0215737217271361,0.9829128440366972,0.9917127071823204,-0.008799863145623199,0.760246533127889,0.21763085399449036,0.5426156791333987,0.6264577826154564,0.8904109589041096,-0.2639531762886532,0.7111595728681005,0.859504132231405,-0.14834455936330448,1.0,1.0,0.0,0.6214391365196941,0.5426156791333987,0.5630370632863055,,1.0368153003631522,2,1,0.559613503313235;0.5664606232593761,nan;1.0368153003631522,|Light_T1;Light_XM;Sensor,0.5426156791333987,sens_dv_a_arm
g0_R5_R7_to_R2,2,R5;R7,R2,-0.0208780965882615,0.9954128440366973,0.9613259668508287,0.03408687718586856,0.808174178762414,0.3746556473829201,0.4335185313794939,0.8001865961747784,0.9205479452054794,-0.12036134903070106,0.8858180428134557,0.931129476584022,-0.045311433770566345,1.0,1.0,0.0,0.45347570234418555,0.4335185313794939,0.37103406613352313,,0.7129096320436085,2,1,0.4507985084323549;0.29126962383469135,nan;0.7129096320436085,|Light_T1;Light_XM;Sensor,0.4335185313794939,sens_dv_a_arm
g0_R6_R7_to_R2,2,R6;R7,R2,-0.1494687272409286,0.9875,0.9917127071823204,-0.004212707182320363,0.6411479846175758,0.48760330578512395,0.15354467883245188,0.5550847457627118,0.7150684931506849,-0.15998374738797305,0.6336748633879782,0.7300275482093664,-0.09635268482138826,1.0,1.0,0.0,0.24181057586498017,0.15354467883245188,0.5932017459527303,1.6012636083208374,1.6012636083208374,2,2,0.6900225234555907;0.4963809684498701,1.5694649350135004;1.6330622816281744,Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.15998374738797305,sens_dv_a_arm
g0_R3_R4_R5_to_R2,3,R3;R4;R5,R2,-0.0013919460275392,0.9654215645041333,0.9613259668508287,0.0040955976533045835,0.8606060606060607,0.5316804407713499,0.3289256198347108,0.9150353021912655,0.8684931506849315,0.046542151506334006,0.8990825688073395,0.7878787878787878,0.11120378092855165,0.9970501474926253,1.0,-0.002949852507374673,0.3503569489723953,0.3289256198347108,0.31514469755055013,,0.17732399156690512,3,1,0.37717027586499574;0.18525779761192884;0.3830060191747259,nan;0.17732399156690512;nan,|Light_T1|,0.3289256198347108,sens_dv_a_arm
g0_R3_R4_R6_to_R2,3,R3;R4;R6,R2,-0.0273550112351685,0.9601463351463352,0.9502762430939227,0.009870092052412516,0.7492552645095018,0.6584022038567493,0.09085306065275245,0.7516340685832211,0.8410958904109589,-0.08946182182773776,0.7309871158570211,0.8016528925619835,-0.07066577670496232,0.9970501474926253,1.0,-0.002949852507374673,0.1461419465415887,0.09085306065275245,0.28917530405705943,,0.3288938537806743,3,2,0.294839846243694;0.1668626668703043;0.40582339905717996,nan;0.12973265143419746;0.5280550561271512,|Light_T1|Light_T1;Light_XM;Sensor,0.09085306065275245,sens_dv_a_arm
g0_R3_R4_R7_to_R2,3,R3;R4;R7,R2,-0.0341659447100086,0.9684796684796685,0.9088397790055248,0.05963988947414367,0.7812070282658518,0.6721763085399449,0.10903071972590683,0.8674532776227691,0.8438356164383561,0.023617661184412997,0.8474260958205914,0.8236914600550964,0.02373463576549495,0.9970501474926253,1.0,-0.002949852507374673,0.12874176767853948,0.10903071972590683,0.1965958780102879,,0.3586623504232438,3,2,0.28250241288305133;0.15411488991114394;0.15317033123666846,nan;0.13019483185662414;0.5871298689898634,|Light_T1|Light_T1;Light_XM;Sensor,0.10903071972590683,sens_dv_a_arm
g0_R3_R5_R6_to_R2,3,R3;R5;R6,R2,-0.0966420179850282,0.9855782596608286,0.988950276243094,-0.0033720165822653803,0.8401643554185926,0.44077134986225897,0.3993930055563336,0.7209418250469408,0.852054794520548,-0.13111296947360718,0.767684363563443,0.5840220385674931,0.18366232499594992,0.9970501474926253,1.0,-0.002949852507374673,0.4587562592489315,0.3993930055563336,0.5147429237366435,,0.8435456827113782,3,1,0.5612626076409282;0.5632295108519215;0.4197366527170806,nan;nan;0.8435456827113782,||Light_T1;Light_XM;Sensor,0.3993930055563336,sens_dv_a_arm
g0_R3_R5_R7_to_R2,3,R3;R5;R7,R2,-0.0924797722399795,0.9939115929941619,0.9613259668508287,0.03258562614333316,0.8721161191749426,0.4793388429752066,0.39277727619973596,0.8367610340864888,0.8575342465753425,-0.020773212488853665,0.8841233435270133,0.6253443526170799,0.2587789909099334,0.9970501474926253,1.0,-0.002949852507374673,0.4719561482312975,0.39277727619973596,0.4588066242912432,,0.9259360794822566,3,1,0.5138731226693436;0.5165280397472986;0.34601871045708726,nan;nan;0.9259360794822566,||Light_T1;Light_XM;Sensor,0.39277727619973596,sens_dv_a_arm
g0_R3_R6_R7_to_R2,3,R3;R6;R7,R2,-0.0945752739438984,0.9886363636363636,0.9392265193370166,0.04940984429934703,0.7607653230783838,0.42699724517906334,0.3337680778993205,0.6733598004784445,0.8164383561643835,-0.14307855568593908,0.7160278905766949,0.6446280991735537,0.07139979140314123,0.9970501474926253,1.0,-0.002949852507374673,0.37339063656939003,0.3337680778993205,0.4335505816422153,,0.9054294842750324,3,2,0.5369451974606837;0.4086392489024274;0.3550672985635347,nan;0.8580432185918708;0.9528157499581941,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.3337680778993205,sens_dv_a_arm
g0_R4_R5_R6_to_R2,3,R4;R5;R6,R2,-0.0081299445298634,0.960118534201103,0.9917127071823204,-0.03159417298121736,0.7250128402670776,0.5895316804407713,0.13548115982630626,0.7388506429557588,0.8602739726027397,-0.121423329646981,0.7585100516368376,0.8760330578512396,-0.11752300621440204,1.0,1.0,0.0,0.21888037464898039,0.13548115982630626,0.3044545298201242,,0.4245610626061668,3,2,0.13802228209706832;0.31782795032295674;0.45751335704034757,0.2416701193913309;nan;0.6074520058210027,Light_T1||Light_T1;Light_XM;Sensor,0.13548115982630626,sens_dv_a_arm
g0_R4_R5_R7_to_R2,3,R4;R5;R7,R2,-0.0053159723130186,0.9684518675344364,0.9779005524861878,-0.00944868495175144,0.7569646040234276,0.650137741046832,0.1068268629765956,0.8546698519953068,0.8602739726027397,-0.005604120607432983,0.8749490316004077,0.8787878787878788,-0.003838847187471073,1.0,1.0,0.0,0.10745882567871844,0.1068268629765956,0.20535499778216806,,0.4389882725672223,3,2,0.1529965582359128;0.2906118992172905;0.1724565358933009,0.3052075777691435;nan;0.5727689673653011,Light_T1||Light_T1;Light_XM;Sensor,0.1068268629765956,sens_dv_a_arm
g0_R4_R6_R7_to_R2,3,R4;R6;R7,R2,-0.0070129878822595,0.9631766381766381,0.9116022099447514,0.05157442823188674,0.6456138079268687,0.953168044077135,-0.3075542361502662,0.6912686183872624,0.5013698630136987,0.1898987553735637,0.7068535786500894,0.9008264462809917,-0.19397286763090238,1.0,1.0,0.0,0.4134447248312692,0.1898987553735637,0.5093906545528346,,0.8703393654701046,3,2,0.550203287996606;0.5342849781219168;0.4436836975399812,nan;0.9026819772900356;0.8379967536501736,|Light_XM;Sensor|Light_XM;Sensor,0.3075542361502662,sens_dv_a_arm
g0_R5_R6_R7_to_R2,3,R5;R6;R7,R2,-0.0085816698854321,0.9886085626911315,0.9917127071823204,-0.0031041444911888982,0.7365228988359597,0.4214876033057851,0.31503529553017456,0.6605763748509822,0.9123287671232877,-0.2517523922723055,0.7435508263565115,0.8898071625344353,-0.14625633617792377,1.0,1.0,0.0,0.4289837479786679,0.31503529553017456,0.39988060018495436,,0.8548555505287614,3,2,0.4137881165121654;0.5215706311377444;0.26428305290495335,nan;0.852098179260548;0.8576129217969749,|Light_T1;Light_XM;Sensor|Light_T1;Light_XM;Sensor,0.31503529553017456,sens_dv_a_arm
g0_R2_to_R3,1,R2,R3,-0.0225704047251392,1.0,0.9726027397260274,0.0273972602739726,0.8990825688073395,0.02203856749311295,0.8770440013142266,0.8818181818181818,0.7696476964769647,0.1121704853412171,0.9908256880733946,0.0,0.9908256880733946,1.0,1.0,0.0,1.3282599715566183,0.9908256880733946,1.2544092722335234,,,1,0,1.2544092722335234,nan,,0.9908256880733946,sens_dv_a_arm
g0_R4_to_R3,1,R4,R3,-0.0861115997599921,0.9145299145299145,0.9506849315068493,-0.036155016976934795,0.6545454545454545,0.10743801652892562,0.547107438016529,0.9636363636363636,0.07317073170731707,0.8904656319290466,0.8532110091743119,0.47802197802197804,0.3751890311523339,1.0,1.0,0.0,1.1110038635078798,0.8904656319290466,1.1719306146552018,0.3136706883808019,0.3136706883808019,1,1,1.1719306146552018,0.3136706883808019,Light_T1,0.8904656319290466,sens_dv_a_arm
g0_R5_to_R3,1,R5,R3,0.0015151983920828,0.9908256880733946,0.10410958904109589,0.8867160990322986,0.9272727272727272,0.0,0.9272727272727272,0.8715596330275229,0.5907859078590786,0.28077372516844434,0.963302752293578,0.6483516483516484,0.3149511039419296,1.0,1.0,0.0,1.350602914866566,0.9272727272727272,1.061252337783798,,,1,0,1.061252337783798,nan,,0.9272727272727272,sens_dv_a_arm
g0_R6_to_R3,1,R6,R3,-0.1438779185920734,0.975,1.0,-0.025000000000000022,0.5932203389830508,0.418732782369146,0.1744875566139048,0.3813559322033898,0.4363143631436314,-0.05495843094024161,0.45901639344262296,0.760989010989011,-0.301972617546388,1.0,1.0,0.0,0.3539474513149107,0.1744875566139048,0.7986255543430162,1.659839747874877,1.659839747874877,1,1,0.7986255543430162,1.659839747874877,Light_T1;Light_XM;Sensor,0.301972617546388,sens_dv_a_arm
g0_R7_to_R3,1,R7,R3,-0.2825972342909825,1.0,1.0,0.0,0.6890756302521008,0.4573002754820937,0.23177535477000716,0.7288135593220338,0.39295392953929537,0.3358596297827385,0.8083333333333333,0.46153846153846156,0.3467948717948718,1.0,1.0,0.0,0.535526086292519,0.3467948717948718,0.9386468506840432,1.964935103516096,1.964935103516096,1,1,0.9386468506840432,1.964935103516096,Light_T1;Light_XM;Sensor,0.3467948717948718,sens_dv_a_arm
g0_R2_R4_to_R3,2,R2;R4,R3,-0.0693338805559902,0.9572649572649572,0.9917808219178083,-0.03451586465285106,0.7768140116763971,0.24242424242424243,0.5343897692521546,0.9227272727272727,0.7317073170731707,0.191019955654102,0.9220183486238532,0.18681318681318682,0.7352051618106664,1.0,1.0,0.0,0.9293971292215445,0.7352051618106664,0.7667737863359269,,0.0447462313919453,2,1,0.8170336282808094;0.7165139443910443,nan;0.0447462313919453,|Light_T1,0.7352051618106664,sens_dv_a_arm
g0_R2_R5_to_R3,2,R2;R5,R3,-0.0427577730735159,0.9954128440366973,0.9753424657534246,0.020070378283272627,0.9131776480400333,0.03305785123966942,0.8801197968003639,0.8766889074228523,0.6368563685636857,0.23983253885916667,0.9770642201834863,0.4532967032967033,0.523767516886783,1.0,1.0,0.0,1.052076867555659,0.8801197968003639,1.0917270341725747,,,2,0,1.0772870211077166;1.106167047237433,nan;nan,|,0.8801197968003639,sens_dv_a_arm
g0_R2_R6_to_R3,2,R2;R6,R3,-0.0514768709390967,0.9875,0.9863013698630136,0.0011986301369864005,0.7461514538951952,0.4820936639118457,0.2640577899833495,0.6315870570107858,0.7696476964769647,-0.13806063946617897,0.7249210407580088,0.06318681318681318,0.6617342275711956,1.0,1.0,0.0,0.7257278286480084,0.6617342275711956,0.780900137817008,,1.058569640998426,2,1,0.900123672902519;0.6616766027314969,nan;1.058569640998426,|Light_T1;Light_XM;Sensor,0.6617342275711956,sens_dv_a_arm
g0_R2_R7_to_R3,2,R2;R7,R3,-0.0193672631990632,1.0,0.9863013698630136,0.013698630136986356,0.7940790995297202,0.5289256198347108,0.26515347969500946,0.8053158705701078,0.7669376693766937,0.03837820119341406,0.899579510703364,0.0521978021978022,0.8473817085055617,1.0,1.0,0.0,0.8888321925417917,0.8473817085055617,0.8058404284237866,,1.0869937405023995,2,1,0.8600309704834437;0.7516498863641295,nan;1.0869937405023995,|Light_T1;Light_XM;Sensor,0.8473817085055617,sens_dv_a_arm
g0_R4_R5_to_R3,2,R4;R5,R3,-0.1044815072175496,0.9526778013016546,0.9808219178082191,-0.028144116506564565,0.7909090909090909,0.31129476584022037,0.47961432506887053,0.9175979983319433,0.4363143631436314,0.4812836351883119,0.908256880733945,0.6730769230769231,0.23517995765702182,1.0,1.0,0.0,0.7195592693370283,0.4812836351883119,0.7553866808719334,,0.23451289766018213,2,1,0.6734234107914556;0.837349950952411,0.23451289766018213;nan,Light_T1|,0.4812836351883119,sens_dv_a_arm
g0_R4_R6_to_R3,2,R4;R6,R3,-0.0561967573415289,0.9447649572649572,0.9780821917808219,-0.03331723451586466,0.6238828967642527,0.5234159779614325,0.10046691880282022,0.6724961479198768,0.11382113821138211,0.5586750097084947,0.6561137013084675,0.5274725274725275,0.12864117383593998,1.0,1.0,0.0,0.5829836686976684,0.5586750097084947,0.830710736741719,0.530406929200824,0.530406929200824,2,2,0.9834869101678372;0.677934563315601,0.16865583098577824;0.8921580274158697,Light_T1|Light_T1;Light_XM;Sensor,0.5586750097084947,sens_dv_a_arm
