variant,cpd_dir_variant,cpd_dir_role,model,n,k_predictors,r2,adj_r2,cv_mse_pooled_loeo,design_rank,design_n_params,design_rank_deficient,zero_variance_terms,n_boot_degenerate_replicates_this_model,n_boot_replicates,r2_boot_ci_lo,r2_boot_ci_hi,baseline_model,delta_r2,delta_r2_boot_ci_lo,delta_r2_boot_ci_hi,cohens_f2,cv_mse_improvement_vs_baseline,cv_mse_rel_improvement
sens_recall_3model,strict,parallel_reported,M0,150,7,0.14583847961898921,0.10373192579738999,0.00833583823898087,8,8,False,,0,10000,0.10637389156417343,0.36731463915321705,,,,,,,
sens_recall_3model,strict,parallel_reported,M1,150,8,0.14599024312829845,0.09753578883770542,0.008422403113376258,9,9,False,,0,10000,0.10721342721456528,0.37406808039907746,M0,0.00015176350930923288,3.870094693270154e-06,0.020544875097213925,0.00017770699700803583,-8.656487439538847e-05,-0.010384663415202236
sens_recall_3model,strict,parallel_reported,M0_sub,26,7,0.5319238832868929,0.34989428234290676,0.03542967737229452,8,8,False,,89,10000,0.43702195063308624,0.9910512928930846,,,,,,,
sens_recall_3model,strict,parallel_reported,M2,26,8,0.7280543108312615,0.6000798688695022,0.02055726832350436,9,9,False,,89,10000,0.6087126192491279,1.0,M0_sub,0.1961304275443686,1.060868141111726e-05,0.19613596879192374,0.7212117542435924,0.014872409048790163,0.4197726355933505
sens_recall_3model,lenient,primary,M0,150,7,0.14583847961898921,0.10373192579738999,0.00833583823898087,8,8,False,,0,10000,0.10637389156417343,0.36731463915321705,,,,,,,
sens_recall_3model,lenient,primary,M1,150,8,0.14599024312829845,0.09753578883770542,0.008422403113376258,9,9,False,,0,10000,0.10721342721456528,0.37406808039907746,M0,0.00015176350930923288,3.870094693270154e-06,0.020544875097213925,0.00017770699700803583,-8.656487439538847e-05,-0.010384663415202236
sens_recall_3model,lenient,primary,M0_sub,119,7,0.1542553875943481,0.10092014176696462,0.008754198526053879,8,8,False,,0,10000,0.1406538793301252,0.38245587830324457,,,,,,,
sens_recall_3model,lenient,primary,M2,119,8,0.1737902653680431,0.11370228466753707,0.009031433200148556,9,9,False,,0,10000,0.1433142657491301,0.41950726528059656,M0_sub,0.019534877773695003,0.000694242250808298,0.0839648340626632,0.023643969509021825,-0.0002772346740946771,-0.031668767080113944
