,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,2,92,9,7,0
Light_XM,0,6,98,6,0
Sensor,2,11,13,83,0
Socket,0,0,0,0,110
