,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,298,2,45,18,0
Light_T1,5,55,173,132,0
Light_XM,2,69,283,9,0
Sensor,3,172,14,173,0
Socket,0,0,0,0,363
