,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,2,42,226,93,0
Light_XM,23,66,279,1,0
Sensor,27,270,60,6,1
Socket,0,0,0,0,376
