feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected
up_len_p50,0.5047057836805551,True,False,0.08576669736302422,0.047437585882357,0.5448958052811289,1.0,1.0,0.8482986017603763,True
rssi_min,0.7460834343772971,True,False,0.07405231479719966,0.03573486390768823,0.8054945018011498,0.8634157204836609,0.7533027501928329,0.8074043241592145,True
rssi_std,0.556584416137258,True,False,0.06683956686230315,0.03510019412537131,0.6009055640820521,0.7793184174900858,0.7399237012696674,0.7067158942806017,True
rssi_p10,0.6266475254078827,True,False,0.05198764743582563,0.028641489590751853,0.6765478403962074,0.6061519101729871,0.603772073515322,0.6288239413615054,True
rssi_max,0.529702591911728,True,False,0.05604648264590451,0.024281226544236277,0.5718831242122785,0.6534760503680919,0.5118562863728476,0.5790718203177393,True
len_range,0.9262427399678026,True,False,0.020229371603689664,0.006965872274546341,1.0,0.2358651111172547,0.14684289145365406,0.4609026675236363,True
rssi_p90,0.4458300917012843,True,False,0.03778128815980236,0.017239608294249423,0.48133180694812455,0.4405123354567999,0.36341664470453555,0.42842026236981995,True
up_packet_ratio,0.491591138356712,True,False,0.02903097453673658,0.015303134076866357,0.5307368329535305,0.3384877280963418,0.3225951277288312,0.3972732295929012,True
len_p95,0.6690669157523341,True,False,0.018641370739106745,0.00668131492234956,0.7223451120119891,0.2173497559338623,0.14084432835429084,0.36017973210004744,True
len_p10,0.5547737415688541,True,False,0.023925311800629862,0.008309306483337593,0.5989507044213256,0.27895806340031176,0.17516292890503082,0.35102389890888935,True
up_ia_mean,0.49804554992987393,True,False,0.022802843611832012,0.011672796513699011,0.5377052131573918,0.26587060377659805,0.24606641119231917,0.34988074270876973,True
len_min,0.3079610826080219,True,False,0.02758818632055027,0.013850699320307242,0.33248420669804873,0.3216654851915063,0.2919773226794536,0.3153756715230029,True
rssi_p50,0.43865881905899906,True,False,0.02244083939393601,0.009246534724654875,0.47358948160203385,0.2616498021248363,0.19492001021270033,0.31005309797985686,True
burst_count,0.34611437833513437,True,False,0.02689194241226099,0.01064219646202005,0.37367567204593233,0.313547603429751,0.22434102124025032,0.3038547655719779,True
qos_data_ratio,0.4079891453398736,True,False,0.023289070986747897,0.008388603352105225,0.44047756353162437,0.2715397899510153,0.17683453312545394,0.29628396220269787,True
len_p25,0.47331852042594535,True,False,0.0198775399683187,0.006757776285705183,0.5110091555939197,0.23176291707005045,0.14245615918280818,0.29507607728225943,True
down_packet_ratio,0.3721019163415664,True,False,0.022392563020680937,0.009109447261646135,0.4017326131533308,0.2610869219541014,0.19203016115190052,0.2849498987531109,True
down_ia_std,0.43219767241209883,True,False,0.015976909811022726,0.006011734552436851,0.4666138300065084,0.1862833745760006,0.12672935269821006,0.25987551909357304,True
len_p75,0.5528408466353394,True,False,0.009773312966081926,0.0030969850805174937,0.5968638919151549,0.11395230627471264,0.06528546980021016,0.25870055599669256,True
len_up_down_diff,0.4950620311697267,True,False,0.012330841569142355,0.0037333707839737242,0.534484115024681,0.143771906209116,0.07870069090851946,0.2523189040474388,True
down_len_std,0.38741226218173574,True,False,0.017249524683845066,0.005829404333037307,0.418262130934708,0.20112147505031117,0.1228857713690144,0.24742312578467784,False
len_p50,0.4546472429716397,True,False,0.011412623614047998,0.0042377284067102615,0.49085107321590865,0.13306590978712693,0.08933271640803203,0.23774989980368919,False
up_down_ratio,0.503969789791054,True,False,0.0065911986211125905,0.0038941724846637675,0.5441012037606606,0.0768503256364654,0.08209044394293448,0.23434732444668685,False
len_cv,0.315609630784627,True,False,0.017439694530467793,0.0065576559296782275,0.34074181331299613,0.2033387674548187,0.1382375558895621,0.22743937888579233,False
rssi_mean,0.223203133884891,True,False,0.020749246652060155,0.009071464152119412,0.24097693212974583,0.24192661359262715,0.19122946464046928,0.22471100345428074,False
