,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,97,2,8,2,1
Light_T1,0,102,0,7,0
Light_XM,0,1,91,19,0
Sensor,1,4,42,62,0
Socket,0,0,3,0,110
