feature,importance
rssi_max,0.08239947482409854
rssi_p90,0.06568003819930034
rssi_std,0.06117935261375996
rssi_min,0.05012803313171632
rssi_p50,0.047647362655783815
up_packet_ratio,0.03428445466989541
rssi_p10,0.03420732151031106
up_len_p50,0.03288321310589503
rssi_mean,0.0321902685000538
len_max,0.03111893542144122
up_ia_mean,0.029580850991531748
up_len_mean,0.028945684963840052
up_ia_std,0.028192122660342815
up_down_ratio,0.02268765753613094
down_ia_std,0.018853955171592454
len_p95,0.018481022197750812
len_range,0.01736726964710273
down_ia_mean,0.017316751964641493
down_len_std,0.016382151544208925
null_data_ratio,0.012841677276901492
len_p10,0.012661018060021553
len_up_down_diff,0.012349329750289819
burst_count,0.011841021303489309
retry_ratio,0.01113611694452771
down_packet_ratio,0.01076136068924177
subwin_byte_mean,0.010144564756417817
byte_count,0.010087492633796448
other_packet_ratio,0.009972554109904252
subtype_8_ratio,0.009902944065910673
interarrival_p75,0.009515327517919024
subwin_packet_mean,0.00927443238077511
packet_count,0.00912774351135157
interarrival_iqr,0.008926614495574695
len_cv,0.008895777798835785
qos_data_ratio,0.008471451093186729
down_len_mean,0.008470099809709955
len_p90,0.008454409773604316
len_mean,0.0076931183049275785
len_std,0.0074072193504977684
len_p25,0.00728474241556666
interarrival_p50,0.007039502970561361
subwin_byte_std,0.006983960543445278
len_p50,0.0069531713365279715
subtype_4_ratio,0.006702032968426314
subwin_byte_max,0.0064986653763578015
interarrival_p90,0.005343686905489624
subwin_packet_std,0.0050720017841964175
len_p75,0.004955513797927987
burst_size_std,0.004854791210853229
burst_size_mean,0.004829406945700684
burst_packet_ratio,0.00463518790732105
burst_packet_fraction,0.004338530490516169
subtype_0_ratio,0.004322797871624452
subwin_packet_max,0.004147615558414254
len_min,0.004130117196072697
burst_size_max,0.0040712641272638225
interarrival_p25,0.00392472337793662
long_gap_ratio,0.0034193547411984324
interarrival_cv,0.003338128029340309
interarrival_p95,0.0032051340616221125
interarrival_max,0.0031075412282471565
down_len_p50,0.002985925947039662
interarrival_mean,0.0029829596478687164
len_iqr,0.002665987770389715
subwin_packet_cv,0.002322277330361885
interarrival_std,0.0023078393561519394
unique_sa_count,0.002300014777043162
unique_da_count,0.002277080265362854
interarrival_p10,0.001731672424687313
interarrival_min,0.0013705673003453485
active_subwin_count,0.0009983355984720394
burst_size_min,0.0008493551116200603
subwin_byte_min,0.00016859731641968384
subwin_packet_min,0.0001454237571763175
data_ratio,8.165814738799196e-05
subtype_5_ratio,7.693911421052534e-05
side_packet_ratio,7.15469107541337e-05
mgmt_ratio,4.5753443817512107e-05
ctrl_ratio,0.0
subtype_14_ratio,0.0
subtype_15_ratio,0.0
subtype_7_ratio,0.0
subtype_9_ratio,0.0
subtype_13_ratio,0.0
subtype_11_ratio,0.0
subtype_12_ratio,0.0
subtype_6_ratio,0.0
subtype_1_ratio,0.0
subtype_2_ratio,0.0
subtype_3_ratio,0.0
rssi_missing_ratio,0.0
subtype_10_ratio,0.0
up_len_std,0.0
bssid_known,0.0
