,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,0,100,5,5,0
Light_XM,1,4,103,2,0
Sensor,1,9,10,89,0
Socket,0,0,0,0,110
