,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,346,12,0,4,0
Light_T1,1,355,3,4,0
Light_XM,0,217,146,2,0
Sensor,0,5,31,327,0
Socket,0,0,0,0,363
