,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,84,230,26,39,11
Light_T1,67,174,61,62,1
Light_XM,39,251,37,41,0
Sensor,22,87,20,229,4
Socket,0,0,0,1,367
