,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,297,2,46,18,0
Light_T1,12,55,160,138,0
Light_XM,1,39,315,8,0
Sensor,3,137,11,211,0
Socket,0,0,0,0,363
