,precision,recall,f1-score,support
Camera,0.9913544668587896,0.882051282051282,0.9335142469470827,390.0
Light_T1,0.22643553629469124,0.5726027397260274,0.3245341614906832,365.0
Light_XM,0.10714285714285714,0.016304347826086956,0.02830188679245283,368.0
Sensor,0.2893081761006289,0.1270718232044199,0.1765834932821497,362.0
Socket,1.0,1.0,1.0,368.0
accuracy,0.5250944414463032,0.5250944414463032,0.5250944414463032,0.5250944414463032
macro avg,0.5228482072793934,0.5196060385615633,0.49258675770247373,1853.0
weighted avg,0.5296467048027466,0.5250944414463032,0.4991170232926187,1853.0
