,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,345,20,0,0,0
Light_T1,1,17,248,97,0
Light_XM,38,85,246,0,0
Sensor,32,194,129,8,1
Socket,0,0,0,0,376
