,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,268,11,84,2,0
Light_T1,0,67,176,120,0
Light_XM,3,29,336,1,0
Sensor,10,141,188,25,0
Socket,161,18,18,121,58
