,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,0,2,3,0
Light_T1,8,188,71,96,0
Light_XM,25,81,234,29,0
Sensor,18,32,39,274,1
Socket,0,0,0,0,376
