,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,1,101,4,4,0
Light_XM,0,11,97,2,0
Sensor,1,18,5,85,0
Socket,0,0,0,1,109
