,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,365,0,0,0,0
Light_T1,161,166,17,19,0
Light_XM,219,3,145,2,0
Sensor,183,6,6,168,1
Socket,0,0,0,0,376
