task,fold_e_out,lb_rf,lb_xgboost,lb_lightgbm,rho_rf,rho_xgboost,rho_lightgbm,w_rf,w_xgboost,w_lightgbm
g0_R6_R7_to_R4,R4,0.7283019210840016,0.7321181158506991,0.7282664824557845,0.6915826985537091,0.7853702026298841,0.7727504943917032,0.40202561575696233,0.30196183440027247,0.29601254984276515
g0_R6_R7_to_R5,R5,0.7283019210840016,0.7321181158506991,0.7282664824557845,0.6915826985537091,0.7853702026298841,0.7727504943917032,0.38793861307631444,0.32672465489900476,0.28533673202468085
g0_R6_to_R2,R2,0.8190939796844006,0.841456155562747,0.8429341430499455,0.6956205130380473,0.7910971851459156,0.7700998713670426,0.19441421010533844,0.371523811222773,0.43406197867188856
g0_R6_to_R3,R3,0.8190939796844006,0.841456155562747,0.8429341430499455,0.6956205130380473,0.7910971851459156,0.7700998713670426,0.30393805417896885,0.32624914465769195,0.36981280116333914
g0_R6_to_R4,R4,0.8190939796844006,0.841456155562747,0.8429341430499455,0.6956205130380473,0.7910971851459156,0.7700998713670426,0.30393805417896885,0.32624914465769195,0.36981280116333914
g0_R6_to_R5,R5,0.8190939796844006,0.841456155562747,0.8429341430499455,0.6956205130380473,0.7910971851459156,0.7700998713670426,0.17897875196889457,0.375767197654933,0.4452540503761725
g0_R6_to_R7,R7,0.8190939796844006,0.841456155562747,0.8429341430499455,0.6956205130380473,0.7910971851459156,0.7700998713670426,0.17897875196889457,0.375767197654933,0.4452540503761725
g0_R7_to_R2,R2,0.8774890728129477,0.8893919161134104,0.9035413046450607,0.6590477045884477,0.7504693497417467,0.7308684265407819,0.20538380290200803,0.26165814084901606,0.532958056248976
g0_R7_to_R3,R3,0.8774890728129477,0.8893919161134104,0.9035413046450607,0.6590477045884477,0.7504693497417467,0.7308684265407819,0.3069673239029913,0.2850422326887732,0.40799044340823554
g0_R7_to_R4,R4,0.8774890728129477,0.8893919161134104,0.9035413046450607,0.6590477045884477,0.7504693497417467,0.7308684265407819,0.3069673239029913,0.2850422326887732,0.40799044340823554
g0_R7_to_R5,R5,0.8774890728129477,0.8893919161134104,0.9035413046450607,0.6590477045884477,0.7504693497417467,0.7308684265407819,0.19116718840963856,0.2536942305729808,0.5551385810173807
g0_R7_to_R6,R6,0.8774890728129477,0.8893919161134104,0.9035413046450607,0.6590477045884477,0.7504693497417467,0.7308684265407819,0.19116718840963856,0.2536942305729808,0.5551385810173807
