,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,351,13,1,0,0
Light_T1,1,10,249,103,0
Light_XM,48,100,221,0,0
Sensor,40,233,88,2,1
Socket,1,0,0,0,375
