,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,352,0,3,7,0
Light_T1,9,37,122,195,0
Light_XM,3,0,314,48,0
Sensor,1,305,0,57,0
Socket,0,0,0,0,363
