feature,importance
rssi_min,2737
len_max,2223
rssi_max,1924
rssi_p10,1730
rssi_std,1607
rssi_p90,1414
burst_count,1401
down_ia_std,1380
down_len_std,1206
interarrival_max,1195
retry_ratio,1003
len_p10,854
rssi_mean,842
long_gap_ratio,832
down_ia_mean,829
interarrival_p75,793
len_p90,790
interarrival_p50,758
subtype_8_ratio,747
subwin_packet_cv,730
other_packet_ratio,706
interarrival_p90,682
down_packet_ratio,656
rssi_p50,652
len_p25,651
interarrival_p95,646
len_range,644
len_p95,622
down_len_mean,600
interarrival_std,589
burst_packet_ratio,561
len_cv,546
interarrival_p25,545
len_iqr,478
interarrival_iqr,474
interarrival_cv,473
burst_size_std,467
len_std,461
packet_count,460
len_p75,433
unique_sa_count,428
len_min,416
down_len_p50,406
byte_count,375
subtype_0_ratio,369
interarrival_p10,368
up_packet_ratio,356
len_mean,350
len_up_down_diff,340
burst_size_mean,330
subtype_4_ratio,323
interarrival_mean,304
burst_size_min,303
unique_da_count,270
burst_size_max,248
len_p50,239
interarrival_min,208
subwin_packet_std,202
subwin_byte_std,201
null_data_ratio,163
subwin_byte_max,152
active_subwin_count,129
data_ratio,101
up_ia_mean,85
subwin_packet_max,71
up_len_mean,66
up_down_ratio,50
up_ia_std,26
subtype_5_ratio,18
mgmt_ratio,12
subwin_byte_min,5
subwin_packet_min,4
ctrl_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
subtype_7_ratio,0
up_len_std,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_len_p50,0
subwin_packet_mean,0
subwin_byte_mean,0
