,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,360,0,0,3,0
Light_T1,263,28,6,68,0
Light_XM,144,19,170,30,0
Sensor,65,4,1,292,0
Socket,0,0,0,0,363
