,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,301,1,56,5,0
Light_T1,10,7,285,63,0
Light_XM,2,291,62,8,0
Sensor,3,228,7,124,0
Socket,0,0,2,0,361
