,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,107,1,0,2,0
Light_T1,0,109,0,0,0
Light_XM,1,2,99,9,0
Sensor,1,1,12,95,0
Socket,0,0,0,0,113
