,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,11,0,16,0
Light_T1,0,293,23,49,0
Light_XM,0,317,6,45,0
Sensor,0,49,1,312,0
Socket,0,0,0,0,368
