,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,0,0,0,0
Light_T1,288,67,3,7,0
Light_XM,143,15,204,6,0
Sensor,214,1,4,143,0
Socket,0,0,0,0,368
