,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,340,1,2,19,0
Light_T1,2,172,94,95,0
Light_XM,2,20,292,51,0
Sensor,0,72,17,274,0
Socket,0,0,0,0,363
