,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,382,0,0,8,0
Light_T1,220,27,23,95,0
Light_XM,64,2,225,77,0
Sensor,62,1,12,287,0
Socket,0,0,0,0,368
