,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,117,0,0,0,0
Light_T1,0,102,3,5,0
Light_XM,0,6,98,6,0
Sensor,1,12,6,90,0
Socket,0,0,0,0,110
