,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,374,5,1,18,0
Light_T1,1,259,112,24,0
Light_XM,0,53,315,26,0
Sensor,1,49,92,257,0
Socket,0,0,0,0,406
