,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,335,37,0,18,0
Light_T1,0,291,9,65,0
Light_XM,0,330,9,29,0
Sensor,1,54,0,307,0
Socket,0,0,0,0,368
