,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,358,0,0,5,0
Light_T1,281,20,4,60,0
Light_XM,138,28,169,28,0
Sensor,65,11,3,283,0
Socket,0,0,0,0,363
