,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,362,23,5,8,0
Light_T1,3,300,71,22,0
Light_XM,0,91,284,19,0
Sensor,1,130,66,202,0
Socket,0,0,0,0,406
