,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,211,0,100,52,0
Light_T1,3,0,209,153,0
Light_XM,12,0,294,57,0
Sensor,6,0,32,324,0
Socket,0,0,0,0,363
