,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,342,29,1,18,0
Light_T1,0,269,20,76,0
Light_XM,0,325,3,40,0
Sensor,2,12,0,348,0
Socket,0,0,0,0,368
