feature,importance
rssi_min,3094
len_range,2608
rssi_max,2399
down_ia_std,2340
rssi_p10,2238
rssi_p90,2161
rssi_std,2133
down_len_std,2087
len_p95,1746
burst_count,1746
interarrival_p50,1529
interarrival_p90,1488
rssi_mean,1448
len_cv,1335
len_p10,1326
down_ia_mean,1312
interarrival_p75,1110
len_up_down_diff,1076
burst_size_std,1050
len_p25,1039
burst_packet_ratio,1034
rssi_p50,1022
subwin_packet_mean,994
other_packet_ratio,916
interarrival_iqr,912
len_iqr,897
down_packet_ratio,845
subwin_packet_std,812
null_data_ratio,794
unique_da_count,738
len_min,682
subwin_byte_max,673
burst_size_mean,667
len_p75,614
len_p50,606
down_len_p50,546
up_len_p50,390
up_ia_mean,147
up_packet_ratio,81
up_down_ratio,26
