feature,importance
rssi_min,3132
rssi_max,2859
len_max,2226
rssi_std,1947
rssi_p90,1747
rssi_p50,1718
rssi_p10,1538
interarrival_max,1456
rssi_mean,1412
len_p10,1369
retry_ratio,1252
down_len_std,1146
subwin_packet_cv,1074
interarrival_p50,1073
interarrival_p90,987
interarrival_p75,972
down_packet_ratio,963
subtype_8_ratio,911
interarrival_p95,905
other_packet_ratio,903
len_p90,830
down_ia_std,793
len_iqr,784
long_gap_ratio,783
len_p25,759
len_p95,747
burst_size_mean,730
burst_count,722
len_range,701
down_len_mean,697
down_ia_mean,697
len_cv,691
len_p75,650
burst_packet_ratio,592
interarrival_iqr,592
interarrival_p25,571
interarrival_cv,570
interarrival_std,559
interarrival_p10,530
interarrival_min,496
len_p50,479
subwin_packet_std,461
interarrival_mean,435
len_std,428
len_min,410
unique_sa_count,395
down_len_p50,392
byte_count,386
burst_size_std,363
packet_count,356
up_packet_ratio,329
subtype_0_ratio,308
burst_size_min,294
unique_da_count,285
len_mean,272
burst_size_max,253
subwin_byte_std,221
subtype_4_ratio,216
len_up_down_diff,214
null_data_ratio,200
subwin_byte_max,195
active_subwin_count,155
subwin_packet_max,132
up_len_mean,28
data_ratio,20
subwin_byte_min,7
subtype_5_ratio,7
mgmt_ratio,3
up_down_ratio,3
subwin_packet_min,2
up_ia_mean,1
ctrl_ratio,0
subtype_7_ratio,0
subtype_6_ratio,0
rssi_missing_ratio,0
subtype_1_ratio,0
subtype_2_ratio,0
subtype_3_ratio,0
qos_data_ratio,0
subtype_13_ratio,0
subtype_14_ratio,0
subtype_15_ratio,0
subtype_9_ratio,0
subtype_10_ratio,0
subtype_11_ratio,0
subtype_12_ratio,0
up_len_std,0
up_len_p50,0
bssid_known,0
side_packet_ratio,0
burst_packet_fraction,0
up_ia_std,0
subwin_packet_mean,0
subwin_byte_mean,0
