,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,242,1,105,15,0
Light_T1,3,2,319,41,0
Light_XM,1,194,159,9,0
Sensor,2,211,21,128,0
Socket,0,0,0,0,363
