,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,363,2,0,0,0
Light_T1,2,53,223,85,0
Light_XM,18,66,284,1,0
Sensor,21,270,62,10,1
Socket,0,0,0,0,376
