feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected,filter_mode,task,rank
burst_packet_fraction,0.23886351677009943,False,True,,,0.21729315407010685,0.0,0.0,-1.0,False,raw_all,single_round_R2,83.0
subwin_packet_mean,0.21612846926536156,False,True,,,0.19661117531069253,0.0,0.0,-1.0,False,raw_all,single_round_R2,84.0
byte_count,0.30492192798497175,False,True,,,0.2773862177569953,0.0,0.0,-1.0,False,raw_all,single_round_R2,85.0
subwin_byte_max,0.2871186608061147,False,True,,,0.2611906591787883,0.0,0.0,-1.0,False,raw_all,single_round_R2,86.0
len_mean,0.30865426820462893,False,True,,,0.2807815122304188,0.0,0.0,-1.0,False,raw_all,single_round_R2,87.0
down_len_mean,0.4064065178068148,False,True,,,0.36970632971919076,0.0,0.0,-1.0,False,raw_all,single_round_R2,88.0
interarrival_iqr,0.4301235461751558,False,True,,,0.39128161241205667,0.0,0.0,-1.0,False,raw_all,single_round_R2,89.0
burst_size_max,0.3163253889691511,False,True,,,0.2877598990879649,0.0,0.0,-1.0,False,raw_all,single_round_R2,90.0
len_std,0.30984322702579137,False,True,,,0.2818631031564978,0.0,0.0,-1.0,False,raw_all,single_round_R2,91.0
interarrival_min,0.10152399815908675,False,True,,,0.09235596156372582,0.0,0.0,-1.0,False,raw_all,single_round_R2,92.0
data_ratio,0.0,False,True,,,0.0,0.0,0.0,-1.0,False,raw_all,single_round_R2,93.0
mgmt_ratio,0.012317962307215602,False,True,,,0.011205599405235845,0.0,0.0,-1.0,False,raw_all,single_round_R2,94.0
rssi_max,0.7492230190100508,True,False,0.07304873637974818,0.029246424153395834,0.8275880169504691,1.0,0.8860291539721542,0.9045390569742078,True,raw_all,single_round_R3,1.0
up_len_p50,0.5150735452075423,True,False,0.0581169274719066,0.033008421926390676,0.5689476738517552,0.7955911402735608,1.0,0.7881796047084387,True,raw_all,single_round_R3,2.0
rssi_std,0.6314386071558693,True,False,0.05797238138217828,0.022832618031299032,0.697483941981075,0.7936123779171952,0.6917209820637941,0.727605767320688,True,raw_all,single_round_R3,3.0
rssi_p10,0.7205839331178832,True,False,0.04805481456621666,0.02301799692111944,0.7959534252476009,0.6578459388592414,0.697337090893044,0.7170454849999621,True,raw_all,single_round_R3,4.0
rssi_min,0.6535195842791288,True,False,0.0523974296907117,0.020937424691818314,0.721874479385962,0.7172941283791763,0.6343055338576656,0.6911580472076012,True,raw_all,single_round_R3,5.0
rssi_p90,0.5828120820719886,True,False,0.053990223301020566,0.021521126309550425,0.6437713244502712,0.7390986617530136,0.6519889486853655,0.6782863116295501,True,raw_all,single_round_R3,6.0
rssi_p50,0.6684047278354013,True,False,0.03840400675007553,0.014520936592015673,0.7383165348556877,0.525731294658268,0.4399161106337528,0.5679879800492361,True,raw_all,single_round_R3,7.0
up_ia_std,0.5026297637910857,True,False,0.03667333232592834,0.01861401902819002,0.555202334847866,0.5020392431606189,0.5639172654087974,0.5403862811390941,True,raw_all,single_round_R3,8.0
up_packet_ratio,0.5076509335020454,True,False,0.03096540995677806,0.015462874651823168,0.5607486939137627,0.42390069276219294,0.4684524054589957,0.4843672640449837,True,raw_all,single_round_R3,9.0
rssi_mean,0.4550835756913991,True,False,0.036098645338353635,0.014597430096310319,0.5026830521715742,0.4941720709676988,0.4422335041906223,0.4796962091099651,True,raw_all,single_round_R3,10.0
len_range,0.9053091679249043,True,False,0.014651256644154554,0.005540724883012593,1.0,0.20056824211152852,0.1678579150305489,0.45614205238069244,True,raw_all,single_round_R3,11.0
len_min,0.34509700375061714,True,False,0.03209983374732768,0.017314098955941184,0.38119243235062766,0.43943037673444196,0.5245357986077587,0.448386202564276,True,raw_all,single_round_R3,12.0
down_ia_std,0.48895090142662534,True,False,0.019285554258227797,0.009181626405342367,0.5400927315774007,0.2640094163706091,0.27816011397992746,0.3607540873093124,True,raw_all,single_round_R3,13.0
down_packet_ratio,0.39129953664441075,True,False,0.02252542418010123,0.010905529433073857,0.43222752017559285,0.3083615856542881,0.33038627103693013,0.356991792288937,True,raw_all,single_round_R3,14.0
len_p10,0.5290553773189135,True,False,0.01968158719226479,0.007027325011200897,0.5843919359963875,0.2694309055525464,0.21289490987699888,0.35557258380864426,True,raw_all,single_round_R3,15.0
len_up_down_diff,0.64349805402988,True,False,0.014423999479067712,0.004660029239445066,0.7108047469627066,0.1974572072552179,0.1411769774949256,0.3498129772376167,True,raw_all,single_round_R3,16.0
null_data_ratio,0.4112863183884867,True,False,0.01954211939316496,0.007840470040942814,0.45430481979014165,0.26752166240869785,0.23752938139324536,0.3197852878640283,True,raw_all,single_round_R3,17.0
burst_count,0.3267913101648112,True,False,0.02253459144649613,0.008954544953616066,0.3609720543467628,0.3084870808626822,0.271280613583553,0.3135799162643327,True,raw_all,single_round_R3,18.0
len_p25,0.507554138207114,True,False,0.013502904523702277,0.005036307305053513,0.5606417743128564,0.18484788639609903,0.1525764338654105,0.29935536485812203,True,raw_all,single_round_R3,19.0
up_down_ratio,0.5183698393827738,True,False,0.010428283585609628,0.0058597198402361075,0.5725887439878138,0.1427578915451402,0.17752196252530275,0.2976228660194189,True,raw_all,single_round_R3,20.0
len_p95,0.546438402032809,True,False,0.012026801790410473,0.003922895692346863,0.6035931385576515,0.16464079170224702,0.11884529654568113,0.29569307560185987,True,raw_all,single_round_R3,21.0
len_p50,0.5037324518645288,True,False,0.010185131679691695,0.0038203953727547735,0.5564203586042923,0.13942926578145973,0.11574001875261769,0.27052988104612324,True,raw_all,single_round_R3,22.0
len_p75,0.5534698393394397,True,False,0.008049048593782696,0.0027185828639697514,0.6113600292020352,0.11018737616403439,0.08236027975018727,0.26796922837208564,True,raw_all,single_round_R3,23.0
down_len_std,0.3816982122027106,True,False,0.014200201413043385,0.005539526493716738,0.42162194499544997,0.194393525703481,0.16782160946894017,0.2612790267226237,True,raw_all,single_round_R3,24.0
down_ia_mean,0.4606416509817999,True,False,0.010785097522627287,0.004169354272711813,0.5088224744676508,0.1476424926306777,0.12631183284101075,0.26092559997977977,True,raw_all,single_round_R3,25.0
retry_ratio,0.17717273651887488,True,False,0.01893080239428621,0.009985953393127495,0.19570412274182494,0.25915304401534495,0.30252744028164497,0.25246153567960494,True,raw_all,single_round_R3,26.0
interarrival_iqr,0.4260383287624241,True,False,0.010029257339900404,0.003327997547110855,0.47059981700943526,0.1372954254507938,0.10082267957348413,0.23623930734457108,True,raw_all,single_round_R3,27.0
interarrival_p75,0.4286728979991197,True,False,0.009726070016335684,0.0031972017300580862,0.47350994907264454,0.13314494539336222,0.09686018123459215,0.23450502523353298,True,raw_all,single_round_R3,28.0
interarrival_p90,0.39863044200171416,True,False,0.009977523786454117,0.003949301464145519,0.44032520173791134,0.13658721945011298,0.11964526728822499,0.23218589615874977,True,raw_all,single_round_R3,29.0
packet_count,0.2697286376036083,True,False,0.012856110834819783,0.005467647022154876,0.29794091031008135,0.17599361018357018,0.1656439994116598,0.2131928399684371,True,raw_all,single_round_R3,30.0
other_packet_ratio,0.22452273058023753,True,False,0.014369658412885823,0.006243541158960872,0.24800669046009458,0.1967133057330972,0.18914994400168755,0.21128998006495978,False,raw_all,single_round_R3,31.0
down_len_p50,0.4236021946160191,True,False,0.00692687097964663,0.0020309914841515233,0.4679088753590939,0.094825336110359,0.06152949355411985,0.20808790167452426,False,raw_all,single_round_R3,32.0
len_cv,0.2765559074963462,True,False,0.01259328921332075,0.0046147791654041126,0.3054822786454832,0.17239571603064824,0.13980611298822906,0.20589470255478684,False,raw_all,single_round_R3,33.0
len_iqr,0.3759247798263372,True,False,0.0072921257672377586,0.0023947223094010063,0.41524464033431757,0.09982548814163206,0.07254882753078219,0.19587298533557726,False,raw_all,single_round_R3,34.0
byte_count,0.28144377082528305,True,False,0.011223219541116302,0.0038432367867713567,0.3108813881454351,0.15364015994433813,0.11643200621168252,0.1936511847671519,False,raw_all,single_round_R3,35.0
burst_size_max,0.27354167110479954,True,False,0.009530504228624264,0.0036359714107431357,0.3021527681331179,0.1304677493540665,0.11015283974651717,0.18092445241123387,False,raw_all,single_round_R3,36.0
subwin_packet_std,0.26569735662526384,True,False,0.009722209438288302,0.0036544162192831413,0.29348797741028015,0.13309209604594419,0.11071163072965286,0.17909723472862574,False,raw_all,single_round_R3,37.0
interarrival_p50,0.3337485501916455,True,False,0.007362653717349961,0.002207410509150414,0.36865698704525884,0.10079097986137323,0.06687416060279937,0.1787740425031438,False,raw_all,single_round_R3,38.0
burst_packet_ratio,0.24585780596991658,True,False,0.010076900398653714,0.003899335452622524,0.2715733085233823,0.13794763466226645,0.11813153204712744,0.1758841584109254,False,raw_all,single_round_R3,39.0
burst_size_mean,0.25280669371493225,True,False,0.009599105746145874,0.00349927999012384,0.27924901533296154,0.13140686919270383,0.10601173233689547,0.17222253895418693,False,raw_all,single_round_R3,40.0
interarrival_p95,0.2545259232556858,True,False,0.008305063829279534,0.003229360886411582,0.28114806772485795,0.11369209435882871,0.09783445248043393,0.16422487152137352,False,raw_all,single_round_R3,41.0
unique_da_count,0.22503328055658134,True,False,0.009371463148277361,0.003178242676047112,0.24857064142229907,0.1282905579578989,0.09628581103133756,0.1577156701371785,False,raw_all,single_round_R3,42.0
unique_sa_count,0.16330180373907321,True,False,0.011068792687846283,0.0045491141333536276,0.18038235944675549,0.15152613496699668,0.13781677123184582,0.15657508854853266,False,raw_all,single_round_R3,43.0
long_gap_ratio,0.17720639116996795,True,False,0.009022880166531628,0.0036469778643240963,0.1957412975018798,0.12351863445831084,0.11048628354475463,0.14324873850164843,False,raw_all,single_round_R3,44.0
interarrival_mean,0.1950069338252174,True,False,0.00798502525389161,0.0027129788467370177,0.2154036883026388,0.1093109292456612,0.08219050437452009,0.13563504064094004,False,raw_all,single_round_R3,45.0
interarrival_p25,0.20683617913085506,True,False,0.007274511369082577,0.002441683387142495,0.22847021377785515,0.09958435600125372,0.07397152740556605,0.1340086990615583,False,raw_all,single_round_R3,46.0
interarrival_cv,0.17098793235488063,True,False,0.0076501436900718615,0.0029703521103130568,0.1888724188520138,0.1047265711798509,0.08998770425732533,0.12786223142973002,False,raw_all,single_round_R3,47.0
subtype_0_ratio,0.08163906342655114,True,False,0.010107974413279604,0.00392646732250039,0.09017810303819117,0.1383730220976404,0.11895350014782521,0.11583487509455226,False,raw_all,single_round_R3,48.0
interarrival_max,0.1663939280863076,True,False,0.0065471753553690785,0.0021734383535217893,0.18379790460722475,0.0896274963790366,0.06584496400247769,0.113090121662913,False,raw_all,single_round_R3,49.0
interarrival_std,0.13501633640155486,True,False,0.006748783625568936,0.0022658819260275164,0.1491383730389379,0.09238741092638461,0.06864556963918088,0.10339045120150113,False,raw_all,single_round_R3,50.0
active_subwin_count,0.0765981294198963,True,False,0.007092595388892121,0.0029544383182402603,0.08460991242966197,0.0970940188755743,0.08950559117393453,0.0904031741597236,False,raw_all,single_round_R3,51.0
subwin_packet_cv,0.12199650221739367,True,False,0.0060196287688136,0.0017253215126488697,0.1347567290155989,0.08240565226919469,0.05226913048119553,0.08981050392199637,False,raw_all,single_round_R3,52.0
burst_size_min,0.07832902009600806,True,False,0.006046895836102217,0.002698830947374398,0.08652184565362259,0.08277892453425985,0.08176188953815591,0.08368755324201278,False,raw_all,single_round_R3,53.0
interarrival_min,0.08561505811706116,True,False,0.004717142422646145,0.0011129851044101849,0.09456996697968152,0.06457527749862504,0.03371821612351417,0.06428782020060692,False,raw_all,single_round_R3,54.0
subwin_byte_min,0.08163276676885545,True,False,0.0008953204867175437,0.00016045776109723363,0.09017114778144708,0.012256481509319574,0.004861115792056254,0.03576291502760764,False,raw_all,single_round_R3,55.0
subwin_packet_min,0.05114932216499568,True,False,0.0009117892404281615,0.0002355305309471905,0.056499286627392835,0.012481930360686476,0.007135467774631197,0.025372228254236837,False,raw_all,single_round_R3,56.0
subtype_3_ratio,0.03333022406654074,True,False,0.0,0.0,0.03681639957644336,0.0,0.0,0.012272133192147787,False,raw_all,single_round_R3,57.0
data_ratio,0.02285012645460549,True,False,0.0003747698895462702,5.170292127286494e-05,0.02524013592724482,0.005130408931346967,0.0015663554406861167,0.010645633433092635,False,raw_all,single_round_R3,58.0
subtype_15_ratio,0.024894869343857984,True,False,0.0,0.0,0.027498748743393947,0.0,0.0,0.009166249581131316,False,raw_all,single_round_R3,59.0
subtype_14_ratio,0.022388579403442854,True,False,0.0,0.0,0.024730313352244758,0.0,0.0,0.008243437784081585,False,raw_all,single_round_R3,60.0
subtype_9_ratio,0.015658416595645264,True,False,0.0,0.0,0.017296209019440897,0.0,0.0,0.005765403006480299,False,raw_all,single_round_R3,61.0
rssi_missing_ratio,0.013028020869382484,True,False,0.0,0.0,0.014390686995078748,0.0,0.0,0.004796895665026249,False,raw_all,single_round_R3,62.0
subtype_6_ratio,0.00883532574628454,True,False,0.0,0.0,0.00975945683454896,0.0,0.0,0.0032531522781829862,False,raw_all,single_round_R3,63.0
subtype_10_ratio,0.005870273835834716,True,False,0.0,0.0,0.006484275255148699,0.0,0.0,0.0021614250850495666,False,raw_all,single_round_R3,64.0
bssid_known,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,65.0
subtype_7_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,66.0
ctrl_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,67.0
subtype_1_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,68.0
subtype_12_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,69.0
up_len_std,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,70.0
subtype_11_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,71.0
subtype_2_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,72.0
subtype_13_ratio,0.0,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,raw_all,single_round_R3,73.0
