,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,371,13,0,6,0
Light_T1,1,177,41,146,0
Light_XM,4,8,224,132,0
Sensor,2,0,1,359,0
Socket,0,0,0,0,368
