,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,357,0,0,5,0
Light_T1,212,45,15,91,0
Light_XM,118,2,179,66,0
Sensor,77,1,12,273,0
Socket,0,0,0,0,363
