fold_e_out,target_env,task,n_sources,train_rounds,uds,f1_rf,f1_stacking,f1_soft_voting_equal,f1_soft_voting_calibrated,fold_soft_variant,f1_soft_voting_selected_variant,fold_t1,fold_t2,selected_candidate,f1_selected,oracle_f1,oracle_candidate,regret,regret_always_rf,regret_always_stacking,regret_always_soft_voting
R6,R6,g0_R3_R5_to_R6,2,R3|R5,1.002206538606097,0.31761512989288637,0.4143483907396951,0.3067198044173546,0.29925584579862435,soft_voting_equal,0.3067198044173546,0.0860502526586395,0.13076959734287436,rf,0.31761512989288637,0.4143483907396951,stacking,0.09673326084680872,0.09673326084680872,0.0,0.10762858632234051
R7,R7,g0_R3_R5_to_R7,2,R3|R5,0.8287028334646541,0.3062182529834999,0.41322639687399254,0.3299026961560164,0.3118572193467785,soft_voting_calibrated,0.3118572193467785,0.16073106187609176,0.17406054962014167,rf,0.3062182529834999,0.41322639687399254,stacking,0.10700814389049262,0.10700814389049262,0.0,0.10136917752721403
R2,R2,g0_R3_R6_R7_to_R2,3,R3|R6|R7,0.38922450095123073,0.762434674985844,0.6436768197326087,0.6371454500266596,0.6990119173049645,soft_voting_equal,0.6371454500266596,0.13759225024093813,0.2137835001398824,rf,0.762434674985844,0.762434674985844,rf,0.0,0.0,0.11875785525323534,0.1252892249591845
R4,R4,g0_R3_R6_R7_to_R4,3,R3|R6|R7,0.572853470902144,0.7975914148308562,0.7167312322539521,0.6200264230158709,0.6833398804695261,soft_voting_calibrated,0.6833398804695261,0.12993470281943537,0.21272068822027523,rf,0.7975914148308562,0.7975914148308562,rf,0.0,0.0,0.08086018257690408,0.11425153436133006
R5,R5,g0_R3_R6_R7_to_R5,3,R3|R6|R7,0.5315717782385413,0.5887185593812042,0.5125387678572796,0.6332822003362003,0.6336786632141138,soft_voting_equal,0.6332822003362003,0.1041932018935652,0.20166548896426872,rf,0.5887185593812042,0.6332822003362003,soft_voting,0.0445636409549961,0.0445636409549961,0.12074343247892072,0.0
R2,R2,g0_R3_R6_to_R2,2,R3|R6,0.6110728361644034,0.7073225692084958,0.7547231674087641,0.608407137469926,0.6183411321021961,soft_voting_equal,0.608407137469926,0.13759225024093813,0.2137835001398824,rf,0.7073225692084958,0.7547231674087641,stacking,0.04740059820026832,0.04740059820026832,0.0,0.14631602993883808
R4,R4,g0_R3_R6_to_R4,2,R3|R6,0.7669103839113239,0.647365955580911,0.7881162196996321,0.567185277336206,0.5811576234348241,soft_voting_calibrated,0.5811576234348241,0.12993470281943537,0.21272068822027523,rf,0.647365955580911,0.7881162196996321,stacking,0.14075026411872105,0.14075026411872105,0.0,0.20695859626480795
R5,R5,g0_R3_R6_to_R5,2,R3|R6,0.5724924180025662,0.5538274170227856,0.541196605547914,0.6254257070109509,0.6256102810801801,soft_voting_equal,0.6254257070109509,0.1041932018935652,0.20166548896426872,rf,0.5538274170227856,0.6254257070109509,soft_voting,0.07159828998816531,0.07159828998816531,0.08422910146303686,0.0
R7,R7,g0_R3_R6_to_R7,2,R3|R6,0.5238420500919605,0.829844878776893,0.6967682100007302,0.8493796043558692,0.8475016051670275,soft_voting_calibrated,0.8475016051670275,0.16073106187609176,0.17406054962014167,rf,0.829844878776893,0.8475016051670275,soft_voting,0.017656726390134603,0.017656726390134603,0.15073339516629736,0.0
R2,R2,g0_R3_R7_to_R2,2,R3|R7,1.0125041316939714,0.7148402909259551,0.6804114235741042,0.6207386109317836,0.646693704936131,soft_voting_equal,0.6207386109317836,0.13759225024093813,0.2137835001398824,rf,0.7148402909259551,0.7148402909259551,rf,0.0,0.0,0.03442886735185091,0.09410167999417152
R4,R4,g0_R3_R7_to_R4,2,R3|R7,1.1298693284677122,0.734811998483444,0.818957798439832,0.5944219027690009,0.6284057811509608,soft_voting_calibrated,0.6284057811509608,0.12993470281943537,0.21272068822027523,rf,0.734811998483444,0.818957798439832,stacking,0.08414579995638793,0.08414579995638793,0.0,0.19055201728887117
R5,R5,g0_R3_R7_to_R5,2,R3|R7,1.1443695204288422,0.5643343559563307,0.5079158590287319,0.6273041403947742,0.6266710533004783,soft_voting_equal,0.6273041403947742,0.1041932018935652,0.20166548896426872,rf,0.5643343559563307,0.6273041403947742,soft_voting,0.06296978443844348,0.06296978443844348,0.11938828136604229,0.0
R6,R6,g0_R3_R7_to_R6,2,R3|R7,0.96481639727284,0.756694654892287,0.56565857098419,0.7864493437039483,0.7871229913968646,soft_voting_equal,0.7864493437039483,0.0860502526586395,0.13076959734287436,rf,0.756694654892287,0.7864493437039483,soft_voting,0.029754688811661212,0.029754688811661212,0.22079077271975822,0.0
R2,R2,g0_R3_to_R2,1,R3,0.1761587352562183,0.5613424171653618,0.5477103148198859,0.5479422265478485,0.5559152804982801,soft_voting_equal,0.5479422265478485,0.13759225024093813,0.2137835001398824,soft_voting,0.5479422265478485,0.5613424171653618,rf,0.013400190617513297,0.0,0.01363210234547596,0.013400190617513297
R4,R4,g0_R3_to_R4,1,R3,0.5820342623858452,0.4894340537802898,0.494366281165821,0.49467154129617885,0.492771149585025,soft_voting_calibrated,0.492771149585025,0.12993470281943537,0.21272068822027523,rf,0.4894340537802898,0.494366281165821,stacking,0.004932227385531174,0.004932227385531174,0.0,0.0015951315807959943
R5,R5,g0_R3_to_R5,1,R3,0.5918103709908271,0.5550758079556757,0.6001989662916698,0.5970864629554182,0.5929946027978537,soft_voting_equal,0.5970864629554182,0.1041932018935652,0.20166548896426872,rf,0.5550758079556757,0.6001989662916698,stacking,0.04512315833599412,0.04512315833599412,0.0,0.003112503336251571
R6,R6,g0_R3_to_R6,1,R3,0.9340077586512986,0.2791540785498489,0.3524253646047638,0.3276088755998964,0.3001627670396744,soft_voting_equal,0.3276088755998964,0.0860502526586395,0.13076959734287436,rf,0.2791540785498489,0.3524253646047638,stacking,0.0732712860549149,0.0732712860549149,0.0,0.024816489004867437
R7,R7,g0_R3_to_R7,1,R3,0.7857015722884048,0.28091927346115037,0.3691874432645823,0.34644381507040567,0.2998315730975194,soft_voting_calibrated,0.2998315730975194,0.16073106187609176,0.17406054962014167,rf,0.28091927346115037,0.3691874432645823,stacking,0.08826816980343194,0.08826816980343194,0.0,0.0693558701670629
R2,R2,g0_R4_R5_R6_to_R2,3,R4|R5|R6,0.29657530868495896,0.8603399859788056,0.8313822420712684,0.8498336177890321,0.855599136019826,soft_voting_equal,0.8498336177890321,0.13759225024093813,0.2137835001398824,rf,0.8603399859788056,0.8603399859788056,rf,0.0,0.0,0.028957743907537137,0.010506368189773463
R3,R3,g0_R4_R5_R6_to_R3,3,R4|R5|R6,0.23556082988771318,0.7746503650692794,0.7994644370470442,0.7175644466953461,0.735091234055473,soft_voting_calibrated,0.735091234055473,0.09803656851781944,0.2421418733518932,soft_voting,0.735091234055473,0.7994644370470442,stacking,0.06437320299157112,0.02481407197776475,0.0,0.06437320299157112
R7,R7,g0_R4_R5_R6_to_R7,3,R4|R5|R6,0.22792495320426817,0.8377881359399296,0.7978301171132285,0.8677450806693642,0.8626152811279431,soft_voting_calibrated,0.8626152811279431,0.16073106187609176,0.17406054962014167,rf,0.8377881359399296,0.8626152811279431,soft_voting,0.024827145188013433,0.024827145188013433,0.06478516401471457,0.0
R2,R2,g0_R4_R5_R7_to_R2,3,R4|R5|R7,0.2952179059150305,0.8716141241872084,0.8202647840630182,0.8633623671986822,0.87489002800601,soft_voting_equal,0.8633623671986822,0.13759225024093813,0.2137835001398824,rf,0.8716141241872084,0.8716141241872084,rf,0.0,0.0,0.051349340124190235,0.008251756988526204
R3,R3,g0_R4_R5_R7_to_R3,3,R4|R5|R7,0.25409502224640723,0.7679633528496199,0.8087310950565403,0.7025938461731804,0.7244930129827174,soft_voting_calibrated,0.7244930129827174,0.09803656851781944,0.2421418733518932,rf,0.7679633528496199,0.8087310950565403,stacking,0.040767742206920365,0.040767742206920365,0.0,0.08423808207382288
R6,R6,g0_R4_R5_R7_to_R6,3,R4|R5|R7,0.1519143746693141,0.7720617405753061,0.7566366860044049,0.8020609239491577,0.7987552609995751,soft_voting_equal,0.8020609239491577,0.0860502526586395,0.13076959734287436,rf,0.7720617405753061,0.8020609239491577,soft_voting,0.029999183373851657,0.029999183373851657,0.04542423794475281,0.0
R2,R2,g0_R4_R5_to_R2,2,R4|R5,0.4726435781738743,0.8283084671178376,0.7178728583474508,0.8025609556572914,0.8105610376951873,soft_voting_equal,0.8025609556572914,0.13759225024093813,0.2137835001398824,rf,0.8283084671178376,0.8283084671178376,rf,0.0,0.0,0.11043560877038672,0.025747511460546213
R3,R3,g0_R4_R5_to_R3,2,R4|R5,0.4272160951435107,0.6875333976830007,0.6813894473362456,0.5779528396654299,0.5899845590449887,soft_voting_calibrated,0.5899845590449887,0.09803656851781944,0.2421418733518932,rf,0.6875333976830007,0.6875333976830007,rf,0.0,0.0,0.006143950346755078,0.097548838638012
R6,R6,g0_R4_R5_to_R6,2,R4|R5,0.5788541106204953,0.6142398189971147,0.6038206053801385,0.6042881698642073,0.6121706663832847,soft_voting_equal,0.6042881698642073,0.0860502526586395,0.13076959734287436,rf,0.6142398189971147,0.6142398189971147,rf,0.0,0.0,0.010419213616976175,0.009951649132907359
R7,R7,g0_R4_R5_to_R7,2,R4|R5,0.588249419928054,0.663964425555622,0.658690623003126,0.6360915515467598,0.6440155924851256,soft_voting_calibrated,0.6440155924851256,0.16073106187609176,0.17406054962014167,rf,0.663964425555622,0.663964425555622,rf,0.0,0.0,0.0052738025524959875,0.01994883307049633
R2,R2,g0_R4_R6_R7_to_R2,3,R4|R6|R7,0.18663985228918423,0.8501706506152835,0.8321915608072926,0.8413467504896717,0.850329940664054,soft_voting_equal,0.8413467504896717,0.13759225024093813,0.2137835001398824,soft_voting,0.8413467504896717,0.8501706506152835,rf,0.00882390012561185,0.0,0.0179790898079909,0.00882390012561185
R3,R3,g0_R4_R6_R7_to_R3,3,R4|R6|R7,0.22463111010615225,0.6841252568489893,0.6079350558915669,0.5947150748622883,0.6163002094783494,soft_voting_calibrated,0.6163002094783494,0.09803656851781944,0.2421418733518932,soft_voting,0.6163002094783494,0.6841252568489893,rf,0.06782504737063988,0.0,0.07619020095742235,0.06782504737063988
R5,R5,g0_R4_R6_R7_to_R5,3,R4|R6|R7,0.22516027946602604,0.7066831304480179,0.7044773887143039,0.7236191501043245,0.7303095875643344,soft_voting_equal,0.7236191501043245,0.1041932018935652,0.20166548896426872,rf,0.7066831304480179,0.7236191501043245,soft_voting,0.016936019656306645,0.016936019656306645,0.019141761390020662,0.0
R2,R2,g0_R4_R6_to_R2,2,R4|R6,0.594708368634289,0.8166687709491626,0.6137536651655436,0.823087102556563,0.8181517882364752,soft_voting_equal,0.823087102556563,0.13759225024093813,0.2137835001398824,rf,0.8166687709491626,0.823087102556563,soft_voting,0.006418331607400463,0.006418331607400463,0.2093334373910194,0.0
R3,R3,g0_R4_R6_to_R3,2,R4|R6,0.6040817044834096,0.6285415878179144,0.5712619529166204,0.576652985801025,0.5919116960921759,soft_voting_calibrated,0.5919116960921759,0.09803656851781944,0.2421418733518932,rf,0.6285415878179144,0.6285415878179144,rf,0.0,0.0,0.05727963490129395,0.036629891725738495
R5,R5,g0_R4_R6_to_R5,2,R4|R6,0.5758608266617188,0.6617904309225111,0.51426334682722,0.7006067612816735,0.7187163435369006,soft_voting_equal,0.7006067612816735,0.1041932018935652,0.20166548896426872,rf,0.6617904309225111,0.7006067612816735,soft_voting,0.03881633035916243,0.03881633035916243,0.18634341445445357,0.0
R7,R7,g0_R4_R6_to_R7,2,R4|R6,0.5847464044364171,0.8414375924608383,0.809301025128903,0.8591683436203624,0.8640944554787824,soft_voting_calibrated,0.8640944554787824,0.16073106187609176,0.17406054962014167,rf,0.8414375924608383,0.8640944554787824,soft_voting,0.022656863017944118,0.022656863017944118,0.05479343034987938,0.0
R2,R2,g0_R4_R7_to_R2,2,R4|R7,0.7938192042684028,0.8086728434678887,0.5853692484933364,0.7554529613794542,0.7762390129459222,soft_voting_equal,0.7554529613794542,0.13759225024093813,0.2137835001398824,rf,0.8086728434678887,0.8086728434678887,rf,0.0,0.0,0.22330359497455232,0.053219882088434534
R3,R3,g0_R4_R7_to_R3,2,R4|R7,0.7550631942224623,0.652246042240362,0.7667112077831433,0.5831222632221931,0.6084295476082132,soft_voting_calibrated,0.6084295476082132,0.09803656851781944,0.2421418733518932,rf,0.652246042240362,0.7667112077831433,stacking,0.1144651655427813,0.1144651655427813,0.0,0.15828166017493006
R5,R5,g0_R4_R7_to_R5,2,R4|R7,0.7931229922975888,0.6689790347913865,0.42074364471815107,0.6504482853404536,0.6727458957409659,soft_voting_equal,0.6504482853404536,0.1041932018935652,0.20166548896426872,rf,0.6689790347913865,0.6689790347913865,rf,0.0,0.0,0.24823539007323547,0.018530749450932915
R6,R6,g0_R4_R7_to_R6,2,R4|R7,0.7067666896639522,0.761757222669349,0.6001097258813392,0.7850886542218074,0.7864960891948887,soft_voting_equal,0.7850886542218074,0.0860502526586395,0.13076959734287436,rf,0.761757222669349,0.7850886542218074,soft_voting,0.023331431552458426,0.023331431552458426,0.18497892834046825,0.0
R2,R2,g0_R4_to_R2,1,R4,0.5411271430590655,0.7592176932864217,0.6439354869532243,0.5961217696958176,0.6251895203336809,soft_voting_equal,0.5961217696958176,0.13759225024093813,0.2137835001398824,rf,0.7592176932864217,0.7592176932864217,rf,0.0,0.0,0.11528220633319741,0.1630959235906041
R3,R3,g0_R4_to_R3,1,R4,0.2883564868416142,0.5446164842506234,0.48440143535879426,0.44974807094665276,0.4810288518712424,soft_voting_calibrated,0.4810288518712424,0.09803656851781944,0.2421418733518932,rf,0.5446164842506234,0.5446164842506234,rf,0.0,0.0,0.060215048891829104,0.06358763237938098
R5,R5,g0_R4_to_R5,1,R4,0.4460310662358323,0.6118622565305192,0.5973682374027858,0.5638134062485307,0.570338123932274,soft_voting_equal,0.5638134062485307,0.1041932018935652,0.20166548896426872,rf,0.6118622565305192,0.6118622565305192,rf,0.0,0.0,0.014494019127733404,0.048048850281988464
R6,R6,g0_R4_to_R6,1,R4,0.7053752986528835,0.5280493069549366,0.49237624768996024,0.4878358465940108,0.5109996030778586,soft_voting_equal,0.4878358465940108,0.0860502526586395,0.13076959734287436,rf,0.5280493069549366,0.5280493069549366,rf,0.0,0.0,0.035673059264976326,0.04021346036092577
R7,R7,g0_R4_to_R7,1,R4,0.5896458317057354,0.6328293068857445,0.5367497649439235,0.524699253652896,0.5657447475329044,soft_voting_calibrated,0.5657447475329044,0.16073106187609176,0.17406054962014167,rf,0.6328293068857445,0.6328293068857445,rf,0.0,0.0,0.096079541941821,0.06708455935284008
R2,R2,g0_R5_R6_R7_to_R2,3,R5|R6|R7,0.2025542710105448,0.8302798794299662,0.8390146308033983,0.8138601676081008,0.8290344043775868,soft_voting_equal,0.8138601676081008,0.13759225024093813,0.2137835001398824,soft_voting,0.8138601676081008,0.8390146308033983,stacking,0.02515446319529757,0.008734751373432159,0.0,0.02515446319529757
R3,R3,g0_R5_R6_R7_to_R3,3,R5|R6|R7,0.12327012581256218,0.7725444489646748,0.7817915518172163,0.7795211386449842,0.7783517864693563,soft_voting_calibrated,0.7783517864693563,0.09803656851781944,0.2421418733518932,soft_voting,0.7783517864693563,0.7817915518172163,stacking,0.0034397653478599466,0.009247102852541489,0.0,0.0034397653478599466
R4,R4,g0_R5_R6_R7_to_R4,3,R5|R6|R7,0.18731997851750692,0.8227862698552626,0.8380097788607959,0.8181138914862653,0.8307872954235158,soft_voting_calibrated,0.8307872954235158,0.12993470281943537,0.21272068822027523,soft_voting,0.8307872954235158,0.8380097788607959,stacking,0.007222483437280047,0.015223509005533264,0.0,0.007222483437280047
R2,R2,g0_R5_R6_to_R2,2,R5|R6,0.6140832150934462,0.75981701305356,0.6776059878991811,0.7820200630720284,0.7809703842883499,soft_voting_equal,0.7820200630720284,0.13759225024093813,0.2137835001398824,rf,0.75981701305356,0.7820200630720284,soft_voting,0.02220305001846845,0.02220305001846845,0.10441407517284729,0.0
R3,R3,g0_R5_R6_to_R3,2,R5|R6,0.5642046331553167,0.7433204756937558,0.6424746109934769,0.7539452980941477,0.7527130539558123,soft_voting_calibrated,0.7527130539558123,0.09803656851781944,0.2421418733518932,rf,0.7433204756937558,0.7527130539558123,soft_voting,0.009392578262056528,0.009392578262056528,0.11023844296233543,0.0
R4,R4,g0_R5_R6_to_R4,2,R5|R6,0.5892369737076727,0.7790002562519555,0.6670418323515405,0.8016956944048607,0.7953340923487197,soft_voting_calibrated,0.7953340923487197,0.12993470281943537,0.21272068822027523,rf,0.7790002562519555,0.7953340923487197,soft_voting,0.016333836096764198,0.016333836096764198,0.1282922599971792,0.0
R7,R7,g0_R5_R6_to_R7,2,R5|R6,0.5723492384210854,0.835640258588737,0.6748998238982298,0.8657714969999768,0.8617728314630835,soft_voting_calibrated,0.8617728314630835,0.16073106187609176,0.17406054962014167,rf,0.835640258588737,0.8617728314630835,soft_voting,0.02613257287434645,0.02613257287434645,0.1868730075648537,0.0
R2,R2,g0_R5_R7_to_R2,2,R5|R7,0.6515121107496639,0.822070771102662,0.6552697820614231,0.8067639857286103,0.8151418082862569,soft_voting_equal,0.8067639857286103,0.13759225024093813,0.2137835001398824,rf,0.822070771102662,0.822070771102662,rf,0.0,0.0,0.16680098904123897,0.015306785374051723
R3,R3,g0_R5_R7_to_R3,2,R5|R7,0.6301031199909701,0.7773063715367468,0.6079473348509291,0.7690231476380752,0.7713362623482752,soft_voting_calibrated,0.7713362623482752,0.09803656851781944,0.2421418733518932,rf,0.7773063715367468,0.7773063715367468,rf,0.0,0.0,0.16935903668581764,0.005970109188471517
R4,R4,g0_R5_R7_to_R4,2,R5|R7,0.6475426993925522,0.8184944607024193,0.6066005284225311,0.8111671427651806,0.8123969017456341,soft_voting_calibrated,0.8123969017456341,0.12993470281943537,0.21272068822027523,rf,0.8184944607024193,0.8184944607024193,rf,0.0,0.0,0.21189393227988818,0.0060975589567852095
R6,R6,g0_R5_R7_to_R6,2,R5|R7,0.6446680647656965,0.7524349210387481,0.6082286309072115,0.7893909770064298,0.7963496888294913,soft_voting_equal,0.7893909770064298,0.0860502526586395,0.13076959734287436,rf,0.7524349210387481,0.7893909770064298,soft_voting,0.0369560559676817,0.0369560559676817,0.18116234609921833,0.0
R2,R2,g0_R5_to_R2,1,R5,0.5583236144997116,0.5728903086491407,0.6116641602645003,0.6127009324076333,0.6022499930486042,soft_voting_equal,0.6127009324076333,0.13759225024093813,0.2137835001398824,rf,0.5728903086491407,0.6127009324076333,soft_voting,0.03981062375849265,0.03981062375849265,0.0010367721431330246,0.0
R3,R3,g0_R5_to_R3,1,R5,0.28618932887360277,0.42085087813899785,0.4155173663407531,0.4185079541260146,0.42008539467691897,soft_voting_calibrated,0.42008539467691897,0.09803656851781944,0.2421418733518932,rf,0.42085087813899785,0.42085087813899785,rf,0.0,0.0,0.005333511798244761,0.0007654834620788864
R4,R4,g0_R5_to_R4,1,R5,0.7122677566202841,0.4412457277079783,0.4526694130471963,0.4553010603724565,0.44860100319520113,soft_voting_calibrated,0.44860100319520113,0.12993470281943537,0.21272068822027523,rf,0.4412457277079783,0.4526694130471963,stacking,0.011423685339218004,0.011423685339218004,0.0,0.004068409851995192
R6,R6,g0_R5_to_R6,1,R5,0.4582563271273114,0.40835593685457194,0.4184153191149133,0.41731293152239457,0.4181365401220273,soft_voting_equal,0.41731293152239457,0.0860502526586395,0.13076959734287436,rf,0.40835593685457194,0.4184153191149133,stacking,0.010059382260341365,0.010059382260341365,0.0,0.0011023875925187387
R7,R7,g0_R5_to_R7,1,R5,0.42544290217022773,0.41438508040480937,0.42066628143281026,0.4193659503388349,0.4192796093767517,soft_voting_calibrated,0.4192796093767517,0.16073106187609176,0.17406054962014167,rf,0.41438508040480937,0.42066628143281026,stacking,0.006281201028000893,0.006281201028000893,0.0,0.00138667205605858
R2,R2,g0_R6_R7_to_R2,2,R6|R7,0.6474273452533799,0.7820875826325645,0.6062043498294558,0.6373234562946342,0.6976024191295659,soft_voting_equal,0.6373234562946342,0.13759225024093813,0.2137835001398824,rf,0.7820875826325645,0.7820875826325645,rf,0.0,0.0,0.1758832328031087,0.14476412633793034
R3,R3,g0_R6_R7_to_R3,2,R6|R7,0.616482494508072,0.7419949386364052,0.5129223440880152,0.6241337106943081,0.6498481138002543,soft_voting_calibrated,0.6498481138002543,0.09803656851781944,0.2421418733518932,rf,0.7419949386364052,0.7419949386364052,rf,0.0,0.0,0.22907259454839002,0.09214682483615089
R4,R4,g0_R6_R7_to_R4,2,R6|R7,0.5644487083040215,0.7636689552979733,0.620652465693712,0.6605808005081699,0.6855661897971188,soft_voting_calibrated,0.6855661897971188,0.12993470281943537,0.21272068822027523,rf,0.7636689552979733,0.7636689552979733,rf,0.0,0.0,0.14301648960426128,0.07810276550085449
R5,R5,g0_R6_R7_to_R5,2,R6|R7,0.5716208307912193,0.7076008932441107,0.5942019934598642,0.6420077903450659,0.651682827520562,soft_voting_equal,0.6420077903450659,0.1041932018935652,0.20166548896426872,rf,0.7076008932441107,0.7076008932441107,rf,0.0,0.0,0.11339889978424644,0.06559310289904474
R2,R2,g0_R6_to_R2,1,R6,0.5359798742607937,0.714596553965434,0.6398995084605067,0.6267243645840834,0.6505477652729622,soft_voting_equal,0.6267243645840834,0.13759225024093813,0.2137835001398824,rf,0.714596553965434,0.714596553965434,rf,0.0,0.0,0.07469704550492728,0.08787218938135055
R3,R3,g0_R6_to_R3,1,R6,0.6031405677275982,0.7111009983885002,0.5854843198041717,0.573388582296013,0.6157734832085631,soft_voting_calibrated,0.6157734832085631,0.09803656851781944,0.2421418733518932,rf,0.7111009983885002,0.7111009983885002,rf,0.0,0.0,0.12561667858432846,0.0953275151799371
R4,R4,g0_R6_to_R4,1,R6,0.5980915322564136,0.7047265706649399,0.636685310001421,0.6327266618042269,0.6442299586038599,soft_voting_calibrated,0.6442299586038599,0.12993470281943537,0.21272068822027523,rf,0.7047265706649399,0.7047265706649399,rf,0.0,0.0,0.0680412606635189,0.060496612061080035
R5,R5,g0_R6_to_R5,1,R6,0.5898348574098699,0.6481077483187285,0.6335048666578336,0.6368192721535755,0.6335695932930255,soft_voting_equal,0.6368192721535755,0.1041932018935652,0.20166548896426872,rf,0.6481077483187285,0.6481077483187285,rf,0.0,0.0,0.014602881660894962,0.01128847616515305
R7,R7,g0_R6_to_R7,1,R6,0.04897427764089418,0.8352353485635643,0.852144006509489,0.8533269568390296,0.85389210337093,soft_voting_calibrated,0.85389210337093,0.16073106187609176,0.17406054962014167,stacking,0.852144006509489,0.85389210337093,soft_voting,0.001748096861441062,0.018656754807365727,0.001748096861441062,0.0
R2,R2,g0_R7_to_R2,1,R7,0.9995582146607976,0.7257204170122593,0.37258669269168,0.3318790404250455,0.410177345664337,soft_voting_equal,0.3318790404250455,0.13759225024093813,0.2137835001398824,rf,0.7257204170122593,0.7257204170122593,rf,0.0,0.0,0.3531337243205793,0.3938413765872138
R3,R3,g0_R7_to_R3,1,R7,1.0197506586516065,0.6655966061537787,0.39981567341819746,0.3487795080496011,0.38244099253178154,soft_voting_calibrated,0.38244099253178154,0.09803656851781944,0.2421418733518932,rf,0.6655966061537787,0.6655966061537787,rf,0.0,0.0,0.26578093273558123,0.28315561362199715
R4,R4,g0_R7_to_R4,1,R7,0.9600995435601146,0.6817802253460143,0.4179676837626138,0.39139945682895566,0.4420212411585334,soft_voting_calibrated,0.4420212411585334,0.12993470281943537,0.21272068822027523,rf,0.6817802253460143,0.6817802253460143,rf,0.0,0.0,0.26381254158340056,0.23975898418748093
R5,R5,g0_R7_to_R5,1,R7,0.878378738263912,0.6762013268516971,0.419445974009656,0.40708879632386435,0.4824086853953557,soft_voting_equal,0.40708879632386435,0.1041932018935652,0.20166548896426872,rf,0.6762013268516971,0.6762013268516971,rf,0.0,0.0,0.2567553528420411,0.26911253052783274
R6,R6,g0_R7_to_R6,1,R7,0.16107292258510855,0.7283019210840016,0.7261528446566609,0.7369841362576475,0.7432355312338184,soft_voting_equal,0.7369841362576475,0.0860502526586395,0.13076959734287436,rf,0.7283019210840016,0.7369841362576475,soft_voting,0.008682215173645869,0.008682215173645869,0.010831291600986614,0.0
