,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,253,0,82,28,0
Light_T1,3,0,296,66,0
Light_XM,0,202,153,8,0
Sensor,3,203,24,132,0
Socket,0,0,1,0,362
