,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,259,89,0,15,0
Light_T1,40,261,0,64,0
Light_XM,1,190,170,2,0
Sensor,2,160,2,198,0
Socket,0,0,0,0,363
