unit,config,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,macro_f1,F_gw
jit_R6,full94,0.902157564592455,0.6230891922364084,0.6528277504245572,0.7152991348164648,1.0,0.778674728413977,0.6637386924924767
jit_R6,full94_minus_rssi,0.6710526315789473,0.621380846325167,0.6421052631578947,0.782608695652174,1.0,0.7434294873428366,0.6820316017117452
jit_R7,full94,0.9402272904577945,0.6912761367374506,0.7181200723949885,0.7677116963411945,1.0,0.8234670391862856,0.7257026351578778
jit_R7,full94_minus_rssi,0.8708450116664095,0.7298842072517162,0.7773040935238187,0.8016693731350605,1.0,0.8359405371154012,0.7696192246368652
pos_R5,full94,0.870905647547936,0.2832963663333707,0.6827182138729506,0.6430198143771424,1.0,0.69598800842628,0.5363447981944879
pos_R5,full94_minus_rssi,0.6260380116959064,0.5490765044814341,0.7868666695610645,0.705937036951436,1.0,0.7335836445379682,0.680626736997978
