unit,config,seed,model,macro_f1,f1_Camera,f1_Light_T1,f1_Light_XM,f1_Sensor,f1_Socket,is_best_base
jit_R7,full94,45,best_base,0.8258894059214619,0.9389920424403183,0.6972255729794934,0.7195767195767195,0.7736526946107785,1.0,True
jit_R7,full94,46,rf,0.8224775367311377,0.9379128137384413,0.6890756302521008,0.7174770039421814,0.7679222357229648,1.0,False
jit_R7,full94,46,xgboost,0.8174573878405453,0.9609375,0.6982248520710059,0.7086801426872771,0.7194444444444444,1.0,False
jit_R7,full94,46,lightgbm,0.8088477748505276,0.9703989703989704,0.7016645326504481,0.6986155484558041,0.6735598227474151,1.0,False
jit_R7,full94,46,best_base,0.8224775367311377,0.9379128137384413,0.6890756302521008,0.7174770039421814,0.7679222357229648,1.0,True
jit_R7,full94_minus_rssi,42,rf,0.7951001444609315,0.8125854993160054,0.6797546012269938,0.7331606217616581,0.75,1.0,False
jit_R7,full94_minus_rssi,42,xgboost,0.8360572426086055,0.8766756032171582,0.7243510506798516,0.7755644090305445,0.8036951501154734,1.0,False
jit_R7,full94_minus_rssi,42,lightgbm,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,False
jit_R7,full94_minus_rssi,42,best_base,0.8360572426086055,0.8766756032171582,0.7243510506798516,0.7755644090305445,0.8036951501154734,1.0,True
jit_R7,full94_minus_rssi,43,rf,0.79001019929637,0.8032786885245902,0.6813186813186813,0.7227979274611399,0.7426556991774383,1.0,False
jit_R7,full94_minus_rssi,43,xgboost,0.8361471451792145,0.8674698795180723,0.7270501835985312,0.7829560585885486,0.8032596041909197,1.0,False
jit_R7,full94_minus_rssi,43,lightgbm,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,False
jit_R7,full94_minus_rssi,43,best_base,0.8361471451792145,0.8674698795180723,0.7270501835985312,0.7829560585885486,0.8032596041909197,1.0,True
jit_R7,full94_minus_rssi,44,rf,0.7964897807357314,0.810368349249659,0.6905940594059405,0.7364341085271318,0.7450523864959255,1.0,False
jit_R7,full94_minus_rssi,44,xgboost,0.8316268138828772,0.8671140939597315,0.7172582619339045,0.7737617135207496,0.8,1.0,False
jit_R7,full94_minus_rssi,44,lightgbm,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,False
jit_R7,full94_minus_rssi,44,best_base,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,True
jit_R7,full94_minus_rssi,45,rf,0.7934060804005566,0.8064952638700947,0.6724137931034483,0.7395833333333334,0.7485380116959064,1.0,False
jit_R7,full94_minus_rssi,45,xgboost,0.835485324310865,0.8708388814913449,0.7283950617283951,0.7791164658634538,0.7990762124711316,1.0,False
jit_R7,full94_minus_rssi,45,lightgbm,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,False
jit_R7,full94_minus_rssi,45,best_base,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,True
jit_R7,full94_minus_rssi,46,rf,0.794145153869892,0.8060522696011004,0.6902439024390243,0.7305699481865285,0.743859649122807,1.0,False
jit_R7,full94_minus_rssi,46,xgboost,0.8355770788576666,0.875,0.7283950617283951,0.7786666666666666,0.7958236658932715,1.0,False
jit_R7,full94_minus_rssi,46,lightgbm,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,False
jit_R7,full94_minus_rssi,46,best_base,0.8358327659297284,0.870026525198939,0.7326732673267327,0.776,0.8004640371229699,1.0,True
