,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,226,0,79,58,0
Light_T1,3,0,195,167,0
Light_XM,1,0,321,41,0
Sensor,3,0,21,338,0
Socket,0,0,0,0,363
