,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,323,47,0,28,0
Light_T1,0,339,1,56,0
Light_XM,0,280,21,93,0
Sensor,0,44,0,355,0
Socket,0,0,0,0,406
