,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,5,0,202,183,0
Light_T1,0,12,204,149,0
Light_XM,0,0,308,60,0
Sensor,1,0,56,305,0
Socket,0,0,0,0,368
