feature,mutual_info,correlation_kept,correlation_dropped,model_importance,shap_importance,mi_norm,model_norm,shap_norm,joint_score,selected
rssi_min,0.7394247647989567,True,False,0.07832500360630737,0.034925254140656,0.754038745157518,1.0,1.0,0.9180129150525059,True
up_len_p50,0.5022784942014029,True,False,0.05921297189738572,0.0348217601811751,0.5122055190972796,0.7559906692761059,0.9970367013203658,0.755077629897917,True
rssi_p10,0.6590519159972108,True,False,0.05530616626594728,0.02705163038414222,0.6720774085343375,0.7061112508074443,0.7745578679312114,0.7175821757576645,True
rssi_std,0.5078693337838134,True,False,0.05994722699576489,0.029661172318728314,0.517906855952347,0.7653651354691728,0.849275776183978,0.7108492558684993,True
up_ia_mean,0.5025913511831406,True,False,0.03726388048358582,0.018620246017774927,0.5125245593798802,0.4757597033878085,0.5331456127072061,0.5071432918249649,True
len_range,0.9806190590968791,True,False,0.021395437388971004,0.008352658998160298,1.0,0.2731622905057622,0.23915814512104253,0.5041068118756016,True
rssi_max,0.4509751084635738,True,False,0.03575023802811467,0.016838059691566785,0.4598881739856336,0.45643455323423393,0.48211702694428893,0.4661465847213855,True
up_packet_ratio,0.49613033115525385,True,False,0.029055105363598326,0.01560025640266066,0.505935843845596,0.3709556849769308,0.446675529971323,0.4411890195979499,True
len_min,0.30319019629718813,True,False,0.03129805733250689,0.017653448275415644,0.3091824429523298,0.39959215948234583,0.5054637026925887,0.4047461017090881,True
rssi_p90,0.3393445284962966,True,False,0.029156045495913045,0.014294535416163632,0.3460513288501886,0.37224441945081715,0.40928937434770346,0.37586170754956977,True
len_p95,0.6705939769134286,True,False,0.018813712824795274,0.007023214448842489,0.683847586575592,0.24020059953473452,0.20109272277755208,0.37504696962929285,True
len_p10,0.5376408537591004,True,False,0.025178006373290977,0.008379021763095093,0.5482667798178955,0.32145554055567815,0.23991297899651334,0.3698784331233624,True
down_ia_std,0.47195271386572246,True,False,0.022296686565028652,0.010150464122743685,0.4812803804775902,0.2846688227057182,0.29063393731837367,0.35219438016722737,True
rssi_p50,0.43948393229444127,True,False,0.02327249080395464,0.01049137233510714,0.44816988637686983,0.29712722288442445,0.30039501768132537,0.3485640423142066,True
null_data_ratio,0.4395953245758535,True,False,0.024852945165443438,0.009161117204520385,0.448283480213721,0.31730538169349126,0.2623063863078968,0.3426317494050363,True
burst_count,0.3495369807361475,True,False,0.0269437259726302,0.010688944819601452,0.35644522456871336,0.3439990390305002,0.3060520268958788,0.33549876349836416,True
len_up_down_diff,0.5611900920202377,True,False,0.016269640320405246,0.005001578975522995,0.5722814448834771,0.2077196242745539,0.14320809106728097,0.3077363867417707,True
rssi_mean,0.32296692718478104,True,False,0.022548675665454324,0.010251753713939516,0.32935004086319103,0.2878860469485956,0.2935341192551436,0.30359006902231006,True
down_packet_ratio,0.3730177569434554,True,False,0.02021029398976443,0.008795743819456131,0.38039007449742374,0.25803119130832614,0.2518448050236843,0.2967553569431447,True
len_p75,0.5972040550121438,True,False,0.010108996807735802,0.0036631352777810513,0.6090071873191522,0.12906474742787938,0.10488499992092676,0.2809856448893194,True
len_p25,0.46637942491144413,True,False,0.016179654301916438,0.005323319585799494,0.47559694112101564,0.20657074442334938,0.1524203536031737,0.27819601304917957,True
len_p50,0.5085797186114758,True,False,0.012544356702733194,0.004913269734280089,0.5186312808154703,0.16015775455033646,0.14067956998945988,0.27315620178508887,True
down_len_std,0.37615544439473414,True,False,0.017882545690572498,0.006307664316852603,0.383589775158115,0.2283120953362133,0.1806046791084031,0.26416884986757716,True
up_down_ratio,0.5049258588191154,True,False,0.007488726418404228,0.004665653735813722,0.5149052061910128,0.09561092976191289,0.13358968604848317,0.24803527400046962,True
down_ia_mean,0.4386696932185661,True,False,0.012518554375859367,0.004719656385105739,0.44733955469167386,0.15982832811323702,0.13513592101858618,0.247434601274499,True
len_cv,0.24865253238426988,True,False,0.016932430349414943,0.006654440125450276,0.2535668974385134,0.21618167340947822,0.19053376386756013,0.22009411157185058,True
interarrival_p75,0.3862076745655285,True,False,0.011293570143309532,0.0034913267198755974,0.3938406774606383,0.14418856844329697,0.09996567829728097,0.21266497473373877,True
down_len_p50,0.3935375581338607,True,False,0.009840245798938238,0.003178824558838321,0.40131542874181647,0.12563351861940827,0.09101793636307133,0.20598896124143204,True
interarrival_iqr,0.36714760201712204,True,False,0.011072937931172859,0.003548960575214188,0.37440390191401546,0.14137168747326015,0.10161588405115977,0.2057971578128118,True
len_iqr,0.37744122256481605,True,False,0.00886274281729074,0.0027618759592742156,0.3849009654293566,0.1131534300571298,0.07907962382037916,0.19237800643562186,True
burst_packet_ratio,0.2327637037943302,True,False,0.011859079228875158,0.004717485997384052,0.23736404227009278,0.1514086011215985,0.13507377722679167,0.17461547353949433,True
subwin_packet_mean,0.2043039457369722,True,False,0.013158672625215783,0.004807927460259386,0.20834180596604968,0.16800091949381205,0.13766334930294882,0.17133535825427018,True
other_packet_ratio,0.2099350630097483,True,False,0.012095868418909828,0.00448876292844074,0.21408421655917256,0.1544317633192649,0.12852484652976182,0.16568027546939976,True
interarrival_p90,0.26427613449138887,True,False,0.010087587369045073,0.0033694893345246214,0.2694992841917424,0.12879140637834247,0.09647716007890823,0.1649226168829977,True
unique_da_count,0.21241031955198642,True,False,0.011639736100339035,0.004205877520132627,0.21660839403591645,0.14860817828805958,0.12042510852445379,0.16188056028280995,True
subwin_byte_max,0.2567183656486378,True,False,0.010044025889553016,0.0030467716522830793,0.2617921437148772,0.12823524324414062,0.0872369214555371,0.15908810280485164,True
interarrival_p50,0.25757829971018475,True,False,0.009788880202108618,0.0027119398891746315,0.2626690735007809,0.12497771786020495,0.07764982548882016,0.15509887228326866,True
burst_size_mean,0.20523089757315338,True,False,0.010345685387355547,0.0037039135154147288,0.2092870780649164,0.13208662510067767,0.10605258591670648,0.14914209636076683,True
burst_size_std,0.23946602566725828,True,False,0.00911474196198403,0.0027579792197453303,0.24419882873559418,0.11637078253833666,0.07896805012894109,0.14651255380095732,True
subwin_packet_std,0.17440903096098737,True,False,0.010008956342702532,0.0030711768121638628,0.17785604852674686,0.1277874992896461,0.08793570405515673,0.13119308395718324,True
subtype_0_ratio,0.09275751592085246,True,False,0.011018685890499647,0.004811297071936412,0.09459077412413273,0.14067903457603328,0.13775982996600872,0.12434321288872491,False
retry_ratio,0.11430811927311035,True,False,0.010222169724758949,0.004173365258069236,0.11656730328939835,0.13050966171849337,0.11949419870394244,0.12219038790394472,False
long_gap_ratio,0.14231606144081965,True,False,0.009631758801700663,0.0033495821527666876,0.14512879402108347,0.12297169943475157,0.09590716618057436,0.1213358865454698,False
interarrival_p95,0.16527819485153517,True,False,0.007963476736392137,0.0025931462253068784,0.16854475070446975,0.10167221665791092,0.07424845685770497,0.11482180807336188,False
active_subwin_count,0.07642480177003064,True,False,0.0092472206213625,0.00465969288704493,0.07793526044702374,0.11806217932453231,0.13341901159197714,0.10980548378784438,False
interarrival_mean,0.13712930298416692,True,False,0.008104374060477287,0.002562758845713146,0.1398395245452999,0.1034710971890036,0.07337838789639255,0.10556300321023203,False
subwin_packet_cv,0.12030228501015205,True,False,0.007944429315706932,0.0024486401604622175,0.12267993763138448,0.10142903223648472,0.07011087594669183,0.09807328193818703,False
interarrival_max,0.13659769721227066,True,False,0.007482817600093586,0.001803764000907525,0.13929741212461552,0.0955354900167666,0.05164641017766536,0.09549310410634916,False
