,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,390,0,0,0,0
Light_T1,231,106,19,9,0
Light_XM,129,8,223,8,0
Sensor,167,5,7,183,0
Socket,0,0,0,0,368
