,Camera,Light_T1,Light_XM,Sensor,Socket
Camera,555,17,132,93,0
Light_T1,3,254,483,50,0
Light_XM,1,129,634,25,0
Sensor,3,120,430,251,0
Socket,0,0,0,0,801
